value,m,s,n,n_arms,eps,f_eps,f_n_arms,n_users
4,241.59404761904793,7.756075904436156,3,30.0,0.3,0.3,30,101
5,192.86858766233743,6.470605987920121,4,30.0,0.3,0.3,30,101
6,315.410714285714,20.093617698717498,2,30.0,0.3,0.3,30,101
7,242.40476190476244,15.444877709097634,3,30.0,0.3,0.3,30,101
8,195.6853174603171,1.1550612804896618,4,30.0,0.3,0.3,30,101
9,165.59452380952357,4.855069207664419,5,30.0,0.3,0.3,30,101
10,236.67791005291025,2.168463167842185,3,30.0,0.3,0.3,30,101
11,194.02251984126957,4.278354944020152,4,30.0,0.3,0.3,30,101
12,164.20587301587264,5.4969131105234075,5,30.0,0.3,0.3,30,101
13,306.93095238095236,8.020611203744522,2,30.0,0.3,0.3,30,101
14,163.17888888888865,2.2943310698216157,5,30.0,0.3,0.3,30,101
15,237.14603174603207,5.263536341169786,3,30.0,0.3,0.3,30,101
16,313.6273809523808,4.985102807364967,2,30.0,0.3,0.3,30,101
17,194.93392857142828,7.159862198442068,4,30.0,0.3,0.3,30,101
19,238.54246031746078,5.680839286251677,3,30.0,0.3,0.3,30,101
20,313.668452380952,5.844574264021386,2,30.0,0.3,0.3,30,101
21,196.54414682539652,7.241985847050588,4,30.0,0.3,0.3,30,101
22,240.00357142857195,3.380517521777079,3,30.0,0.3,0.3,30,101
23,111.61231962481993,2.819710354313672,8,30.0,0.3,0.3,30,101
24,240.0215608465612,9.183483417683913,3,30.0,0.3,0.3,30,101
25,243.56071428571485,7.2740113758915195,3,30.0,0.3,0.3,30,101
26,240.94285714285763,4.393231852646914,3,30.0,0.3,0.3,30,101
27,193.58045634920612,5.951135216866194,4,30.0,0.3,0.3,30,101
28,241.14563492063533,5.967937093179583,3,30.0,0.3,0.3,30,101
29,241.42142857142912,1.6526948377597275,3,30.0,0.3,0.3,30,101
30,242.04682539682577,7.573249475309049,3,30.0,0.3,0.3,30,101
1,246.47440476190496,13.582342755291627,2,30.0,0.4,0.4,30,101
2,207.24814814814832,7.430458020990155,3,30.0,0.4,0.4,30,101
4,147.2353174603174,2.634706734959105,5,30.0,0.4,0.4,30,101
5,206.50661375661363,6.498491020230719,3,30.0,0.4,0.4,30,101
6,205.38214285714287,9.616484250356958,3,30.0,0.4,0.4,30,101
7,146.8878571428571,2.7634671563750146,5,30.0,0.4,0.4,30,101
9,207.3018518518519,7.9995311411224135,3,30.0,0.4,0.4,30,101
10,114.55901875901918,5.828416450491904,7,30.0,0.4,0.4,30,101
11,259.24642857142885,0.8232743238100093,2,30.0,0.4,0.4,30,101
12,203.96587301587303,0.6709316522083846,3,30.0,0.4,0.4,30,101
13,170.48148656898633,5.098475597691619,4,30.0,0.4,0.4,30,101
14,254.93809523809563,10.340594881066082,2,30.0,0.4,0.4,30,101
15,115.08653370439119,2.430918871409764,7,30.0,0.4,0.4,30,101
16,257.68194444444487,2.5093872794250167,2,30.0,0.4,0.4,30,101
17,203.86574074074088,6.186559624560504,3,30.0,0.4,0.4,30,101
18,149.28563492063486,4.118011894970685,5,30.0,0.4,0.4,30,101
19,254.7363095238099,1.2803683502199656,2,30.0,0.4,0.4,30,101
21,150.6368253968253,1.187752751211129,5,30.0,0.4,0.4,30,101
22,129.10641534391564,3.689530211722267,6,30.0,0.4,0.4,30,101
23,243.8900793650798,20.879291900036108,2,30.0,0.4,0.4,30,101
24,206.08531746031767,5.0952850094265525,3,30.0,0.4,0.4,30,101
26,149.03777777777785,5.8685284188711275,5,30.0,0.4,0.4,30,101
27,202.01349206349212,6.890381816962053,3,30.0,0.4,0.4,30,101
28,104.02940566378096,2.8056564430670625,8,30.0,0.4,0.4,30,101
29,251.73571428571483,5.044028372464094,2,30.0,0.4,0.4,30,101
30,252.47857142857177,4.8251619878111045,2,30.0,0.4,0.4,30,101
1,115.44312169312192,4.4348684257977435,6,30.0,0.5,0.5,30,101
2,206.08829365079384,16.4511759818199,2,30.0,0.5,0.5,30,101
3,167.3473544973545,11.739832725366439,3,30.0,0.5,0.5,30,101
4,199.92738095238104,11.248048583588957,2,30.0,0.5,0.5,30,101
5,129.24279220779238,2.266056554960742,5,30.0,0.5,0.5,30,101
6,146.79791666666668,5.530398239918433,4,30.0,0.5,0.5,30,101
7,145.00386904761908,7.168463254678317,4,30.0,0.5,0.5,30,101
8,127.05590187590201,2.045319387107092,5,30.0,0.5,0.5,30,101
9,163.75304232804234,9.395636205564463,3,30.0,0.5,0.5,30,101
10,142.04695165945168,3.9828868547733802,4,30.0,0.5,0.5,30,101
12,124.97674603174619,5.247154365630899,5,30.0,0.5,0.5,30,101
15,172.83174603174618,2.3898590354605598,3,30.0,0.5,0.5,30,101
16,146.67003968253985,5.478638729814317,4,30.0,0.5,0.5,30,101
17,172.65158730158723,4.62536223581978,3,30.0,0.5,0.5,30,101
18,166.08244348244335,4.773507431055232,3,30.0,0.5,0.5,30,101
19,127.28407647907663,1.2558568959813052,5,30.0,0.5,0.5,30,101
20,129.1484487734489,5.084894892611683,5,30.0,0.5,0.5,30,101
21,168.29285714285706,4.43989213785283,3,30.0,0.5,0.5,30,101
22,144.13492063492075,5.830751372218322,4,30.0,0.5,0.5,30,101
23,200.44563492063503,14.610172969373396,2,30.0,0.5,0.5,30,101
25,168.15120250120248,3.8134670511916573,3,30.0,0.5,0.5,30,101
26,103.14783549783571,4.481454176186565,7,30.0,0.5,0.5,30,101
28,174.2456349206349,10.477715257001535,3,30.0,0.5,0.5,30,101
29,169.32632275132278,7.0143587248997354,3,30.0,0.5,0.5,30,101
30,130.67214285714297,4.731204787058615,5,30.0,0.5,0.5,30,101
2,106.35246031746043,10.163397490877305,5,30.0,0.6,0.6,30,101
3,131.12447089947088,4.317813366994063,3,30.0,0.6,0.6,30,101
4,118.40009920634932,3.4768781539214295,4,30.0,0.6,0.6,30,101
5,128.95797258297247,3.7620946933166572,3,30.0,0.6,0.6,30,101
6,90.09021851164727,3.358946200284013,7,30.0,0.6,0.6,30,101
7,129.69286916786916,12.054830767549552,3,30.0,0.6,0.6,30,101
9,115.36071428571435,5.536129651974678,4,30.0,0.6,0.6,30,101
10,119.11418650793661,4.090965909902551,4,30.0,0.6,0.6,30,101
11,120.63511904761911,2.158281555959838,4,30.0,0.6,0.6,30,101
12,107.15571428571441,4.20903845413238,5,30.0,0.6,0.6,30,101
13,127.27962962962968,3.7096601220050762,3,30.0,0.6,0.6,30,101
14,130.0861111111111,2.5898848057159505,3,30.0,0.6,0.6,30,101
15,135.52208994708985,1.6174917308765784,3,30.0,0.6,0.6,30,101
16,127.90542328042321,4.129270778550787,3,30.0,0.6,0.6,30,101
17,133.33108465608473,9.681314913538815,3,30.0,0.6,0.6,30,101
18,118.16727994228,3.7121145876074655,4,30.0,0.6,0.6,30,101
19,119.37351190476201,4.914037375709384,4,30.0,0.6,0.6,30,101
20,108.45642857142867,2.8750028673290853,5,30.0,0.6,0.6,30,101
21,134.34828042328044,5.038522931414887,3,30.0,0.6,0.6,30,101
22,119.82248931623931,6.532105081684863,4,30.0,0.6,0.6,30,101
23,120.2280753968254,5.690172432682464,4,30.0,0.6,0.6,30,101
24,116.23253968253974,7.389796068691177,4,30.0,0.6,0.6,30,101
26,110.86668109668118,4.564678984907445,5,30.0,0.6,0.6,30,101
28,156.38373015873015,13.057905225911519,2,30.0,0.6,0.6,30,101
29,117.86299603174616,1.943215473162028,4,30.0,0.6,0.6,30,101
30,155.96587301587292,6.998673546172576,2,30.0,0.6,0.6,30,101
1,85.673888888889,1.4957534792363252,5,30.0,0.7,0.7,30,101
2,83.5515873015874,3.125070684511739,5,30.0,0.7,0.7,30,101
3,111.34325396825403,16.842610092833873,2,30.0,0.7,0.7,30,101
4,95.32751322751325,2.2456084257158655,3,30.0,0.7,0.7,30,101
5,84.63365079365089,1.1651732424009975,5,30.0,0.7,0.7,30,101
6,105.32658730158732,1.388398552901219,2,30.0,0.7,0.7,30,101
7,95.51759259259264,7.58523812942304,3,30.0,0.7,0.7,30,101
8,99.09446248196252,6.99584205797952,2,30.0,0.7,0.7,30,101
9,101.95753968253972,6.28440828383658,3,30.0,0.7,0.7,30,101
11,74.37054730983314,4.586360963989333,7,30.0,0.7,0.7,30,101
12,87.71877705627715,5.491472830121976,4,30.0,0.7,0.7,30,101
13,110.26190476190476,0.9495433918790571,2,30.0,0.7,0.7,30,101
14,97.32208994709005,4.197164882180216,3,30.0,0.7,0.7,30,101
15,89.43561507936512,5.512041581403801,4,30.0,0.7,0.7,30,101
18,85.85178932178943,6.871701562282607,5,30.0,0.7,0.7,30,101
19,90.20833333333337,6.7737410457044955,4,30.0,0.7,0.7,30,101
20,91.93789682539689,6.445844930350778,4,30.0,0.7,0.7,30,101
21,106.35535714285717,2.163129434986957,2,30.0,0.7,0.7,30,101
22,87.44277777777788,7.936698972899223,5,30.0,0.7,0.7,30,101
23,91.48432539682551,5.058572485518906,4,30.0,0.7,0.7,30,101
25,78.5926827801829,7.043743320860726,6,30.0,0.7,0.7,30,101
26,85.52888888888899,2.8860278682405314,5,30.0,0.7,0.7,30,101
27,78.14469095719106,3.963104433885151,6,30.0,0.7,0.7,30,101
28,104.57361111111118,1.428524056754214,2,30.0,0.7,0.7,30,101
29,102.15793650793655,2.103215445844828,3,30.0,0.7,0.7,30,101
1,63.175925925925995,9.571798526087944,3,30.0,0.8,0.8,30,101
2,58.153347763347846,3.589941411258154,5,30.0,0.8,0.8,30,101
3,63.08327020202027,4.261431949069566,4,30.0,0.8,0.8,30,101
4,62.69037698412708,4.791644646777549,4,30.0,0.8,0.8,30,101
5,70.02738095238104,6.597418507642065,2,30.0,0.8,0.8,30,101
6,57.32523809523816,4.497198846123813,5,30.0,0.8,0.8,30,101
7,59.51646825396833,0.17312892221906998,2,30.0,0.8,0.8,30,101
8,66.22314814814821,3.830196006019575,3,30.0,0.8,0.8,30,101
9,59.855158730158806,4.249695598824194,5,30.0,0.8,0.8,30,101
10,59.743452380952405,3.7955144812826918,4,30.0,0.8,0.8,30,101
11,58.025555555555634,3.5559360358357326,5,30.0,0.8,0.8,30,101
13,66.40266955266962,2.971036779677031,3,30.0,0.8,0.8,30,101
14,59.15374458874466,4.625875670604115,5,30.0,0.8,0.8,30,101
15,51.33095689033195,2.8403992541137755,8,30.0,0.8,0.8,30,101
16,62.67753727753735,2.1838373488123,3,30.0,0.8,0.8,30,101
18,62.48287337662347,6.857020362523265,4,30.0,0.8,0.8,30,101
19,72.21587301587306,0.7744502841566796,2,30.0,0.8,0.8,30,101
20,61.35912698412707,0.1885618083163919,2,30.0,0.8,0.8,30,101
21,62.89980158730166,3.4978894778294096,4,30.0,0.8,0.8,30,101
22,62.30648148148156,4.812904581020174,3,30.0,0.8,0.8,30,101
23,68.7299603174604,2.6519310273785917,2,30.0,0.8,0.8,30,101
24,59.13502164502172,3.3294183077354615,5,30.0,0.8,0.8,30,101
26,57.68484126984134,5.058555746167833,5,30.0,0.8,0.8,30,101
27,64.59407467532478,2.6589982133079033,4,30.0,0.8,0.8,30,101
29,60.78363095238105,3.358067488948082,4,30.0,0.8,0.8,30,101
30,62.204232804232895,1.283934586243364,3,30.0,0.8,0.8,30,101
1,30.31833333333332,3.2543446283492408,5,30.0,0.9,0.9,30,101
2,32.47666666666665,2.0223918626361628,5,30.0,0.9,0.9,30,101
3,30.680952380952363,0.5595138184405694,3,30.0,0.9,0.9,30,101
4,33.45449735449735,4.903033456639843,3,30.0,0.9,0.9,30,101
6,32.4626984126984,3.8211825976977902,2,30.0,0.9,0.9,30,101
7,32.61976190476189,2.9421797220351507,5,30.0,0.9,0.9,30,101
8,37.91527777777779,1.283735525368429,2,30.0,0.9,0.9,30,101
9,34.077976190476186,4.401739712886282,2,30.0,0.9,0.9,30,101
10,33.67084235209234,2.088412672534046,4,30.0,0.9,0.9,30,101
11,34.08989898989897,7.621345859620022,2,30.0,0.9,0.9,30,101
12,29.887112193362174,1.5131758774307995,4,30.0,0.9,0.9,30,101
13,28.315584415584404,1.3854294015138868,8,30.0,0.9,0.9,30,101
14,31.34060846560845,1.632196901558026,3,30.0,0.9,0.9,30,101
16,30.338760049474324,2.974773507549224,7,30.0,0.9,0.9,30,101
17,30.71891534391533,2.1017137908712855,3,30.0,0.9,0.9,30,101
18,32.89107142857142,1.6967111370848216,4,30.0,0.9,0.9,30,101
20,34.631646825396814,2.5313228895989552,4,30.0,0.9,0.9,30,101
21,34.51747835497835,2.65723687912776,2,30.0,0.9,0.9,30,101
22,31.230687830687817,3.2720355061987827,3,30.0,0.9,0.9,30,101
23,30.88396825396823,1.2175168262583567,5,30.0,0.9,0.9,30,101
27,30.141156462585023,3.2250365615238104,7,30.0,0.9,0.9,30,101
28,31.32724867724866,0.7322415012194816,3,30.0,0.9,0.9,30,101
29,33.82619047619046,3.631632211489255,4,30.0,0.9,0.9,30,101
30,32.90556277056276,5.156567876451888,5,30.0,0.9,0.9,30,101
3,196.1147619047604,2.4920050165012575,5,40.0,0.1,0.1,40,101
4,313.7976190476184,0.7314485674349236,3,40.0,0.1,0.1,40,101
5,241.34136904761922,3.123948557052855,4,40.0,0.1,0.1,40,101
6,458.65833333333217,2.180245908658428,2,40.0,0.1,0.1,40,101
7,450.3249999999988,2.7930717856868146,2,40.0,0.1,0.1,40,101
8,318.28888888888844,1.2710814876112284,3,40.0,0.1,0.1,40,101
11,315.4277777777775,4.446044850742569,3,40.0,0.1,0.1,40,101
12,456.4992424242413,3.3351869845965307,2,40.0,0.1,0.1,40,101
13,195.83952380952215,1.8519284243427618,5,40.0,0.1,0.1,40,101
14,316.10555555555504,5.338573814266214,3,40.0,0.1,0.1,40,101
15,194.78428571428418,2.400036818264381,5,40.0,0.1,0.1,40,101
16,314.8388888888884,7.436253786038084,3,40.0,0.1,0.1,40,101
17,452.8037878787869,0.618182746582745,2,40.0,0.1,0.1,40,101
18,456.3083333333324,1.47313912747184,2,40.0,0.1,0.1,40,101
19,240.2077380952381,4.344937095467294,4,40.0,0.1,0.1,40,101
20,314.5944444444442,9.068892700589789,3,40.0,0.1,0.1,40,101
22,456.35833333333255,5.480077554195743,2,40.0,0.1,0.1,40,101
23,195.6259523809506,3.2161725502552043,5,40.0,0.1,0.1,40,101
24,456.77976190476073,4.143309020238316,2,40.0,0.1,0.1,40,101
25,455.46666666666556,5.350441310978167,2,40.0,0.1,0.1,40,101
28,451.25416666666536,0.8662058069535368,2,40.0,0.1,0.1,40,101
30,195.352380952379,1.9617913455427425,5,40.0,0.1,0.1,40,101
31,458.3630952380944,9.23447784478145,2,40.0,0.1,0.1,40,101
32,314.9714285714282,3.132159825115499,3,40.0,0.1,0.1,40,101
34,314.7317460317456,4.341572709321209,3,40.0,0.1,0.1,40,101
36,240.11726190476202,1.8910572204951521,4,40.0,0.1,0.1,40,101
38,241.307142857143,2.7942702009935227,4,40.0,0.1,0.1,40,101
39,242.21011904761903,3.024392754027163,4,40.0,0.1,0.1,40,101
40,240.310119047619,4.594509513340777,4,40.0,0.1,0.1,40,101
1,290.9253968253969,10.570728830694941,3,40.0,0.2,0.2,40,101
4,388.0249999999992,1.4024284493532093,2,40.0,0.2,0.2,40,101
5,402.85952380952256,7.424621202458709,2,40.0,0.2,0.2,40,101
6,156.79523809523775,4.212404962506804,6,40.0,0.2,0.2,40,101
8,289.6809523809527,14.12760782018957,3,40.0,0.2,0.2,40,101
9,288.4285714285718,10.599968981257645,3,40.0,0.2,0.2,40,101
11,288.8567460317463,9.090690190967099,3,40.0,0.2,0.2,40,101
12,408.0999999999991,12.445079348883091,2,40.0,0.2,0.2,40,101
14,227.7627976190475,3.8473558440493556,4,40.0,0.2,0.2,40,101
15,403.20833333333223,6.163614109342721,2,40.0,0.2,0.2,40,101
16,226.36289682539672,2.642193807072994,4,40.0,0.2,0.2,40,101
17,157.71812169312125,1.96869072641753,6,40.0,0.2,0.2,40,101
19,403.8499999999993,4.737615433949981,2,40.0,0.2,0.2,40,101
20,225.54067460317464,3.293592615983962,4,40.0,0.2,0.2,40,101
21,289.2164021164023,8.383053839071016,3,40.0,0.2,0.2,40,101
22,288.0555555555558,9.196435994243519,3,40.0,0.2,0.2,40,101
23,398.9416666666657,7.719249027952997,2,40.0,0.2,0.2,40,101
24,399.2333333333323,7.66032346285401,2,40.0,0.2,0.2,40,101
25,288.94206349206354,11.006260415306839,3,40.0,0.2,0.2,40,101
26,289.68809523809534,4.455576266202264,3,40.0,0.2,0.2,40,101
28,185.67896825396758,2.6718211238617737,5,40.0,0.2,0.2,40,101
29,226.53869047619034,6.88323748924405,4,40.0,0.2,0.2,40,101
30,399.949999999999,0.37712361663284405,2,40.0,0.2,0.2,40,101
31,226.07976190476194,2.233810065204171,4,40.0,0.2,0.2,40,101
34,290.15714285714296,12.724134093735556,3,40.0,0.2,0.2,40,101
37,402.1249999999993,21.719963295446686,2,40.0,0.2,0.2,40,101
38,226.08630952380935,7.405533154088012,4,40.0,0.2,0.2,40,101
39,184.6999206349199,2.1548708718683613,5,40.0,0.2,0.2,40,101
40,406.5999999999992,9.204173268444922,2,40.0,0.2,0.2,40,101
1,263.1325396825402,6.680182020096094,3,40.0,0.3,0.3,40,101
2,173.52079365079322,6.126558807406437,5,40.0,0.3,0.3,40,101
3,173.7038888888886,2.352388188676395,5,40.0,0.3,0.3,40,101
4,261.8563492063496,2.8066059639778107,3,40.0,0.3,0.3,40,101
5,259.7682539682545,10.659290161274747,3,40.0,0.3,0.3,40,101
6,262.3246031746036,6.232805978880413,3,40.0,0.3,0.3,40,101
7,343.1964285714279,13.689250566256668,2,40.0,0.3,0.3,40,101
8,208.23690476190475,4.689720348414726,4,40.0,0.3,0.3,40,101
9,338.5583333333327,5.480077554195783,2,40.0,0.3,0.3,40,101
10,343.71309523809487,7.796694056368826,2,40.0,0.3,0.3,40,101
11,264.51970899470956,4.548288794093886,3,40.0,0.3,0.3,40,101
12,258.48769841269905,7.180114077842042,3,40.0,0.3,0.3,40,101
13,346.5857142857136,8.933115668989924,2,40.0,0.3,0.3,40,101
14,347.7041666666663,4.236748130609363,2,40.0,0.3,0.3,40,101
16,346.1845238095232,0.388908729652569,2,40.0,0.3,0.3,40,101
17,342.19166666666604,7.05928269884559,2,40.0,0.3,0.3,40,101
18,259.6805555555561,8.563720851056082,3,40.0,0.3,0.3,40,101
19,208.2220238095238,4.831110648913069,4,40.0,0.3,0.3,40,101
21,340.47261904761876,4.7898066487516076,2,40.0,0.3,0.3,40,101
22,337.5928571428567,7.896025723249875,2,40.0,0.3,0.3,40,101
23,209.66309523809528,1.8910913196989985,4,40.0,0.3,0.3,40,101
24,206.22916666666623,3.542350607563974,4,40.0,0.3,0.3,40,101
26,263.4277777777783,7.162323606251235,3,40.0,0.3,0.3,40,101
27,260.4444444444448,5.005839182986744,3,40.0,0.3,0.3,40,101
29,259.99603174603243,5.980828490211515,3,40.0,0.3,0.3,40,101
30,257.31547619047683,5.771503712382121,3,40.0,0.3,0.3,40,101
32,348.0249999999994,3.311616758557,2,40.0,0.3,0.3,40,101
33,257.28134920634994,3.61197172720455,3,40.0,0.3,0.3,40,101
34,345.87499999999943,3.830161731427146,2,40.0,0.3,0.3,40,101
37,255.2714285714289,14.298756744711884,3,40.0,0.3,0.3,40,101
38,342.3976190476186,17.896535914316374,2,40.0,0.3,0.3,40,101
40,208.54821428571415,9.230948875336669,4,40.0,0.3,0.3,40,101
1,230.71640211640243,12.907271723694869,3,40.0,0.4,0.4,40,101
3,188.47896825396822,2.8443490010205807,4,40.0,0.4,0.4,40,101
5,190.74880952380934,6.74629282874804,4,40.0,0.4,0.4,40,101
9,285.5190476190477,12.751492287397184,2,40.0,0.4,0.4,40,101
10,140.97744708994725,2.049377512073034,6,40.0,0.4,0.4,40,101
11,189.15565476190477,6.1497163451076196,4,40.0,0.4,0.4,40,101
13,227.38809523809545,14.047345437206337,3,40.0,0.4,0.4,40,101
14,229.30634920634967,9.656033423796853,3,40.0,0.4,0.4,40,101
15,227.35582010582047,5.3482119020132215,3,40.0,0.4,0.4,40,101
16,288.3386904761908,6.82947299496009,2,40.0,0.4,0.4,40,101
17,233.9153439153443,2.209155793638821,3,40.0,0.4,0.4,40,101
18,225.67936507936537,7.001197088819412,3,40.0,0.4,0.4,40,101
19,163.534603174603,3.5396132213476985,5,40.0,0.4,0.4,40,101
22,281.04047619047645,13.263302909970372,2,40.0,0.4,0.4,40,101
24,189.6300595238097,7.3447870623144285,4,40.0,0.4,0.4,40,101
25,289.834523809524,9.652007563196277,2,40.0,0.4,0.4,40,101
28,293.46369047619066,6.713305452336428,2,40.0,0.4,0.4,40,101
29,285.37083333333345,26.852380015558918,2,40.0,0.4,0.4,40,101
30,283.42500000000007,8.355645131020953,2,40.0,0.4,0.4,40,101
33,227.6742063492067,7.784672852778879,3,40.0,0.4,0.4,40,101
34,160.21158730158714,5.312733850617549,5,40.0,0.4,0.4,40,101
35,159.55111111111103,6.411295658300308,5,40.0,0.4,0.4,40,101
36,285.3511904761906,2.880618339547938,2,40.0,0.4,0.4,40,101
37,190.8860119047618,4.776629750705063,4,40.0,0.4,0.4,40,101
39,122.15606575963751,3.151753671350863,7,40.0,0.4,0.4,40,101
40,223.32579365079405,3.6351040537351658,3,40.0,0.4,0.4,40,101
1,193.05674603174631,11.980960503568108,3,40.0,0.5,0.5,40,101
2,236.41071428571465,3.7830212793480054,2,40.0,0.5,0.5,40,101
3,162.3992063492063,7.178219454022513,4,40.0,0.5,0.5,40,101
5,164.90446428571428,7.365989914572243,4,40.0,0.5,0.5,40,101
6,189.1404761904763,2.134607134591223,3,40.0,0.5,0.5,40,101
7,163.5637896825396,5.8392366502530635,4,40.0,0.5,0.5,40,101
8,191.5484126984127,7.183967936571071,3,40.0,0.5,0.5,40,101
9,228.41964285714303,3.5346921121455828,2,40.0,0.5,0.5,40,101
10,170.76845238095234,6.682536772329033,4,40.0,0.5,0.5,40,101
11,191.92619047619056,3.6930490263616957,3,40.0,0.5,0.5,40,101
12,191.96031746031764,6.86935269328865,3,40.0,0.5,0.5,40,101
13,234.8261904761909,6.858935777509563,2,40.0,0.5,0.5,40,101
14,141.93246031746045,3.273234514197464,5,40.0,0.5,0.5,40,101
15,231.13650793650828,18.055915538012805,2,40.0,0.5,0.5,40,101
17,229.4654761904765,11.490485194281398,2,40.0,0.5,0.5,40,101
19,227.7416666666669,4.93122800498915,2,40.0,0.5,0.5,40,101
20,231.7750000000003,15.202795795510932,2,40.0,0.5,0.5,40,101
21,164.3092261904762,5.1879149767084725,4,40.0,0.5,0.5,40,101
24,192.39087301587313,9.820394558363521,3,40.0,0.5,0.5,40,101
25,230.54404761904792,4.3318708285546785,2,40.0,0.5,0.5,40,101
26,189.79920634920632,9.25898197241648,3,40.0,0.5,0.5,40,101
27,232.05595238095282,2.6280802034101236,2,40.0,0.5,0.5,40,101
28,197.93333333333345,7.994702309822268,3,40.0,0.5,0.5,40,101
29,191.90595238095247,1.0575315673175292,3,40.0,0.5,0.5,40,101
30,164.75218253968245,4.938177016486694,4,40.0,0.5,0.5,40,101
31,141.3183333333333,3.818642498782685,5,40.0,0.5,0.5,40,101
32,222.39682539682573,6.636702217708115,2,40.0,0.5,0.5,40,101
33,237.21071428571457,7.683893688893862,2,40.0,0.5,0.5,40,101
35,145.4579365079365,5.09750689671977,5,40.0,0.5,0.5,40,101
37,230.1309523809527,1.5253303422738491,2,40.0,0.5,0.5,40,101
39,235.72619047619077,6.712463658549433,2,40.0,0.5,0.5,40,101
40,234.61309523809553,11.63190655051876,2,40.0,0.5,0.5,40,101
2,121.05079365079374,5.5085623157814885,5,40.0,0.6,0.6,40,101
3,121.44238095238099,3.6347288713539445,5,40.0,0.6,0.6,40,101
4,100.19489795918378,3.233559673297236,7,40.0,0.6,0.6,40,101
5,135.70436507936506,3.0015721224353884,4,40.0,0.6,0.6,40,101
6,136.40932539682535,6.20444754032743,4,40.0,0.6,0.6,40,101
7,178.46904761904767,2.3469210785096495,2,40.0,0.6,0.6,40,101
9,154.51468253968252,3.1693153630151882,3,40.0,0.6,0.6,40,101
11,180.41825396825416,13.983878391751277,2,40.0,0.6,0.6,40,101
12,174.545634920635,3.917708285288269,2,40.0,0.6,0.6,40,101
13,159.15198412698408,6.16330142748324,3,40.0,0.6,0.6,40,101
14,155.41428571428574,9.663262874227105,3,40.0,0.6,0.6,40,101
16,152.23730158730154,2.4678862393862375,3,40.0,0.6,0.6,40,101
17,128.8744047619047,5.484303643239223,4,40.0,0.6,0.6,40,101
19,177.67103174603173,10.412427950900927,2,40.0,0.6,0.6,40,101
20,173.96607142857158,14.85345137385317,2,40.0,0.6,0.6,40,101
22,156.73558201058196,4.767198187712615,3,40.0,0.6,0.6,40,101
23,157.32791005291003,4.572507215622416,3,40.0,0.6,0.6,40,101
25,176.1912698412699,7.517779714900818,2,40.0,0.6,0.6,40,101
29,172.31309523809534,14.488954664027247,2,40.0,0.6,0.6,40,101
30,169.0857142857144,12.926585395119954,2,40.0,0.6,0.6,40,101
31,172.00238095238106,9.121677477306488,2,40.0,0.6,0.6,40,101
32,178.27757936507948,9.390770891258017,2,40.0,0.6,0.6,40,101
34,121.60787878787882,11.449921814667249,5,40.0,0.6,0.6,40,101
35,136.57242063492055,7.979150260948103,4,40.0,0.6,0.6,40,101
36,189.6589285714286,3.6575940050662425,2,40.0,0.6,0.6,40,101
37,139.94801587301578,4.778102906461086,4,40.0,0.6,0.6,40,101
39,134.4473214285714,9.26969254618475,4,40.0,0.6,0.6,40,101
40,120.82682539682546,5.136260333136445,5,40.0,0.6,0.6,40,101
1,112.99444444444438,4.753449785571063,3,40.0,0.7,0.7,40,101
2,117.9555555555555,2.70709949219079,3,40.0,0.7,0.7,40,101
5,109.39553571428566,7.369718896344121,4,40.0,0.7,0.7,40,101
7,122.33769841269839,4.996194318874859,3,40.0,0.7,0.7,40,101
8,105.15416666666667,7.505147546946416,4,40.0,0.7,0.7,40,101
10,121.36249999999995,5.957374631496641,2,40.0,0.7,0.7,40,101
11,136.65833333333325,4.638283767068872,2,40.0,0.7,0.7,40,101
13,105.02331349206354,4.796099550785585,4,40.0,0.7,0.7,40,101
14,117.09007936507929,9.516275095096944,3,40.0,0.7,0.7,40,101
15,115.23293650793649,10.103359991877586,3,40.0,0.7,0.7,40,101
17,124.2273809523809,1.685271161827933,2,40.0,0.7,0.7,40,101
18,120.68650793650785,6.00193779334081,3,40.0,0.7,0.7,40,101
20,115.21984126984123,6.073228296905516,3,40.0,0.7,0.7,40,101
21,108.74930555555552,13.653378317411136,4,40.0,0.7,0.7,40,101
22,113.81230158730153,3.929107647387826,3,40.0,0.7,0.7,40,101
23,114.00198412698411,3.5020779249095835,3,40.0,0.7,0.7,40,101
24,117.13575036075032,4.24271707142346,3,40.0,0.7,0.7,40,101
25,140.15793650793643,7.48747513856423,2,40.0,0.7,0.7,40,101
26,116.70555555555558,4.469110778743725,3,40.0,0.7,0.7,40,101
28,97.86150793650795,7.565196133548163,5,40.0,0.7,0.7,40,101
29,110.19553571428571,7.878050381467878,4,40.0,0.7,0.7,40,101
30,129.14702380952377,4.928702623627666,2,40.0,0.7,0.7,40,101
31,118.99682539682527,3.706332551541356,3,40.0,0.7,0.7,40,101
33,117.45925925925923,3.339906650182132,3,40.0,0.7,0.7,40,101
34,112.67896825396822,2.239348721649445,3,40.0,0.7,0.7,40,101
35,132.91488095238083,6.206545592486268,2,40.0,0.7,0.7,40,101
36,123.69722222222217,3.1494311555705403,2,40.0,0.7,0.7,40,101
37,126.26296296296293,12.572845766562763,3,40.0,0.7,0.7,40,101
38,88.46435185185189,5.505037612650433,6,40.0,0.7,0.7,40,101
40,108.522123015873,5.777031532268959,4,40.0,0.7,0.7,40,101
3,74.39513888888897,3.333560608512321,4,40.0,0.8,0.8,40,101
