value,m,s,n,n_arms,eps,f_eps,f_n_arms,n_users
16,304.9055555555555,6.775288705069086,3,100.0,0.3,0.3,100,101
18,414.26666666666597,10.606601717798133,2,100.0,0.3,0.3,100,101
23,415.3166666666659,0.23570226039550243,2,100.0,0.3,0.3,100,101
29,404.8666666666661,2.4748737341529568,2,100.0,0.3,0.3,100,101
30,409.55833333333305,16.44023266258715,2,100.0,0.3,0.3,100,101
33,409.4083333333326,11.84403858487463,2,100.0,0.3,0.3,100,101
34,299.50000000000017,0.2753785273642249,3,100.0,0.3,0.3,100,101
35,400.58333333333275,7.306770072260857,2,100.0,0.3,0.3,100,101
44,302.0333333333331,11.500084540751713,3,100.0,0.3,0.3,100,101
46,412.6499999999995,9.899494936611624,2,100.0,0.3,0.3,100,101
49,407.21666666666624,11.078006238589218,2,100.0,0.3,0.3,100,101
50,407.7833333333331,6.363961030678968,2,100.0,0.3,0.3,100,101
52,408.21785714285636,20.777154253864676,2,100.0,0.3,0.3,100,101
53,405.1083333333329,3.4766083408337916,2,100.0,0.3,0.3,100,101
65,403.9166666666663,7.896025723249875,2,100.0,0.3,0.3,100,101
66,411.80833333333294,9.369164850721715,2,100.0,0.3,0.3,100,101
67,420.5833333333328,0.9428090415820499,2,100.0,0.3,0.3,100,101
68,302.3166666666666,7.31336295952654,3,100.0,0.3,0.3,100,101
69,414.3416666666659,6.092903431223969,2,100.0,0.3,0.3,100,101
71,403.5999999999992,5.798275605729803,2,100.0,0.3,0.3,100,101
75,413.12499999999943,1.9445436482630458,2,100.0,0.3,0.3,100,101
79,411.39166666666574,22.332789172475074,2,100.0,0.3,0.3,100,101
81,301.88888888888897,6.334853618700969,3,100.0,0.3,0.3,100,101
83,237.83988095238158,6.548347831014228,4,100.0,0.3,0.3,100,101
100,402.6666666666662,13.293607486307062,2,100.0,0.3,0.3,100,101
2,358.95833333333314,24.241977481678745,2,100.0,0.4,0.4,100,101
3,368.7666666666664,8.57956227839657,2,100.0,0.4,0.4,100,101
15,368.2833333333328,8.48528137423857,2,100.0,0.4,0.4,100,101
16,364.28333333333313,7.990306627407955,2,100.0,0.4,0.4,100,101
19,276.33888888888936,3.4180214116312833,3,100.0,0.4,0.4,100,101
23,364.79166666666634,0.7896025723249834,2,100.0,0.4,0.4,100,101
25,360.58333333333303,2.82842712474615,2,100.0,0.4,0.4,100,101
29,280.4222222222226,9.231126892405923,3,100.0,0.4,0.4,100,101
35,276.7055555555559,14.31724225980396,3,100.0,0.4,0.4,100,101
37,359.73333333333295,14.637110370561405,2,100.0,0.4,0.4,100,101
39,281.9166666666669,9.561264444505957,3,100.0,0.4,0.4,100,101
41,280.3611111111115,7.710172453276062,3,100.0,0.4,0.4,100,101
44,372.0916666666662,10.665527282897118,2,100.0,0.4,0.4,100,101
49,369.5999999999996,17.206265008872602,2,100.0,0.4,0.4,100,101
52,277.1595238095243,18.19246638950644,3,100.0,0.4,0.4,100,101
58,224.35119047619082,9.19569645722032,4,100.0,0.4,0.4,100,101
61,278.23333333333375,4.411443452355637,3,100.0,0.4,0.4,100,101
62,364.1749999999997,3.0523442721218474,2,100.0,0.4,0.4,100,101
65,224.66369047619102,5.966532819727836,4,100.0,0.4,0.4,100,101
68,278.2000000000006,8.007513832506026,3,100.0,0.4,0.4,100,101
69,279.4277777777783,20.023308177480633,3,100.0,0.4,0.4,100,101
83,361.04999999999984,8.273149339882599,2,100.0,0.4,0.4,100,101
94,364.0749999999998,11.113361577648552,2,100.0,0.4,0.4,100,101
96,367.34166666666624,16.558083792784963,2,100.0,0.4,0.4,100,101
100,273.06666666666723,6.398849723018675,3,100.0,0.4,0.4,100,101
5,311.3166666666667,4.596194077712599,2,100.0,0.5,0.5,100,101
12,204.11071428571455,5.9268944845756195,4,100.0,0.5,0.5,100,101
13,302.2583333333333,16.53451356674519,2,100.0,0.5,0.5,100,101
15,324.43333333333317,3.5119636798929665,2,100.0,0.5,0.5,100,101
17,300.1833333333334,4.0069384267237425,2,100.0,0.5,0.5,100,101
18,313.99166666666673,2.085965004500267,2,100.0,0.5,0.5,100,101
25,304.27500000000003,1.2138666410368477,2,100.0,0.5,0.5,100,101
27,302.01666666666677,0.49497474683057524,2,100.0,0.5,0.5,100,101
28,245.85555555555598,16.360473483141988,3,100.0,0.5,0.5,100,101
29,319.7999999999998,4.124789556921473,2,100.0,0.5,0.5,100,101
43,321.2333333333331,4.360491817317016,2,100.0,0.5,0.5,100,101
44,319.32499999999993,10.7598081870552,2,100.0,0.5,0.5,100,101
46,298.35833333333346,5.008673033404618,2,100.0,0.5,0.5,100,101
48,309.45,7.566042558696011,2,100.0,0.5,0.5,100,101
49,246.90952380952422,1.3250786140200685,3,100.0,0.5,0.5,100,101
54,305.8083333333334,3.9244426355853066,2,100.0,0.5,0.5,100,101
56,309.11666666666656,13.19932658214878,2,100.0,0.5,0.5,100,101
58,312.80000000000007,6.811795325430242,2,100.0,0.5,0.5,100,101
61,246.47222222222263,7.202802952349219,3,100.0,0.5,0.5,100,101
65,246.8000000000005,12.209866229133462,3,100.0,0.5,0.5,100,101
66,247.9777777777783,13.01129139262132,3,100.0,0.5,0.5,100,101
68,206.7428571428576,2.54287311985942,4,100.0,0.5,0.5,100,101
70,311.0333333333334,6.246109900481197,2,100.0,0.5,0.5,100,101
71,315.94166666666666,6.7764399863710265,2,100.0,0.5,0.5,100,101
75,250.00000000000043,8.387540362545732,3,100.0,0.5,0.5,100,101
84,325.3499999999998,3.040559159102082,2,100.0,0.5,0.5,100,101
92,254.72777777777827,4.3131688960584915,3,100.0,0.5,0.5,100,101
96,239.1111111111116,15.993378259396898,3,100.0,0.5,0.5,100,101
1,214.12222222222243,3.5006480881455917,3,100.0,0.6,0.6,100,101
3,251.76666666666694,14.896382856996558,2,100.0,0.6,0.6,100,101
8,254.86666666666684,19.657568516985968,2,100.0,0.6,0.6,100,101
9,250.6666666666669,14.330697432047334,2,100.0,0.6,0.6,100,101
15,257.42619047619075,9.640222450176632,2,100.0,0.6,0.6,100,101
16,257.2333333333336,9.050966799187735,2,100.0,0.6,0.6,100,101
19,250.7630952380955,3.7055762509324177,2,100.0,0.6,0.6,100,101
28,248.09166666666704,6.281465239540513,2,100.0,0.6,0.6,100,101
30,243.64166666666694,12.586500705120555,2,100.0,0.6,0.6,100,101
32,266.8000000000002,9.522371319978701,2,100.0,0.6,0.6,100,101
33,253.2333333333336,8.744553860673683,2,100.0,0.6,0.6,100,101
36,260.25833333333355,5.715779814591126,2,100.0,0.6,0.6,100,101
37,267.4380952380955,20.405081399954618,2,100.0,0.6,0.6,100,101
40,248.83333333333366,1.9091883092037707,2,100.0,0.6,0.6,100,101
42,246.80833333333354,4.890821903206967,2,100.0,0.6,0.6,100,101
48,246.10000000000025,10.488750587600503,2,100.0,0.6,0.6,100,101
55,259.3000000000002,16.87628184431888,2,100.0,0.6,0.6,100,101
57,255.9583333333336,7.483546767557655,2,100.0,0.6,0.6,100,101
59,253.2833333333334,22.485995641732057,2,100.0,0.6,0.6,100,101
60,245.58333333333348,2.333452377915615,2,100.0,0.6,0.6,100,101
61,213.027777777778,13.509896920954432,3,100.0,0.6,0.6,100,101
64,250.766666666667,3.2526911934580744,2,100.0,0.6,0.6,100,101
65,219.266666666667,17.012405604277312,3,100.0,0.6,0.6,100,101
67,200.40555555555582,11.396933473202024,3,100.0,0.6,0.6,100,101
72,208.2500000000002,2.9399546481763243,3,100.0,0.6,0.6,100,101
75,160.88523809523807,10.87818168329133,5,100.0,0.6,0.6,100,101
77,257.2000000000003,12.940054095713828,2,100.0,0.6,0.6,100,101
78,253.00833333333355,2.038824552421267,2,100.0,0.6,0.6,100,101
81,215.93333333333365,3.4742305303156757,3,100.0,0.6,0.6,100,101
97,213.15555555555576,10.21083756132199,3,100.0,0.6,0.6,100,101
11,203.42500000000007,13.399673503485127,2,100.0,0.7,0.7,100,101
16,199.9083333333336,15.002448874174625,2,100.0,0.7,0.7,100,101
21,194.89166666666677,15.261721360609698,2,100.0,0.7,0.7,100,101
23,191.13333333333347,6.882506003549073,2,100.0,0.7,0.7,100,101
24,191.9000000000001,8.697413408594583,2,100.0,0.7,0.7,100,101
28,172.4666666666667,18.447003671177754,3,100.0,0.7,0.7,100,101
32,194.82500000000016,2.180245908658548,2,100.0,0.7,0.7,100,101
42,204.36666666666684,11.950104602052697,2,100.0,0.7,0.7,100,101
44,154.19722222222225,22.510375065660593,4,100.0,0.7,0.7,100,101
56,196.28333333333347,6.953216681667764,2,100.0,0.7,0.7,100,101
59,200.79285714285726,2.80485689870668,2,100.0,0.7,0.7,100,101
60,186.2333333333334,5.232590180780456,2,100.0,0.7,0.7,100,101
64,199.3166666666668,3.5355339059327777,2,100.0,0.7,0.7,100,101
68,190.54166666666674,4.772970773009216,2,100.0,0.7,0.7,100,101
70,182.21666666666675,16.074894158974292,2,100.0,0.7,0.7,100,101
73,159.5611111111111,12.729278732003555,3,100.0,0.7,0.7,100,101
75,180.77777777777777,13.422931594573273,3,100.0,0.7,0.7,100,101
76,201.63333333333347,5.539003119294609,2,100.0,0.7,0.7,100,101
79,192.3416666666668,7.01214224676659,2,100.0,0.7,0.7,100,101
82,190.21666666666675,13.364318164425752,2,100.0,0.7,0.7,100,101
84,196.21666666666678,4.831896338108142,2,100.0,0.7,0.7,100,101
86,196.7166666666667,10.25304832720496,2,100.0,0.7,0.7,100,101
87,158.71666666666664,21.460368296173588,4,100.0,0.7,0.7,100,101
90,177.88333333333338,12.468649574922763,2,100.0,0.7,0.7,100,101
93,172.95634920634927,3.807478865822024,3,100.0,0.7,0.7,100,101
99,163.67857142857147,2.4831449958258682,3,100.0,0.7,0.7,100,101
100,184.0250000000001,14.201061188829916,2,100.0,0.7,0.7,100,101
5,122.11984126984119,9.250355552807878,3,100.0,0.8,0.8,100,101
6,135.04999999999995,4.030508652763373,2,100.0,0.8,0.8,100,101
11,120.47222222222216,15.022782081940823,3,100.0,0.8,0.8,100,101
15,126.34444444444438,7.745990599682561,3,100.0,0.8,0.8,100,101
19,131.8083333333333,2.2980970388563198,2,100.0,0.8,0.8,100,101
20,138.75833333333324,2.722361107568224,2,100.0,0.8,0.8,100,101
21,132.36666666666662,8.46171114819902,2,100.0,0.8,0.8,100,101
23,110.40416666666663,11.051521807391898,4,100.0,0.8,0.8,100,101
25,120.44761904761894,3.945614546513621,3,100.0,0.8,0.8,100,101
29,127.03333333333325,8.956685895029645,2,100.0,0.8,0.8,100,101
34,137.8416666666666,6.800010212410597,2,100.0,0.8,0.8,100,101
46,129.02499999999995,7.200704055083042,2,100.0,0.8,0.8,100,101
51,126.63333333333328,8.535269962533937,3,100.0,0.8,0.8,100,101
59,133.33333333333331,15.98061325481599,2,100.0,0.8,0.8,100,101
63,121.39444444444437,8.944214972901833,3,100.0,0.8,0.8,100,101
64,113.62916666666658,5.7385695565668025,4,100.0,0.8,0.8,100,101
67,122.7249999999999,2.389226397346598,3,100.0,0.8,0.8,100,101
70,131.66666666666663,5.986837414046084,2,100.0,0.8,0.8,100,101
74,135.85833333333332,1.5438498055906316,2,100.0,0.8,0.8,100,101
77,140.49166666666665,3.8773021835062464,2,100.0,0.8,0.8,100,101
78,137.94166666666663,15.261721360609707,2,100.0,0.8,0.8,100,101
80,134.43333333333328,0.2592724864350728,2,100.0,0.8,0.8,100,101
87,118.7555555555555,8.267982646149955,3,100.0,0.8,0.8,100,101
88,152.71666666666664,8.933115668990025,2,100.0,0.8,0.8,100,101
96,133.04166666666663,7.412836089438994,2,100.0,0.8,0.8,100,101
5,69.12222222222223,12.699478700295499,3,100.0,0.9,0.9,100,101
11,70.50833333333334,7.530687219636715,2,100.0,0.9,0.9,100,101
16,72.06666666666668,7.188918942063227,2,100.0,0.9,0.9,100,101
18,75.63809523809525,2.7408805708849764,2,100.0,0.9,0.9,100,101
24,64.71666666666668,5.019047054305555,3,100.0,0.9,0.9,100,101
27,69.55833333333334,1.685271161827933,2,100.0,0.9,0.9,100,101
28,73.31666666666666,4.9968879203849434,2,100.0,0.9,0.9,100,101
32,63.89761904761905,9.55304204140742,3,100.0,0.9,0.9,100,101
34,67.70000000000002,4.077649104842413,2,100.0,0.9,0.9,100,101
38,77.13333333333335,5.3268710849386665,2,100.0,0.9,0.9,100,101
41,77.15833333333333,10.123412083987393,2,100.0,0.9,0.9,100,101
43,74.48750000000001,2.157990105699352,4,100.0,0.9,0.9,100,101
45,74.7388888888889,3.4707641382991907,3,100.0,0.9,0.9,100,101
48,72.05000000000001,1.7913371790059391,2,100.0,0.9,0.9,100,101
50,70.96111111111112,1.779246355228134,3,100.0,0.9,0.9,100,101
57,64.38333333333335,10.394469683442246,2,100.0,0.9,0.9,100,101
58,70.49166666666667,2.651650429449543,2,100.0,0.9,0.9,100,101
64,64.96111111111112,6.888422923309097,3,100.0,0.9,0.9,100,101
65,82.60476190476189,4.461507071772265,2,100.0,0.9,0.9,100,101
66,69.70833333333333,0.6481812160876619,2,100.0,0.9,0.9,100,101
69,67.75555555555557,4.73715612452748,3,100.0,0.9,0.9,100,101
72,78.28333333333333,7.353910524340078,2,100.0,0.9,0.9,100,101
76,66.43333333333335,1.1549410759380223,2,100.0,0.9,0.9,100,101
77,71.97500000000002,4.584408964692794,2,100.0,0.9,0.9,100,101
78,74.25000000000001,1.296362432175364,2,100.0,0.9,0.9,100,101
81,66.27222222222224,2.9046100012323905,3,100.0,0.9,0.9,100,101
88,76.06666666666666,6.599663291074441,2,100.0,0.9,0.9,100,101
99,71.66666666666669,3.3469720976163155,2,100.0,0.9,0.9,100,101
3,498.24999999999966,4.242640687119285,2,200.0,0.1,0.1,200,101
26,496.99999999999983,2.357022603955185,2,200.0,0.1,0.1,200,101
49,495.66666666666634,6.835365551470013,2,200.0,0.1,0.1,200,101
69,496.99999999999966,4.242640687119285,2,200.0,0.1,0.1,200,101
73,493.7499999999997,13.19932658214886,2,200.0,0.1,0.1,200,101
74,337.833333333332,6.300352723811652,3,200.0,0.1,0.1,200,101
83,499.83333333333314,1.0606601717798212,2,200.0,0.1,0.1,200,101
97,497.0999999999999,9.758073580374324,2,200.0,0.1,0.1,200,101
110,338.66666666666515,11.248147995707127,3,200.0,0.1,0.1,200,101
122,501.5416666666665,18.679404136344566,2,200.0,0.1,0.1,200,101
124,492.83333333333303,8.838834764831844,2,200.0,0.1,0.1,200,101
129,498.4166666666665,3.2998316455372354,2,200.0,0.1,0.1,200,101
134,498.5833333333331,2.946278254943921,2,200.0,0.1,0.1,200,101
138,494.9166666666663,7.188918942063246,2,200.0,0.1,0.1,200,101
141,499.6249999999997,5.833630944789017,2,200.0,0.1,0.1,200,101
144,496.9999999999997,5.303300858899107,2,200.0,0.1,0.1,200,101
172,497.5416666666663,13.258252147247726,2,200.0,0.1,0.1,200,101
183,492.58333333333303,10.606601717798133,2,200.0,0.1,0.1,200,101
193,338.38888888888755,5.244927002280988,3,200.0,0.1,0.1,200,101
4,465.49999999999966,9.781643806413893,2,200.0,0.2,0.2,200,101
6,475.91666666666623,2.1213203435596424,2,200.0,0.2,0.2,200,101
23,468.3333333333329,10.606601717798172,2,200.0,0.2,0.2,200,101
27,330.0833333333325,2.962731472438575,3,200.0,0.2,0.2,200,101
44,468.49999999999955,1.414213562373055,2,200.0,0.2,0.2,200,101
56,470.33333333333303,9.42809041582054,2,200.0,0.2,0.2,200,101
58,468.4166666666666,5.303300858899107,2,200.0,0.2,0.2,200,101
73,471.4166666666662,1.8856180831641804,2,200.0,0.2,0.2,200,101
81,472.0833333333331,15.909902576697238,2,200.0,0.2,0.2,200,101
85,474.58333333333275,19.79898987322333,2,200.0,0.2,0.2,200,101
103,462.8083333333328,8.921330555970199,2,200.0,0.2,0.2,200,101
109,464.4166666666662,6.363961030678888,2,200.0,0.2,0.2,200,101
114,468.49999999999955,6.481812160876699,2,200.0,0.2,0.2,200,101
130,478.49999999999966,6.363961030678928,2,200.0,0.2,0.2,200,101
132,474.8333333333329,5.656854249492381,2,200.0,0.2,0.2,200,101
145,474.083333333333,12.610070931160044,2,200.0,0.2,0.2,200,101
158,472.41666666666634,7.188918942063206,2,200.0,0.2,0.2,200,101
176,465.2499999999996,0.4714045207910853,2,200.0,0.2,0.2,200,101
187,471.86666666666633,4.478342947514788,2,200.0,0.2,0.2,200,101
4,427.4166666666664,2.5927248643506475,2,200.0,0.3,0.3,200,101
14,442.37499999999966,15.261721360609556,2,200.0,0.3,0.3,200,101
17,434.9166666666663,7.188918942063166,2,200.0,0.3,0.3,200,101
45,439.0833333333329,6.59966329107443,2,200.0,0.3,0.3,200,101
53,444.1999999999997,11.195857368786989,2,200.0,0.3,0.3,200,101
62,431.1666666666663,1.1785113019775524,2,200.0,0.3,0.3,200,101
92,443.233333333333,0.5892556509887762,2,200.0,0.3,0.3,200,101
114,435.62499999999966,23.275598214057123,2,200.0,0.3,0.3,200,101
115,317.69444444444406,8.247193686564074,3,200.0,0.3,0.3,200,101
126,317.38333333333287,9.219921064978946,3,200.0,0.3,0.3,200,101
131,439.7916666666663,8.662058069535126,2,200.0,0.3,0.3,200,101
139,451.6249999999999,10.429825022501577,2,200.0,0.3,0.3,200,101
160,322.2111111111108,12.569897168028453,3,200.0,0.3,0.3,200,101
171,439.99999999999966,1.4142135623730148,2,200.0,0.3,0.3,200,101
189,428.24999999999966,7.54247233265652,2,200.0,0.3,0.3,200,101
192,432.83333333333314,0.23570226039550243,2,200.0,0.3,0.3,200,101
193,320.0666666666664,4.284986710727327,3,200.0,0.3,0.3,200,101
198,433.08333333333303,3.8890872965260517,2,200.0,0.3,0.3,200,101
11,406.8333333333331,0.47140452079100487,2,200.0,0.4,0.4,200,101
19,394.5416666666663,13.61180553784096,2,200.0,0.4,0.4,200,101
40,391.90833333333296,2.6516504294495933,2,200.0,0.4,0.4,200,101
56,392.45833333333303,14.55461457942313,2,200.0,0.4,0.4,200,101
65,395.62499999999966,2.0623947784606966,2,200.0,0.4,0.4,200,101
77,397.08333333333303,15.08494466531296,2,200.0,0.4,0.4,200,101
98,236.59583333333396,12.210813172485096,4,200.0,0.4,0.4,200,101
132,383.5416666666666,20.447171089310974,2,200.0,0.4,0.4,200,101
142,393.03333333333285,5.185449728701335,2,200.0,0.4,0.4,200,101
143,392.6666666666664,10.842303978193756,2,200.0,0.4,0.4,200,101
146,399.9999999999998,26.870057685088767,2,200.0,0.4,0.4,200,101
158,396.4166666666664,4.478342947514788,2,200.0,0.4,0.4,200,101
168,384.90833333333296,23.15774708385923,2,200.0,0.4,0.4,200,101
172,379.08333333333326,26.870057685088806,2,200.0,0.4,0.4,200,101
176,392.9166666666664,8.838834764831924,2,200.0,0.4,0.4,200,101
182,388.0499999999999,19.70470896906513,2,200.0,0.4,0.4,200,101
10,340.2833333333332,7.188918942063206,2,200.0,0.5,0.5,200,101
46,336.5416666666665,16.204530402191647,2,200.0,0.5,0.5,200,101
50,355.7083333333332,6.658588856173296,2,200.0,0.5,0.5,200,101
52,362.3249999999997,10.783378413094809,2,200.0,0.5,0.5,200,101
66,349.20833333333314,29.403856984340507,2,200.0,0.5,0.5,200,101
93,347.70833333333326,5.3622264239979724,2,200.0,0.5,0.5,200,101
115,348.2749999999995,5.597928684393434,2,200.0,0.5,0.5,200,101
133,346.9916666666667,22.686342563068465,2,200.0,0.5,0.5,200,101
149,353.20833333333314,5.126524163602429,2,200.0,0.5,0.5,200,101
165,351.23333333333323,7.188918942063246,2,200.0,0.5,0.5,200,101
181,335.20833333333326,0.294627825494368,2,200.0,0.5,0.5,200,101
184,350.45833333333326,7.954951288348619,2,200.0,0.5,0.5,200,101
193,346.39999999999986,1.5320646925707861,2,200.0,0.5,0.5,200,101
196,349.0666666666665,21.56675682618942,2,200.0,0.5,0.5,200,101
199,344.57499999999993,7.1299933769642205,2,200.0,0.5,0.5,200,101
12,297.0416666666667,6.776439986371107,2,200.0,0.6,0.6,200,101
28,281.0833333333334,4.360491817317016,2,200.0,0.6,0.6,200,101
34,286.40833333333336,10.076271631908302,2,200.0,0.6,0.6,200,101
38,290.4583333333333,5.362226423997932,2,200.0,0.6,0.6,200,101
39,297.5333333333334,4.478342947514747,2,200.0,0.6,0.6,200,101
75,292.94999999999993,19.327585352432205,2,200.0,0.6,0.6,200,101
86,287.25,12.963624321753358,2,200.0,0.6,0.6,200,101
90,292.4,2.2391714737573336,2,200.0,0.6,0.6,200,101
115,242.6666666666669,5.929750791090978,3,200.0,0.6,0.6,200,101
122,277.7416666666667,13.72965666803873,2,200.0,0.6,0.6,200,101
129,241.15000000000023,9.957451146419697,3,200.0,0.6,0.6,200,101
135,287.95000000000005,2.239171473757414,2,200.0,0.6,0.6,200,101
136,280.08333333333326,0.5892556509887762,2,200.0,0.6,0.6,200,101
141,299.6666666666667,48.90821903206935,2,200.0,0.6,0.6,200,101
165,298.0916666666667,20.18789860287598,2,200.0,0.6,0.6,200,101
179,285.1166666666668,3.0641293851416123,2,200.0,0.6,0.6,200,101
186,299.75833333333344,18.537982780107342,2,200.0,0.6,0.6,200,101
5,238.7083333333334,0.2946278254944082,2,200.0,0.7,0.7,200,101
7,222.55833333333348,1.4495689014323903,2,200.0,0.7,0.7,200,101
9,231.62500000000006,4.183715122020439,2,200.0,0.7,0.7,200,101
18,216.90833333333342,20.21146882891551,2,200.0,0.7,0.7,200,101
60,233.87500000000009,1.2374368670764582,2,200.0,0.7,0.7,200,101
76,219.62500000000006,2.415948169054051,2,200.0,0.7,0.7,200,101
80,227.5000000000001,3.4176827757349866,2,200.0,0.7,0.7,200,101
96,226.05833333333342,9.7462884673546,2,200.0,0.7,0.7,200,101
97,223.86666666666667,5.539003119294649,2,200.0,0.7,0.7,200,101
107,224.2416666666668,19.38651091753121,2,200.0,0.7,0.7,200,101
120,234.5750000000001,1.1195857368786868,2,200.0,0.7,0.7,200,101
122,234.6250000000001,7.01214224676657,2,200.0,0.7,0.7,200,101
138,231.5000000000001,3.299831645537215,2,200.0,0.7,0.7,200,101
141,235.88333333333355,18.243354954612954,2,200.0,0.7,0.7,200,101
142,196.40000000000018,10.112217582926373,3,200.0,0.7,0.7,200,101
161,225.7083333333334,3.948012861624877,2,200.0,0.7,0.7,200,101
168,237.1250000000001,1.7088413878675233,2,200.0,0.7,0.7,200,101
175,234.05000000000013,2.569154638311077,2,200.0,0.7,0.7,200,101
185,232.10833333333346,18.443701875949163,2,200.0,0.7,0.7,200,101
187,195.18333333333345,5.88673178521934,3,200.0,0.7,0.7,200,101
193,217.70833333333343,0.7660323462853931,2,200.0,0.7,0.7,200,101
1,140.78888888888883,8.34534689601425,3,200.0,0.8,0.8,200,101
7,154.51666666666662,6.665770773136463,3,200.0,0.8,0.8,200,101
13,143.22777777777776,14.275399715490899,3,200.0,0.8,0.8,200,101
36,157.33333333333337,6.128258770283465,2,200.0,0.8,0.8,200,101
45,163.49999999999997,18.384776310850278,2,200.0,0.8,0.8,200,101
52,147.0111111111111,9.015300779682745,3,200.0,0.8,0.8,200,101
58,157.12500000000006,8.662058069535227,2,200.0,0.8,0.8,200,101
68,157.75833333333333,10.995510447450801,2,200.0,0.8,0.8,200,101
76,156.625,7.012142246766629,2,200.0,0.8,0.8,200,101
88,164.74166666666667,9.251313720524005,2,200.0,0.8,0.8,200,101
92,157.625,10.547676152699328,2,200.0,0.8,0.8,200,101
98,168.475,3.924442635585387,2,200.0,0.8,0.8,200,101
100,158.66666666666669,5.067598598503584,2,200.0,0.8,0.8,200,101
106,153.25,4.949747468305853,2,200.0,0.8,0.8,200,101
124,159.41666666666669,10.606601717798233,2,200.0,0.8,0.8,200,101
130,166.95000000000002,10.064486518888536,2,200.0,0.8,0.8,200,101
137,144.54166666666666,2.6516504294495933,2,200.0,0.8,0.8,200,101
147,159.1583333333333,12.079740845270194,2,200.0,0.8,0.8,200,101
151,147.93333333333334,1.31951169419263,3,200.0,0.8,0.8,200,101
154,158.79166666666669,14.554614579423111,2,200.0,0.8,0.8,200,101
181,146.47222222222223,9.765419905253752,3,200.0,0.8,0.8,200,101
185,143.01111111111106,9.376038214117594,3,200.0,0.8,0.8,200,101
198,164.65833333333336,9.251313720524005,2,200.0,0.8,0.8,200,101
4,80.375,0.17677669529662685,2,200.0,0.9,0.9,200,101
13,85.86666666666666,5.656854249492381,2,200.0,0.9,0.9,200,101
17,80.41666666666669,1.7677669529663789,2,200.0,0.9,0.9,200,101
19,90.68333333333334,0.32998316455371346,2,200.0,0.9,0.9,200,101
25,83.87777777777778,4.672506266963675,3,200.0,0.9,0.9,200,101
35,85.66666666666666,5.185449728701335,2,200.0,0.9,0.9,200,101
60,89.5,10.606601717798203,2,200.0,0.9,0.9,200,101
75,85.6,18.361206084810675,2,200.0,0.9,0.9,200,101
76,87.33333333333331,2.0034692133618712,2,200.0,0.9,0.9,200,101
103,85.125,1.4731391274719807,2,200.0,0.9,0.9,200,101
120,95.49999999999997,5.067598598503594,2,200.0,0.9,0.9,200,101
127,85.74999999999999,16.078151151312266,3,200.0,0.9,0.9,200,101
137,76.04166666666666,5.715779814591256,2,200.0,0.9,0.9,200,101
155,89.83333333333333,6.128258770283405,2,200.0,0.9,0.9,200,101
165,89.91666666666666,5.539003119294609,2,200.0,0.9,0.9,200,101
179,94.5,1.1785113019775826,2,200.0,0.9,0.9,200,101
180,76.77777777777779,1.5508360946897604,3,200.0,0.9,0.9,200,101
182,81.79166666666666,4.655119642811455,2,200.0,0.9,0.9,200,101
193,88.84999999999998,12.751492287397406,2,200.0,0.9,0.9,200,101
