n_arms,eps,rewards,avg_rewards
5.0,0.1,504.8499999999991,100.96999999999981
5.0,0.1,358.2499999999997,71.64999999999995
5.0,0.1,359.29999999999967,71.85999999999993
5.0,0.1,507.24999999999926,101.44999999999985
5.0,0.1,358.48333333333284,71.69666666666656
5.0,0.1,497.34999999999906,99.46999999999981
5.0,0.1,500.0999999999989,100.01999999999978
5.0,0.1,502.48333333333255,100.49666666666651
5.0,0.1,494.4333333333325,98.8866666666665
5.0,0.1,502.08333333333246,100.4166666666665
5.0,0.1,503.4166666666654,100.68333333333307
5.0,0.2,290.0880952380944,58.01761904761888
5.0,0.2,287.48809523809456,57.49761904761892
5.0,0.2,292.5714285714278,58.51428571428556
5.0,0.2,499.24047619047514,99.84809523809503
5.0,0.2,290.34523809523733,58.06904761904747
5.0,0.2,508.66428571428423,101.73285714285684
5.0,0.2,500.345238095237,100.0690476190474
5.0,0.2,497.435714285713,99.4871428571426
5.0,0.2,280.65476190476113,56.13095238095222
5.0,0.2,492.41190476190366,98.48238095238074
5.0,0.2,500.7547619047609,100.15095238095219
5.0,0.3,402.7261904761909,80.54523809523818
5.0,0.3,478.65476190476113,95.73095238095223
5.0,0.3,389.68333333333413,77.93666666666684
5.0,0.3,587.8119047619042,117.56238095238083
5.0,0.3,452.4357142857138,90.48714285714276
5.0,0.3,633.7047619047612,126.74095238095225
5.0,0.3,348.34285714285755,69.66857142857151
5.0,0.3,347.6952380952384,69.53904761904768
5.0,0.3,394.53095238095267,78.90619047619053
5.0,0.3,342.49761904761954,68.49952380952391
5.0,0.3,354.91666666666697,70.9833333333334
5.0,0.4,457.8523809523805,91.5704761904761
5.0,0.4,412.49523809523885,82.49904761904777
5.0,0.4,452.2047619047618,90.44095238095237
5.0,0.4,404.0952380952387,80.81904761904775
5.0,0.4,542.1785714285708,108.43571428571416
5.0,0.4,410.9714285714291,82.19428571428583
5.0,0.4,411.4095238095245,82.2819047619049
5.0,0.4,405.6619047619053,81.13238095238106
5.0,0.4,404.00476190476235,80.80095238095247
5.0,0.4,452.38333333333355,90.4766666666667
5.0,0.4,454.74285714285736,90.94857142857147
5.0,0.5,408.61904761904776,81.72380952380955
5.0,0.5,393.83452380952406,78.76690476190481
5.0,0.5,409.37023809523816,81.87404761904763
5.0,0.5,452.91071428571485,90.58214285714297
5.0,0.5,399.16309523809537,79.83261904761908
5.0,0.5,409.3940476190478,81.878809523809565
5.0,0.5,481.1369047619053,96.22738095238107
5.0,0.5,463.27857142857204,92.65571428571441
5.0,0.5,401.8797619047619,80.37595238095238
5.0,0.5,407.8607142857145,81.5721428571429
5.0,0.5,410.5523809523809,82.11047619047618
5.0,0.6,448.6190476190479,89.72380952380956
5.0,0.6,441.36309523809547,88.27261904761909
5.0,0.6,435.5702380952384,87.11404761904768
5.0,0.6,431.7726190476194,86.35452380952388
5.0,0.6,405.8369047619049,81.16738095238098
5.0,0.6,415.8940476190477,83.17880952380953
5.0,0.6,427.2130952380955,85.4426190476191
5.0,0.6,404.64523809523826,80.92904761904765
5.0,0.6,416.69642857142867,83.33928571428574
5.0,0.6,438.9345238095242,87.78690476190484
5.0,0.6,432.4547619047622,86.49095238095245
5.0,0.7,423.46785714285716,84.69357142857143
5.0,0.7,443.4527777777778,88.69055555555556
