value,m,s,n,n_arms,eps,f_eps,f_n_arms,scaled_1,f_scaled_1,n_users,f_n_users
3,258.4583333333336,19.622213177926614,2,10.0,0.6,0.6,10,16.666666666666668,16.6666666666667,11.0,11
4,239.25833333333364,3.688740375189844,2,10.0,0.6,0.6,10,16.666666666666668,16.6666666666667,11.0,11
8,252.2083333333336,3.429467888754792,2,10.0,0.6,0.6,10,16.666666666666668,16.6666666666667,11.0,11
2,191.70000000000022,2.734146220587969,2,10.0,0.7,0.7,10,14.285714285714286,14.2857142857143,11.0,11
3,176.67777777777783,4.633403276850204,3,10.0,0.7,0.7,10,14.285714285714286,14.2857142857143,11.0,11
8,205.97500000000014,18.679404136344623,2,10.0,0.7,0.7,10,14.285714285714286,14.2857142857143,11.0,11
2,126.19999999999996,11.667261889578024,2,10.0,0.8,0.8,10,12.5,12.5,11.0,11
6,130.6416666666666,5.032243259444279,2,10.0,0.8,0.8,10,12.5,12.5,11.0,11
7,127.3888888888888,5.606700686909625,3,10.0,0.8,0.8,10,12.5,12.5,11.0,11
7,73.55000000000001,2.451303508113356,2,10.0,0.9,0.9,10,11.11111111111111,11.1111111111111,11.0,11
8,76.79166666666666,0.05892556509887561,2,10.0,0.9,0.9,10,11.11111111111111,11.1111111111111,11.0,11
11,335.97777777777645,4.1677776296690565,3,20.0,0.1,0.1,20,200.0,200,11.0,11
14,494.41666666666634,1.0606601717798212,2,20.0,0.1,0.1,20,200.0,200,11.0,11
16,477.24999999999955,9.899494936611706,2,20.0,0.2,0.2,20,100.0,100,11.0,11
8,441.8333333333331,13.788582233137596,2,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,11.0,11
18,428.1999999999998,0.7071067811865476,2,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,11.0,11
20,437.7916666666663,19.26865978733342,2,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,11.0,11
9,387.9166666666664,5.892556509887883,2,20.0,0.4,0.4,20,50.0,50,11.0,11
14,394.0333333333331,1.4142135623730951,2,20.0,0.4,0.4,20,50.0,50,11.0,11
16,402.4166666666662,4.949747468305833,2,20.0,0.4,0.4,20,50.0,50,11.0,11
11,349.08333333333314,2.4748737341529163,2,20.0,0.5,0.5,20,40.0,40,11.0,11
20,275.7166666666671,11.109905490146891,3,20.0,0.5,0.5,20,40.0,40,11.0,11
2,286.625,6.069333205184599,2,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,11.0,11
15,284.66666666666674,6.59966329107439,2,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,11.0,11
7,234.87500000000006,9.251313720524024,2,20.0,0.7,0.7,20,28.571428571428573,28.5714285714286,11.0,11
9,228.58333333333348,7.424621202458729,2,20.0,0.7,0.7,20,28.571428571428573,28.5714285714286,11.0,11
7,173.62499999999997,10.90122954329262,2,20.0,0.8,0.8,20,25.0,25,11.0,11
8,151.75,2.1213203435596424,2,20.0,0.8,0.8,20,25.0,25,11.0,11
14,151.99166666666667,16.864496731299177,2,20.0,0.8,0.8,20,25.0,25,11.0,11
15,84.14444444444443,9.8651791296083,3,20.0,0.9,0.9,20,22.22222222222222,22.2222222222222,11.0,11
18,85.08333333333334,16.145604837092833,2,20.0,0.9,0.9,20,22.22222222222222,22.2222222222222,11.0,11
8,496.6666666666664,1.7677669529663689,2,30.0,0.1,0.1,30,300.0,300,11.0,11
8,481.24999999999966,18.14907405045465,2,30.0,0.2,0.2,30,150.0,150,11.0,11
19,448.2833333333331,9.192388155425078,2,30.0,0.3,0.3,30,100.0,100,11.0,11
28,443.2499999999998,0.353553390593314,2,30.0,0.3,0.3,30,100.0,100,11.0,11
8,406.45833333333326,24.10055612544148,2,30.0,0.4,0.4,30,75.0,75,11.0,11
22,409.49999999999983,13.670731102939866,2,30.0,0.4,0.4,30,75.0,75,11.0,11
24,403.1666666666665,24.041630560342615,2,30.0,0.4,0.4,30,75.0,75,11.0,11
8,358.49999999999994,2.946278254944002,2,30.0,0.5,0.5,30,60.0,60,11.0,11
10,298.83333333333337,10.135197197007168,2,30.0,0.6,0.6,30,50.0,50,11.0,11
11,307.25,8.249579113843067,2,30.0,0.6,0.6,30,50.0,50,11.0,11
7,246.20833333333343,3.1230549502405784,2,30.0,0.7,0.7,30,42.85714285714286,42.8571428571429,11.0,11
29,240.91666666666674,0.23570226039552256,2,30.0,0.7,0.7,30,42.85714285714286,42.8571428571429,11.0,11
4,155.0,0.7071067811865275,2,30.0,0.8,0.8,30,37.5,37.5,11.0,11
28,152.20833333333331,13.729656668038793,2,30.0,0.8,0.8,30,37.5,37.5,11.0,11
27,101.95833333333333,10.311973892303804,2,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,11.0,11
12,478.83333333333303,0.9428090415820499,2,40.0,0.2,0.2,40,200.0,200,11.0,11
35,327.8055555555553,8.127599299323803,3,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,11.0,11
31,312.41666666666663,13.08147545195117,2,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,11.0,11
18,175.5,7.778174593052043,2,40.0,0.8,0.8,40,50.0,50,11.0,11
35,500.4166666666665,9.310239285622849,2,50.0,0.1,0.1,50,500.0,500,11.0,11
21,454.08333333333314,13.435028842544403,2,50.0,0.3,0.3,50,166.66666666666669,166.666666666667,11.0,11
50,452.83333333333326,22.391714737574016,2,50.0,0.3,0.3,50,166.66666666666669,166.666666666667,11.0,11
10,307.91666666666663,10.724452847995984,2,50.0,0.6,0.6,50,83.33333333333334,83.3333333333333,11.0,11
29,300.41666666666674,6.246109900481157,2,50.0,0.6,0.6,50,83.33333333333334,83.3333333333333,11.0,11
41,251.33333333333337,2.5927248643506675,2,50.0,0.7,0.7,50,71.42857142857143,71.4285714285714,11.0,11
24,503.33333333333326,9.899494936611665,2,100.0,0.1,0.1,100,1e3,1000,11.0,11
72,506.66666666666663,1.4142135623730951,2,100.0,0.1,0.1,100,1e3,1000,11.0,11
20,366.41666666666674,0.11785113019777133,2,100.0,0.5,0.5,100,200.0,200,11.0,11
12,496.83333333333326,27.577164466275313,2,200.0,0.2,0.2,200,1e3,1000,11.0,11
7,279.4166666666667,23.68807716974934,2,200.0,0.7,0.7,200,285.7142857142857,285.714285714286,11.0,11
