value,m,s,n,n_arms,eps,f_eps,f_n_arms
11,208.55039682539683,5.688790138408306,3,30.0,0.4,0.4,30
13,194.9778138528139,10.798892598281004,3,30.0,0.4,0.4,30
14,209.86891534391543,6.837298516491103,3,30.0,0.4,0.4,30
15,170.04265873015868,6.319121593507307,4,30.0,0.4,0.4,30
16,174.20863095238076,5.784125980220655,4,30.0,0.4,0.4,30
17,205.4375661375661,5.484559057895644,3,30.0,0.4,0.4,30
18,171.2815476190475,6.3123542742783885,4,30.0,0.4,0.4,30
19,145.4922222222223,5.011481703983556,5,30.0,0.4,0.4,30
20,201.05119047619064,9.653329630712138,3,30.0,0.4,0.4,30
22,251.8767857142861,16.64142137771049,2,30.0,0.4,0.4,30
23,205.4338624338623,9.398190904288613,3,30.0,0.4,0.4,30
24,113.63175118532301,3.307209811782203,7,30.0,0.4,0.4,30
25,200.8297619047619,12.571557482654347,3,30.0,0.4,0.4,30
26,171.57797619047605,3.5067859819912335,4,30.0,0.4,0.4,30
27,170.87668650793643,2.804123201692865,4,30.0,0.4,0.4,30
28,146.81202020202034,7.461577487732805,5,30.0,0.4,0.4,30
30,201.66481481481503,11.257738305637254,3,30.0,0.4,0.4,30
1,191.16765873015885,2.5228559800191115,2,30.0,0.5,0.5,30
2,114.93379629629659,5.25546459663864,6,30.0,0.5,0.5,30
3,144.92857142857147,11.948523205405841,4,30.0,0.5,0.5,30
4,207.36924603174626,10.132110619787747,2,30.0,0.5,0.5,30
5,129.85613997114012,5.763358155990314,5,30.0,0.5,0.5,30
6,114.22707431457455,3.3116816865091607,6,30.0,0.5,0.5,30
8,145.90436507936502,5.439123197860166,4,30.0,0.5,0.5,30
9,166.42420634920637,0.7733231071925665,3,30.0,0.5,0.5,30
10,197.1210317460318,1.6785368115309156,2,30.0,0.5,0.5,30
11,128.76261904761918,4.628496405713401,5,30.0,0.5,0.5,30
12,145.37152777777786,7.674625316464001,4,30.0,0.5,0.5,30
13,196.77876984127008,3.821463195626841,2,30.0,0.5,0.5,30
14,142.25178571428566,4.810283791257135,4,30.0,0.5,0.5,30
15,167.78253968253964,3.3848113317174455,3,30.0,0.5,0.5,30
16,114.24751683501702,4.957223102389211,6,30.0,0.5,0.5,30
17,129.61650793650804,3.9927369990253583,5,30.0,0.5,0.5,30
18,126.944285714286,3.9532922170149813,5,30.0,0.5,0.5,30
19,165.8370370370369,2.962254311632651,3,30.0,0.5,0.5,30
20,169.47698412698404,9.151803994045425,3,30.0,0.5,0.5,30
22,144.94791666666652,2.3921649646648526,4,30.0,0.5,0.5,30
24,143.42867063492054,2.627225215823003,4,30.0,0.5,0.5,30
25,197.44523809523838,0.5471659616323834,2,30.0,0.5,0.5,30
26,126.10367965367978,3.911481283304627,5,30.0,0.5,0.5,30
27,167.65158730158726,13.243841321739142,3,30.0,0.5,0.5,30
28,143.91230158730156,2.3820258382617148,4,30.0,0.5,0.5,30
30,197.34464285714284,2.2989388326434543,2,30.0,0.5,0.5,30
1,135.6104497354496,3.399658372427297,3,30.0,0.6,0.6,30
2,105.4409706959708,2.617674763443779,5,30.0,0.6,0.6,30
3,106.92968253968269,4.816752005602093,5,30.0,0.6,0.6,30
4,106.91904761904775,7.148934291982678,5,30.0,0.6,0.6,30
5,145.35396825396825,5.279730632859496,2,30.0,0.6,0.6,30
6,98.21239177489196,2.8922399296208163,6,30.0,0.6,0.6,30
7,117.95926226551235,5.157517891496273,4,30.0,0.6,0.6,30
8,115.92271825396833,4.2592493596659375,4,30.0,0.6,0.6,30
9,127.5015873015873,7.652931753125057,3,30.0,0.6,0.6,30
11,116.47331349206357,3.4351184669622667,4,30.0,0.6,0.6,30
12,108.21090909090924,6.109275914917019,5,30.0,0.6,0.6,30
13,118.18492965367979,5.3882152052814805,4,30.0,0.6,0.6,30
14,96.08313492063502,4.947073199579788,6,30.0,0.6,0.6,30
15,134.14100529100534,10.186104744443998,3,30.0,0.6,0.6,30
16,144.8970238095239,1.9066629278422662,2,30.0,0.6,0.6,30
17,146.60678210678205,5.104637525137209,2,30.0,0.6,0.6,30
18,148.7882936507936,11.078286836518336,2,30.0,0.6,0.6,30
20,130.6755651755652,11.40666757292677,3,30.0,0.6,0.6,30
21,151.93412698412703,11.227284336839729,2,30.0,0.6,0.6,30
22,106.96552669552682,3.774483389753627,5,30.0,0.6,0.6,30
23,154.26428571428568,4.964899756474156,2,30.0,0.6,0.6,30
24,143.85634920634908,10.461251990554317,2,30.0,0.6,0.6,30
25,104.27563492063501,4.6984940536178295,5,30.0,0.6,0.6,30
26,82.8427985209237,2.6155408340729998,8,30.0,0.6,0.6,30
27,148.79642857142858,1.4714555398977514,2,30.0,0.6,0.6,30
30,117.66329365079375,1.3397408985445554,4,30.0,0.6,0.6,30
1,90.45784632034633,4.0506723096889905,4,30.0,0.7,0.7,30
2,98.77328042328048,1.7186103104476296,3,30.0,0.7,0.7,30
4,98.91468253968256,5.398779393579542,3,30.0,0.7,0.7,30
5,90.84685245310256,4.934330818207881,4,30.0,0.7,0.7,30
7,96.7677248677249,1.8167003130111437,3,30.0,0.7,0.7,30
8,87.1687860750362,5.289977916541761,4,30.0,0.7,0.7,30
9,89.79325396825408,4.519062265927767,4,30.0,0.7,0.7,30
11,96.99801587301593,7.135227417614906,3,30.0,0.7,0.7,30
12,82.1998412698414,5.9863997765418615,5,30.0,0.7,0.7,30
13,104.44960317460324,8.428039396713974,2,30.0,0.7,0.7,30
14,87.38363095238107,8.53943235269489,4,30.0,0.7,0.7,30
15,96.71973304473308,3.0340139641230817,3,30.0,0.7,0.7,30
16,89.56519660894668,2.1030371588550483,4,30.0,0.7,0.7,30
17,109.53317099567101,8.189811754957027,2,30.0,0.7,0.7,30
18,97.09682539682542,2.5586308273681273,3,30.0,0.7,0.7,30
19,73.5615543186973,6.333632449221932,7,30.0,0.7,0.7,30
20,87.81014610389619,1.8619637943314675,4,30.0,0.7,0.7,30
21,106.49503968253973,7.444543655420772,2,30.0,0.7,0.7,30
22,68.26869519369534,2.8950031134267227,8,30.0,0.7,0.7,30
23,84.15492063492076,3.85373693851599,5,30.0,0.7,0.7,30
24,85.23920634920648,5.9419661956370105,5,30.0,0.7,0.7,30
25,112.27599206349205,15.19353606385234,2,30.0,0.7,0.7,30
27,91.54831349206361,2.859455695555093,4,30.0,0.7,0.7,30
28,87.84494047619056,3.993315680508037,4,30.0,0.7,0.7,30
29,95.54894179894191,4.155507057337992,3,30.0,0.7,0.7,30
30,102.53154761904761,5.149813791712881,2,30.0,0.7,0.7,30
1,62.24470899470909,1.5126456509339212,3,30.0,0.8,0.8,30
2,63.89537037037046,7.1947911530696755,3,30.0,0.8,0.8,30
3,58.92515873015879,2.3453943962633907,5,30.0,0.8,0.8,30
4,61.462400793650886,5.201508068855754,4,30.0,0.8,0.8,30
5,55.113780663780716,5.253617849450985,6,30.0,0.8,0.8,30
6,55.06990740740747,2.4374494512097087,6,30.0,0.8,0.8,30
7,61.60476190476198,2.707867655761394,3,30.0,0.8,0.8,30
8,59.51329365079372,2.735899251670921,4,30.0,0.8,0.8,30
10,59.91112012987019,7.02917505461185,4,30.0,0.8,0.8,30
11,58.0037157287158,2.9235717150300538,3,30.0,0.8,0.8,30
12,62.22751322751331,3.579701096688245,3,30.0,0.8,0.8,30
13,61.13783068783074,2.6437508717331033,3,30.0,0.8,0.8,30
14,65.11785714285722,3.9137677767461367,4,30.0,0.8,0.8,30
15,63.00899470899476,3.7280482321717643,3,30.0,0.8,0.8,30
16,56.13531746031753,1.360132193060087,4,30.0,0.8,0.8,30
17,53.60867604617609,4.208319727513552,6,30.0,0.8,0.8,30
18,67.69484126984136,3.785827258638397,2,30.0,0.8,0.8,30
19,55.39182539682544,2.814800521853776,5,30.0,0.8,0.8,30
20,71.38234126984136,5.899571458113968,2,30.0,0.8,0.8,30
21,62.317081529581614,6.549742368607565,2,30.0,0.8,0.8,30
22,62.851605339105426,4.2807764965663795,2,30.0,0.8,0.8,30
23,64.74550264550274,1.6549636516910355,3,30.0,0.8,0.8,30
24,62.36987734487742,4.452941208887467,3,30.0,0.8,0.8,30
25,70.42301587301593,2.5691546383111175,2,30.0,0.8,0.8,30
26,58.60041847041857,3.2970811472583925,5,30.0,0.8,0.8,30
27,63.822249278499385,4.842185254406971,4,30.0,0.8,0.8,30
29,56.620259740259804,3.2553106217951417,5,30.0,0.8,0.8,30
30,77.18115079365083,1.0542064194118324,2,30.0,0.8,0.8,30
1,31.609391534391523,0.5990058443752466,3,30.0,0.9,0.9,30
2,29.98015873015872,3.371325568536101,5,30.0,0.9,0.9,30
3,32.59126984126982,0.904086527374226,2,30.0,0.9,0.9,30
4,31.10848965848964,1.6228829545726442,3,30.0,0.9,0.9,30
5,30.825079365079347,2.7606919174938165,5,30.0,0.9,0.9,30
6,30.815079365079352,1.4181835172276456,3,30.0,0.9,0.9,30
7,30.521371882086154,3.4911929337286915,7,30.0,0.9,0.9,30
8,28.81289682539681,2.9746186457772166,2,30.0,0.9,0.9,30
10,32.24940476190474,1.611469077572847,4,30.0,0.9,0.9,30
11,31.173989898989888,3.2840279431149653,7,30.0,0.9,0.9,30
12,30.56785714285713,7.542472332656508,2,30.0,0.9,0.9,30
13,28.85547438672437,2.2095777760096365,4,30.0,0.9,0.9,30
14,31.442081529581515,1.1711902469198439,2,30.0,0.9,0.9,30
15,33.451785714285705,5.224452840838245,2,30.0,0.9,0.9,30
19,29.151904761904746,2.056351511335262,5,30.0,0.9,0.9,30
20,32.86428571428571,6.152916735479327,3,30.0,0.9,0.9,30
21,28.64689153439152,2.886943510531062,6,30.0,0.9,0.9,30
22,30.543730158730142,2.5582350545308143,5,30.0,0.9,0.9,30
24,31.601984126984114,4.748647053742568,4,30.0,0.9,0.9,30
26,27.982341269841253,1.8589597975003682,6,30.0,0.9,0.9,30
27,30.965079365079358,5.14204939889342,6,30.0,0.9,0.9,30
28,31.77480158730157,0.7409248755452934,4,30.0,0.9,0.9,30
29,30.776058201058184,2.6323175829445016,3,30.0,0.9,0.9,30
30,31.554861111111094,2.998987195975515,4,30.0,0.9,0.9,30
1,239.71488095238092,2.9879503379779706,4,40.0,0.1,0.1,40
2,314.980952380952,1.832168770508861,3,40.0,0.1,0.1,40
3,311.6873015873013,3.346487932367398,3,40.0,0.1,0.1,40
4,454.4666666666657,10.512320813639972,2,40.0,0.1,0.1,40
5,450.2180555555544,2.2254221752343413,2,40.0,0.1,0.1,40
7,313.3920634920634,3.6895270156749125,3,40.0,0.1,0.1,40
8,316.5730158730155,2.939062059547451,3,40.0,0.1,0.1,40
9,316.2976190476186,6.114147101974039,3,40.0,0.1,0.1,40
11,238.70119047619036,1.8260207698303705,4,40.0,0.1,0.1,40
12,315.2198412698409,1.4776209147304828,3,40.0,0.1,0.1,40
13,314.57222222222174,3.9991781563120923,3,40.0,0.1,0.1,40
14,450.6499999999989,3.700525488209529,2,40.0,0.1,0.1,40
16,454.05476190476094,11.53257488363769,2,40.0,0.1,0.1,40
17,238.68333333333345,1.6348915469750298,4,40.0,0.1,0.1,40
18,451.82499999999914,4.914392129246497,2,40.0,0.1,0.1,40
19,238.5863095238096,1.8740181354601253,4,40.0,0.1,0.1,40
20,454.96666666666584,4.73761543394982,2,40.0,0.1,0.1,40
22,456.82499999999874,6.305035465580103,2,40.0,0.1,0.1,40
23,460.0583333333321,4.537268512613653,2,40.0,0.1,0.1,40
24,238.44523809523793,4.474773078526875,4,40.0,0.1,0.1,40
26,311.6222222222217,5.756212424978531,3,40.0,0.1,0.1,40
27,314.819841269841,3.3912572111843997,3,40.0,0.1,0.1,40
28,457.49999999999886,0.44783429475139436,2,40.0,0.1,0.1,40
29,163.20555555555498,2.3912746484760166,6,40.0,0.1,0.1,40
30,194.1795238095223,2.4720401344442746,5,40.0,0.1,0.1,40
32,314.11111111111074,5.579534362623952,3,40.0,0.1,0.1,40
34,457.6333333333322,7.188918942063246,2,40.0,0.1,0.1,40
36,451.55833333333203,0.8838834764831844,2,40.0,0.1,0.1,40
37,240.53571428571428,4.19642705167149,4,40.0,0.1,0.1,40
38,311.96666666666647,4.50317789023586,3,40.0,0.1,0.1,40
39,455.9249999999988,3.453038114794342,2,40.0,0.1,0.1,40
40,315.0888888888884,6.477446627708491,3,40.0,0.1,0.1,40
1,226.0878968253969,4.11278971139162,4,40.0,0.2,0.2,40
2,397.9749999999993,4.18371512202046,2,40.0,0.2,0.2,40
3,184.46809523809443,3.457951827166199,5,40.0,0.2,0.2,40
4,288.49444444444475,7.606801293968544,3,40.0,0.2,0.2,40
5,224.17738095238087,2.9652462267382123,4,40.0,0.2,0.2,40
6,396.92499999999893,7.106423150924731,2,40.0,0.2,0.2,40
7,183.12222222222135,2.6030326707096942,5,40.0,0.2,0.2,40
9,183.4914285714278,3.83167688257062,5,40.0,0.2,0.2,40
10,289.1500000000002,12.841025833025663,3,40.0,0.2,0.2,40
11,402.66666666666566,0.35355339059319335,2,40.0,0.2,0.2,40
12,225.29851190476188,5.139189368092108,4,40.0,0.2,0.2,40
14,404.84999999999866,10.347329231362979,2,40.0,0.2,0.2,40
15,290.4976190476191,5.287265430916079,3,40.0,0.2,0.2,40
16,284.50238095238126,11.026798165277732,3,40.0,0.2,0.2,40
17,225.26011904761913,6.189931714456138,4,40.0,0.2,0.2,40
18,406.69761904761805,6.0979541939466975,2,40.0,0.2,0.2,40
19,225.4190476190478,6.359205420114115,4,40.0,0.2,0.2,40
21,286.1055555555557,7.289744191010256,3,40.0,0.2,0.2,40
22,402.7333333333322,4.266210913158855,2,40.0,0.2,0.2,40
23,284.8357142857144,9.419365394995571,3,40.0,0.2,0.2,40
24,289.26428571428585,7.094678389556888,3,40.0,0.2,0.2,40
25,286.7825396825398,5.319574265894719,3,40.0,0.2,0.2,40
26,226.5797619047617,2.809525827279339,4,40.0,0.2,0.2,40
27,397.51666666666534,8.980256121069026,2,40.0,0.2,0.2,40
28,393.3416666666657,10.92479976933195,2,40.0,0.2,0.2,40
29,224.01726190476174,5.195548480900225,4,40.0,0.2,0.2,40
30,225.67976190476193,6.311467355647626,4,40.0,0.2,0.2,40
32,403.7916666666658,7.436406315478594,2,40.0,0.2,0.2,40
33,404.908333333332,1.520279579551061,2,40.0,0.2,0.2,40
34,399.2916666666658,8.779909199732938,2,40.0,0.2,0.2,40
37,226.32261904761907,3.5720368529610114,4,40.0,0.2,0.2,40
38,394.54999999999916,15.414927829866704,2,40.0,0.2,0.2,40
2,344.3583333333328,2.1331054565793672,2,40.0,0.3,0.3,40
3,259.23492063492125,4.635241821334821,3,40.0,0.3,0.3,40
4,173.88134920634883,4.2011968856634585,5,40.0,0.3,0.3,40
5,257.16746031746106,5.066264603930248,3,40.0,0.3,0.3,40
6,334.9190476190472,6.434671708797598,2,40.0,0.3,0.3,40
7,205.47738095238097,9.582879807862776,4,40.0,0.3,0.3,40
8,208.12976190476186,4.269704591545799,4,40.0,0.3,0.3,40
9,147.83022486772467,3.933179207498363,6,40.0,0.3,0.3,40
10,328.81369047619023,2.4689811776429935,2,40.0,0.3,0.3,40
11,171.0278571428568,5.293970426263238,5,40.0,0.3,0.3,40
12,258.6813492063495,9.342054457209976,3,40.0,0.3,0.3,40
13,345.6130952380946,6.8639865402320295,2,40.0,0.3,0.3,40
15,261.0170634920639,6.570776940316234,3,40.0,0.3,0.3,40
16,262.45555555555615,5.828768054832575,3,40.0,0.3,0.3,40
17,255.6801587301593,5.464032224296275,3,40.0,0.3,0.3,40
18,345.8630952380945,3.163461052022581,2,40.0,0.3,0.3,40
19,259.1880952380959,9.489394665156857,3,40.0,0.3,0.3,40
20,260.67063492063556,11.007539503718322,3,40.0,0.3,0.3,40
21,260.2253968253974,6.275942229596603,3,40.0,0.3,0.3,40
24,348.7333333333329,5.939696961966943,2,40.0,0.3,0.3,40
27,355.266666666666,2.2391714737573736,2,40.0,0.3,0.3,40
28,207.54464285714252,9.964726029034123,4,40.0,0.3,0.3,40
29,257.43809523809597,2.7505297366505834,3,40.0,0.3,0.3,40
31,339.83095238095166,6.922912105331257,2,40.0,0.3,0.3,40
32,204.927489177489,8.369002525364277,4,40.0,0.3,0.3,40
34,257.79960317460376,5.693669323939573,3,40.0,0.3,0.3,40
35,337.15119047619015,18.137288937434604,2,40.0,0.3,0.3,40
36,257.33201058201126,5.030969929965058,3,40.0,0.3,0.3,40
37,339.21666666666624,8.108157757605525,2,40.0,0.3,0.3,40
38,349.58452380952326,34.00005106205275,2,40.0,0.3,0.3,40
39,258.2849206349213,0.08947862757177003,3,40.0,0.3,0.3,40
40,346.1190476190475,33.493291202202485,2,40.0,0.3,0.3,40
1,137.9415343915345,4.6403481327169684,6,40.0,0.4,0.4,40
2,231.15674603174656,7.444071258456776,3,40.0,0.4,0.4,40
3,156.45436507936498,2.665020883506125,5,40.0,0.4,0.4,40
5,294.67261904761915,9.493750331216361,2,40.0,0.4,0.4,40
6,226.7702380952387,11.158953829409606,3,40.0,0.4,0.4,40
7,286.4464285714287,7.066017049142627,2,40.0,0.4,0.4,40
8,190.20992063492065,6.0762281060685694,4,40.0,0.4,0.4,40
9,224.06917989418034,7.258384266059202,3,40.0,0.4,0.4,40
11,227.36309523809553,8.917784197882423,3,40.0,0.4,0.4,40
12,291.39166666666677,3.33518698459641,2,40.0,0.4,0.4,40
13,226.78769841269892,8.764244101961184,3,40.0,0.4,0.4,40
14,186.61934523809518,9.253751275822827,4,40.0,0.4,0.4,40
15,184.7460497835498,6.832049200497948,4,40.0,0.4,0.4,40
17,288.967261904762,3.8293199376399913,2,40.0,0.4,0.4,40
18,284.2595238095239,2.3570226039551048,2,40.0,0.4,0.4,40
19,287.87738095238115,0.13973776866291152,2,40.0,0.4,0.4,40
20,186.21428571428558,8.968235250717964,4,40.0,0.4,0.4,40
24,136.21626984126985,3.04764615356654,6,40.0,0.4,0.4,40
25,187.57410714285697,7.629313481672202,4,40.0,0.4,0.4,40
27,225.48293650793693,1.7030494580423434,3,40.0,0.4,0.4,40
29,183.93482142857135,11.063542052632995,4,40.0,0.4,0.4,40
31,289.0666666666665,7.954951288348458,2,40.0,0.4,0.4,40
32,158.81087301587291,2.9920832095893903,5,40.0,0.4,0.4,40
33,224.03253968254,9.142336398033907,3,40.0,0.4,0.4,40
34,187.30257936507937,5.936344628409101,4,40.0,0.4,0.4,40
35,284.7726190476193,6.981837670429841,2,40.0,0.4,0.4,40
36,284.00833333333344,5.692209588551554,2,40.0,0.4,0.4,40
38,228.12976190476218,3.441051195976829,3,40.0,0.4,0.4,40
1,141.40690476190474,5.744751585285812,5,40.0,0.5,0.5,40
2,232.15238095238152,7.872455497210365,2,40.0,0.5,0.5,40
3,224.9880952380955,4.6079791907323235,2,40.0,0.5,0.5,40
4,165.1791666666666,6.579392926492466,4,40.0,0.5,0.5,40
7,141.84404761904756,2.7661491145699375,5,40.0,0.5,0.5,40
8,161.27113095238101,6.005085113260062,4,40.0,0.5,0.5,40
9,124.93597883597904,3.8066913301461685,6,40.0,0.5,0.5,40
10,162.67916666666667,2.9523806945866973,4,40.0,0.5,0.5,40
11,229.771428571429,0.6128258770283265,2,40.0,0.5,0.5,40
13,186.7718253968255,5.3836015041003185,3,40.0,0.5,0.5,40
14,235.16785714285743,0.7138411314835246,2,40.0,0.5,0.5,40
16,193.74444444444464,1.0244580817681375,3,40.0,0.5,0.5,40
17,191.31865079365093,10.108571701496388,3,40.0,0.5,0.5,40
20,228.79761904761935,6.629967867411038,2,40.0,0.5,0.5,40
25,227.75535714285752,13.511632077173017,2,40.0,0.5,0.5,40
26,123.83558201058221,5.9415151495029175,6,40.0,0.5,0.5,40
27,226.23690476190507,2.6752206554891034,2,40.0,0.5,0.5,40
28,195.0484126984128,9.41792345575412,3,40.0,0.5,0.5,40
29,111.11128633271515,3.033185645390914,7,40.0,0.5,0.5,40
30,194.7539682539684,10.102353269025265,3,40.0,0.5,0.5,40
31,225.3130952380955,9.40620377735538,2,40.0,0.5,0.5,40
32,232.18809523809563,7.919595949289384,2,40.0,0.5,0.5,40
33,190.43134920634938,5.496534330352761,3,40.0,0.5,0.5,40
34,196.1936507936509,5.111328805873697,3,40.0,0.5,0.5,40
35,226.54404761904772,0.978164380641325,2,40.0,0.5,0.5,40
36,191.0939153439155,0.6369057920840698,3,40.0,0.5,0.5,40
38,158.2940476190477,4.81003140492885,4,40.0,0.5,0.5,40
39,187.19880952380962,0.8037468944231221,3,40.0,0.5,0.5,40
1,135.66388888888886,4.426312527193892,4,40.0,0.6,0.6,40
2,155.51812169312157,3.8614295031234933,3,40.0,0.6,0.6,40
3,156.54801587301583,3.080582826637928,3,40.0,0.6,0.6,40
4,177.05000000000015,8.22095812508077,2,40.0,0.6,0.6,40
7,153.9257936507936,10.03444580000443,3,40.0,0.6,0.6,40
8,162.02916666666664,6.65943064996041,2,40.0,0.6,0.6,40
9,133.4438852813853,8.17032222433319,4,40.0,0.6,0.6,40
10,122.1749494949496,6.732809219409907,5,40.0,0.6,0.6,40
11,172.03412698412706,17.53063621484572,2,40.0,0.6,0.6,40
12,177.80238095238096,1.1078006238590423,2,40.0,0.6,0.6,40
13,153.9174603174603,12.231679421955318,3,40.0,0.6,0.6,40
16,177.3936507936508,7.621039752788482,2,40.0,0.6,0.6,40
17,155.52619047619046,2.7332092361630393,3,40.0,0.6,0.6,40
18,177.5162698412699,9.909035266199085,2,40.0,0.6,0.6,40
19,148.3071428571428,12.751670725537007,3,40.0,0.6,0.6,40
20,173.48095238095243,0.8434773747011012,2,40.0,0.6,0.6,40
21,150.59973544973542,5.682231377052231,3,40.0,0.6,0.6,40
23,152.62420634920636,1.0202661087817353,3,40.0,0.6,0.6,40
24,136.638988095238,7.362040375285917,4,40.0,0.6,0.6,40
25,109.91554232804242,3.135649638129724,6,40.0,0.6,0.6,40
27,151.83280423280422,5.467982610317998,3,40.0,0.6,0.6,40
28,147.9949735449735,4.642042737101344,3,40.0,0.6,0.6,40
29,147.12658730158728,5.32861735231355,3,40.0,0.6,0.6,40
30,172.31904761904764,7.592979959884099,2,40.0,0.6,0.6,40
32,151.2289682539682,12.6374515579015,3,40.0,0.6,0.6,40
34,179.5160714285716,3.684531406254191,2,40.0,0.6,0.6,40
35,131.95029761904763,6.8081994060466595,4,40.0,0.6,0.6,40
36,136.13412698412696,7.624317325809513,4,40.0,0.6,0.6,40
37,149.0630952380952,3.2994287624875263,3,40.0,0.6,0.6,40
38,173.29047619047623,9.630120924731056,2,40.0,0.6,0.6,40
39,187.95297619047636,0.7668741400725277,2,40.0,0.6,0.6,40
40,156.9210317460317,5.191111572804138,3,40.0,0.6,0.6,40
1,130.03095238095227,13.761644831949667,2,40.0,0.7,0.7,40
2,113.64814814814807,3.0212871549884217,3,40.0,0.7,0.7,40
3,115.86150793650793,6.391279216158226,3,40.0,0.7,0.7,40
4,124.94960317460311,2.7852150436736145,2,40.0,0.7,0.7,40
5,103.88472222222221,6.389073500405512,4,40.0,0.7,0.7,40
6,95.81785714285719,2.221035450535857,5,40.0,0.7,0.7,40
7,106.12113095238095,9.264145196388379,4,40.0,0.7,0.7,40
8,107.27708333333337,8.6452801976496,4,40.0,0.7,0.7,40
9,114.09748677248673,1.900595821519785,3,40.0,0.7,0.7,40
10,115.8365079365079,6.311136062356847,3,40.0,0.7,0.7,40
11,126.0714285714285,3.065812972715962,2,40.0,0.7,0.7,40
14,139.21269841269836,7.72037141966931,2,40.0,0.7,0.7,40
17,93.15066738816742,5.704962276138614,6,40.0,0.7,0.7,40
18,109.9175595238095,8.023064681952853,4,40.0,0.7,0.7,40
19,126.84940476190474,3.457247083729945,2,40.0,0.7,0.7,40
20,116.62103174603168,3.135924517786556,3,40.0,0.7,0.7,40
21,127.879365079365,2.890158669135498,2,40.0,0.7,0.7,40
22,125.93035714285702,3.6491760671948956,2,40.0,0.7,0.7,40
23,123.59940476190471,4.541477481549276,2,40.0,0.7,0.7,40
24,135.33511904761895,4.425309938925804,2,40.0,0.7,0.7,40
26,89.39219576719582,4.638208992408638,6,40.0,0.7,0.7,40
27,127.86249999999993,2.709734200761254,2,40.0,0.7,0.7,40
28,118.26388888888884,8.598607070701092,3,40.0,0.7,0.7,40
29,116.82857142857135,0.7330984858957629,3,40.0,0.7,0.7,40
31,108.10982142857142,7.878506692340075,4,40.0,0.7,0.7,40
32,107.14365079365078,6.902586677678528,4,40.0,0.7,0.7,40
33,128.45535714285703,6.959109238177546,2,40.0,0.7,0.7,40
34,96.89793650793652,5.072814619197702,5,40.0,0.7,0.7,40
35,127.57698412698404,2.1173919725530475,2,40.0,0.7,0.7,40
38,132.19880952380944,7.690628039190809,2,40.0,0.7,0.7,40
39,134.67619047619038,1.784602828708942,2,40.0,0.7,0.7,40
40,126.86111111111106,19.405030380847993,2,40.0,0.7,0.7,40
1,81.05892857142855,8.609025060946184,2,40.0,0.8,0.8,40
2,81.36547619047624,3.924442635585337,2,40.0,0.8,0.8,40
3,86.17261904761901,4.919442891969295,2,40.0,0.8,0.8,40
4,67.8321428571429,5.231498619527886,5,40.0,0.8,0.8,40
5,78.28809523809528,8.732768747653859,2,40.0,0.8,0.8,40
7,72.65105820105823,7.0648159577649645,3,40.0,0.8,0.8,40
8,70.23214285714292,3.8966430731116417,5,40.0,0.8,0.8,40
9,83.2585497835498,5.3080455147901935,2,40.0,0.8,0.8,40
10,73.00982142857147,3.6136548743734886,4,40.0,0.8,0.8,40
13,74.89672619047623,4.014596075176833,4,40.0,0.8,0.8,40
15,71.80337301587306,1.082266212316074,2,40.0,0.8,0.8,40
16,75.43624338624343,3.426912773334433,3,40.0,0.8,0.8,40
17,73.25942460317462,6.663255688986866,4,40.0,0.8,0.8,40
18,77.56369047619049,0.7096321625479013,2,40.0,0.8,0.8,40
19,77.86653439153444,3.8007059267033787,3,40.0,0.8,0.8,40
20,79.33571428571432,4.554104388356196,2,40.0,0.8,0.8,40
21,79.67169312169315,3.9648114499041953,3,40.0,0.8,0.8,40
22,75.40238095238101,11.184072255767203,2,40.0,0.8,0.8,40
23,74.79391534391539,5.551921009708502,3,40.0,0.8,0.8,40
24,86.7355158730159,0.6636141021849838,2,40.0,0.8,0.8,40
26,77.8949735449736,2.4270985241101686,3,40.0,0.8,0.8,40
27,62.30464852607718,5.4568153611084735,7,40.0,0.8,0.8,40
28,75.67539682539686,3.795956681986676,3,40.0,0.8,0.8,40
29,79.56091269841272,3.9898219530521613,2,40.0,0.8,0.8,40
30,75.02500000000006,2.866192018923763,3,40.0,0.8,0.8,40
31,86.50357142857142,2.2273863607376088,2,40.0,0.8,0.8,40
34,90.09166666666664,1.9243405973719339,2,40.0,0.8,0.8,40
35,81.50277777777778,8.580115499903558,3,40.0,0.8,0.8,40
36,83.06904761904762,2.3452374909353195,2,40.0,0.8,0.8,40
37,70.56523809523817,3.6050419803583673,5,40.0,0.8,0.8,40
38,76.41878306878313,4.883594463861721,3,40.0,0.8,0.8,40
40,81.21309523809526,0.5050762722761413,2,40.0,0.8,0.8,40
1,35.07321428571428,3.729988270759042,2,40.0,0.9,0.9,40
2,38.08849206349206,5.858793361784049,3,40.0,0.9,0.9,40
3,38.35267857142858,5.5020280487832,4,40.0,0.9,0.9,40
4,36.55013227513228,9.650741977962321,3,40.0,0.9,0.9,40
5,39.846957671957675,1.7634735049909505,3,40.0,0.9,0.9,40
6,40.375297619047615,6.63984844578151,4,40.0,0.9,0.9,40
7,39.18902116402116,5.293703405971953,3,40.0,0.9,0.9,40
8,37.28492063492063,3.6506282528096063,3,40.0,0.9,0.9,40
10,38.11785714285715,3.726052789179892,3,40.0,0.9,0.9,40
12,40.92380952380953,7.364588330733724,3,40.0,0.9,0.9,40
13,36.78988095238095,1.1793530957647174,2,40.0,0.9,0.9,40
14,39.9925925925926,2.2946098853419765,3,40.0,0.9,0.9,40
