value,m,s,n,n_arms,eps,f_eps,f_n_arms,scaled_1,f_scaled_1,n_users,f_n_users
5,2.4461543955192373,0.07160390447995486,220,5.0,0.5,0.5,5,10.0,10,1001.0,1001
1,2.025363847160456,0.07773466038291366,206,5.0,0.6,0.6,5,8.333333333333334,8.33333333333333,1001.0,1001
2,1.996892382437335,0.07412825994881969,217,5.0,0.6,0.6,5,8.333333333333334,8.33333333333333,1001.0,1001
3,2.070484982845617,0.07866230424525393,188,5.0,0.6,0.6,5,8.333333333333334,8.33333333333333,1001.0,1001
4,2.048177903293721,0.08069017885022739,198,5.0,0.6,0.6,5,8.333333333333334,8.33333333333333,1001.0,1001
5,2.067249537565445,0.07839867551037655,192,5.0,0.6,0.6,5,8.333333333333334,8.33333333333333,1001.0,1001
1,1.531009913081243,0.07223337256204729,201,5.0,0.7,0.7,5,7.142857142857143,7.14285714285714,1001.0,1001
2,1.5248310862157277,0.07313954102870374,214,5.0,0.7,0.7,5,7.142857142857143,7.14285714285714,1001.0,1001
3,1.5503922150588985,0.07782866944607962,190,5.0,0.7,0.7,5,7.142857142857143,7.14285714285714,1001.0,1001
4,1.5263815199526458,0.07002079583279408,209,5.0,0.7,0.7,5,7.142857142857143,7.14285714285714,1001.0,1001
5,1.564520296476116,0.07469078633722487,187,5.0,0.7,0.7,5,7.142857142857143,7.14285714285714,1001.0,1001
1,1.10405184011175,0.03407875436340624,204,5.0,0.8,0.8,5,6.25,6.25,1001.0,1001
2,1.1089486348068889,0.041424277980704846,201,5.0,0.8,0.8,5,6.25,6.25,1001.0,1001
3,1.1081202018372074,0.03581063146527529,187,5.0,0.8,0.8,5,6.25,6.25,1001.0,1001
4,1.1040590513374908,0.03582289428997703,209,5.0,0.8,0.8,5,6.25,6.25,1001.0,1001
5,1.1046379459134619,0.033315161668665175,200,5.0,0.8,0.8,5,6.25,6.25,1001.0,1001
1,1.2213869533685446,0.04106245718165159,168,5.0,0.9,0.9,5,5.555555555555555,5.55555555555556,1001.0,1001
2,1.2256722014165449,0.03906464349834482,180,5.0,0.9,0.9,5,5.555555555555555,5.55555555555556,1001.0,1001
3,1.2316840386754433,0.04103069542395878,270,5.0,0.9,0.9,5,5.555555555555555,5.55555555555556,1001.0,1001
4,1.2148969880420055,0.03729410565960845,165,5.0,0.9,0.9,5,5.555555555555555,5.55555555555556,1001.0,1001
5,1.2276048251117844,0.04000000252013709,218,5.0,0.9,0.9,5,5.555555555555555,5.55555555555556,1001.0,1001
1,9.008478205345714,0.09987910912288543,101,10.0,0.1,0.1,10,100.0,100,1001.0,1001
2,8.705407147438972,0.10069591539458106,105,10.0,0.1,0.1,10,100.0,100,1001.0,1001
3,8.216309674280797,0.07165997668541388,112,10.0,0.1,0.1,10,100.0,100,1001.0,1001
4,9.682568573824303,0.10207803401466359,93,10.0,0.1,0.1,10,100.0,100,1001.0,1001
5,9.508310497232344,0.09915102722090402,95,10.0,0.1,0.1,10,100.0,100,1001.0,1001
6,8.354685911598343,0.08450475269661077,110,10.0,0.1,0.1,10,100.0,100,1001.0,1001
7,9.171022833058782,0.09531993463528197,99,10.0,0.1,0.1,10,100.0,100,1001.0,1001
8,9.091056982186368,0.0890299257497953,100,10.0,0.1,0.1,10,100.0,100,1001.0,1001
9,9.526639800266311,0.10689604432463652,95,10.0,0.1,0.1,10,100.0,100,1001.0,1001
10,9.885505690272504,0.0948955282580219,91,10.0,0.1,0.1,10,100.0,100,1001.0,1001
1,9.092082007992362,0.1463061686731329,86,10.0,0.2,0.2,10,50.0,50,1001.0,1001
2,7.743768762210557,0.12363357133264298,106,10.0,0.2,0.2,10,50.0,50,1001.0,1001
3,7.939089171169885,0.11656727132116655,103,10.0,0.2,0.2,10,50.0,50,1001.0,1001
4,8.288757002823932,0.1412080639983102,97,10.0,0.2,0.2,10,50.0,50,1001.0,1001
5,8.85689949966257,0.13284682973923378,89,10.0,0.2,0.2,10,50.0,50,1001.0,1001
6,7.296136161987863,0.11068135204191004,114,10.0,0.2,0.2,10,50.0,50,1001.0,1001
7,7.787405645477136,0.12310296950024407,105,10.0,0.2,0.2,10,50.0,50,1001.0,1001
8,8.217000427049893,0.12555249315607075,98,10.0,0.2,0.2,10,50.0,50,1001.0,1001
9,7.738278400917528,0.11929799272985794,106,10.0,0.2,0.2,10,50.0,50,1001.0,1001
10,8.303119204476335,0.12334154381206845,97,10.0,0.2,0.2,10,50.0,50,1001.0,1001
1,6.595884508528138,0.12848699346047915,112,10.0,0.3,0.3,10,33.333333333333336,33.3333333333333,1001.0,1001
2,7.61771808069693,0.17990312668696773,90,10.0,0.3,0.3,10,33.333333333333336,33.3333333333333,1001.0,1001
3,7.088924104803656,0.15528466979945274,100,10.0,0.3,0.3,10,33.333333333333336,33.3333333333333,1001.0,1001
4,6.710918353378233,0.14012422030442045,109,10.0,0.3,0.3,10,33.333333333333336,33.3333333333333,1001.0,1001
5,7.139129426541451,0.14003605088403118,99,10.0,0.3,0.3,10,33.333333333333336,33.3333333333333,1001.0,1001
6,7.002475234433859,0.1462169929995622,102,10.0,0.3,0.3,10,33.333333333333336,33.3333333333333,1001.0,1001
7,6.581098281060561,0.14589185819642764,112,10.0,0.3,0.3,10,33.333333333333336,33.3333333333333,1001.0,1001
8,7.240974876706085,0.15076116692545222,97,10.0,0.3,0.3,10,33.333333333333336,33.3333333333333,1001.0,1001
9,7.611835625889232,0.15216613297880488,90,10.0,0.3,0.3,10,33.333333333333336,33.3333333333333,1001.0,1001
10,7.620836985793439,0.14643481501862912,90,10.0,0.3,0.3,10,33.333333333333336,33.3333333333333,1001.0,1001
1,5.933747067011134,0.15960367082802823,105,10.0,0.4,0.4,10,25.0,25,1001.0,1001
2,6.355728668472123,0.1616382983543934,92,10.0,0.4,0.4,10,25.0,25,1001.0,1001
3,5.8734426330869995,0.15884552518405104,107,10.0,0.4,0.4,10,25.0,25,1001.0,1001
4,6.309138429466939,0.17382402815411852,94,10.0,0.4,0.4,10,25.0,25,1001.0,1001
5,6.494735719297473,0.169493333909786,89,10.0,0.4,0.4,10,25.0,25,1001.0,1001
6,6.200279190690647,0.156453453323688,97,10.0,0.4,0.4,10,25.0,25,1001.0,1001
7,5.632292563725854,0.14525119387606625,115,10.0,0.4,0.4,10,25.0,25,1001.0,1001
8,5.8944814439703865,0.14208291214272406,106,10.0,0.4,0.4,10,25.0,25,1001.0,1001
9,6.469835057950091,0.15938805336803658,90,10.0,0.4,0.4,10,25.0,25,1001.0,1001
10,5.883611442219583,0.15053773905428913,106,10.0,0.4,0.4,10,25.0,25,1001.0,1001
1,5.1028022409394405,0.18104830850610423,99,10.0,0.5,0.5,10,20.0,20,1001.0,1001
2,5.09730380606048,0.16445705540442745,99,10.0,0.5,0.5,10,20.0,20,1001.0,1001
3,5.1322187872317615,0.1654081447369201,98,10.0,0.5,0.5,10,20.0,20,1001.0,1001
4,5.002687618551331,0.14904762749226375,103,10.0,0.5,0.5,10,20.0,20,1001.0,1001
5,5.0424824939351875,0.15675019169523374,102,10.0,0.5,0.5,10,20.0,20,1001.0,1001
6,5.163674155922884,0.18756277378347755,98,10.0,0.5,0.5,10,20.0,20,1001.0,1001
7,4.860758900665918,0.15820464150437802,112,10.0,0.5,0.5,10,20.0,20,1001.0,1001
8,5.394516653849479,0.19171240748119986,87,10.0,0.5,0.5,10,20.0,20,1001.0,1001
9,5.0103229040292145,0.15755143108323091,104,10.0,0.5,0.5,10,20.0,20,1001.0,1001
10,5.1217537663475845,0.16769112724958704,99,10.0,0.5,0.5,10,20.0,20,1001.0,1001
1,4.426893765305279,0.15281709658364956,78,10.0,0.6,0.6,10,16.666666666666668,16.6666666666667,1001.0,1001
2,3.910237800129608,0.15589108785264544,113,10.0,0.6,0.6,10,16.666666666666668,16.6666666666667,1001.0,1001
3,4.090715339223849,0.1394986506692126,101,10.0,0.6,0.6,10,16.666666666666668,16.6666666666667,1001.0,1001
4,3.9748300003970662,0.1467628116332653,109,10.0,0.6,0.6,10,16.666666666666668,16.6666666666667,1001.0,1001
5,4.1894159431677975,0.16831031792531237,94,10.0,0.6,0.6,10,16.666666666666668,16.6666666666667,1001.0,1001
6,3.9921940990646076,0.1533266998329633,108,10.0,0.6,0.6,10,16.666666666666668,16.6666666666667,1001.0,1001
7,4.031785832159971,0.16446946615546376,105,10.0,0.6,0.6,10,16.666666666666668,16.6666666666667,1001.0,1001
8,4.3402579669116275,0.17330051976355101,82,10.0,0.6,0.6,10,16.666666666666668,16.6666666666667,1001.0,1001
9,3.975216100387838,0.14604667847357705,108,10.0,0.6,0.6,10,16.666666666666668,16.6666666666667,1001.0,1001
10,4.043645566146035,0.1530911947472064,103,10.0,0.6,0.6,10,16.666666666666668,16.6666666666667,1001.0,1001
1,3.112139141010479,0.1387238858570747,96,10.0,0.7,0.7,10,14.285714285714286,14.2857142857143,1001.0,1001
2,3.0059441946868,0.17256081130575496,110,10.0,0.7,0.7,10,14.285714285714286,14.2857142857143,1001.0,1001
3,3.084953844873803,0.13986813672138068,100,10.0,0.7,0.7,10,14.285714285714286,14.2857142857143,1001.0,1001
4,3.0597353032399472,0.13716194432856108,103,10.0,0.7,0.7,10,14.285714285714286,14.2857142857143,1001.0,1001
5,3.044714834384355,0.14387079595020916,109,10.0,0.7,0.7,10,14.285714285714286,14.2857142857143,1001.0,1001
6,3.0761255428611545,0.1301328030500745,102,10.0,0.7,0.7,10,14.285714285714286,14.2857142857143,1001.0,1001
7,3.113775725703932,0.15889347893652356,94,10.0,0.7,0.7,10,14.285714285714286,14.2857142857143,1001.0,1001
8,3.075859373699725,0.15387280200998438,106,10.0,0.7,0.7,10,14.285714285714286,14.2857142857143,1001.0,1001
9,3.1235275437723358,0.13815315094815808,97,10.0,0.7,0.7,10,14.285714285714286,14.2857142857143,1001.0,1001
10,3.215867218700372,0.14937834575398265,84,10.0,0.7,0.7,10,14.285714285714286,14.2857142857143,1001.0,1001
1,2.0939174528158664,0.11946824013672597,102,10.0,0.8,0.8,10,12.5,12.5,1001.0,1001
2,2.101692960386016,0.14547760246244132,93,10.0,0.8,0.8,10,12.5,12.5,1001.0,1001
3,2.0673987892676524,0.11996541283669052,97,10.0,0.8,0.8,10,12.5,12.5,1001.0,1001
4,2.0622462273891258,0.11573441712038099,113,10.0,0.8,0.8,10,12.5,12.5,1001.0,1001
5,2.0788689847377553,0.1524126808842335,102,10.0,0.8,0.8,10,12.5,12.5,1001.0,1001
6,2.0978978083089928,0.11509047705517757,100,10.0,0.8,0.8,10,12.5,12.5,1001.0,1001
7,2.107557283508763,0.123152484156553,98,10.0,0.8,0.8,10,12.5,12.5,1001.0,1001
8,2.108616785066983,0.12421382487825305,93,10.0,0.8,0.8,10,12.5,12.5,1001.0,1001
9,2.0896077897081478,0.12585360311753643,108,10.0,0.8,0.8,10,12.5,12.5,1001.0,1001
10,2.1099159701638173,0.12139129592721516,95,10.0,0.8,0.8,10,12.5,12.5,1001.0,1001
1,1.2114050534572398,0.053775316260682694,101,10.0,0.9,0.9,10,11.11111111111111,11.1111111111111,1001.0,1001
2,1.2103740342978577,0.05178623475008869,111,10.0,0.9,0.9,10,11.11111111111111,11.1111111111111,1001.0,1001
3,1.2055142618295098,0.05022299410443296,106,10.0,0.9,0.9,10,11.11111111111111,11.1111111111111,1001.0,1001
4,1.206103315011258,0.04783792455474848,102,10.0,0.9,0.9,10,11.11111111111111,11.1111111111111,1001.0,1001
5,1.2266946304744355,0.05540402366629146,90,10.0,0.9,0.9,10,11.11111111111111,11.1111111111111,1001.0,1001
6,1.2145204207083535,0.05375353659951038,98,10.0,0.9,0.9,10,11.11111111111111,11.1111111111111,1001.0,1001
7,1.2116116598826594,0.0536327862337286,85,10.0,0.9,0.9,10,11.11111111111111,11.1111111111111,1001.0,1001
8,1.2131201609679132,0.05012279579870481,104,10.0,0.9,0.9,10,11.11111111111111,11.1111111111111,1001.0,1001
9,1.217906609640305,0.049197290194087744,103,10.0,0.9,0.9,10,11.11111111111111,11.1111111111111,1001.0,1001
10,1.2044803648424667,0.0521462151421967,101,10.0,0.9,0.9,10,11.11111111111111,11.1111111111111,1001.0,1001
1,17.31254830827,0.18288943071565508,53,20.0,0.1,0.1,20,200.0,200,1001.0,1001
2,19.248477121968545,0.2156518907217092,47,20.0,0.1,0.1,20,200.0,200,1001.0,1001
3,19.98182764773236,0.19301818044183766,45,20.0,0.1,0.1,20,200.0,200,1001.0,1001
4,16.448325823037802,0.19701525011537088,56,20.0,0.1,0.1,20,200.0,200,1001.0,1001
5,17.312348211147775,0.19734482221781088,53,20.0,0.1,0.1,20,200.0,200,1001.0,1001
6,19.250718161161277,0.19651943964908394,47,20.0,0.1,0.1,20,200.0,200,1001.0,1001
7,16.463476024080556,0.17126012079250327,56,20.0,0.1,0.1,20,200.0,200,1001.0,1001
8,20.010115729717114,0.17377903356525326,45,20.0,0.1,0.1,20,200.0,200,1001.0,1001
9,19.604516098643078,0.1887472386128312,46,20.0,0.1,0.1,20,200.0,200,1001.0,1001
10,16.47038311031762,0.20114877319069463,56,20.0,0.1,0.1,20,200.0,200,1001.0,1001
11,18.90109631341119,0.18408518264371662,48,20.0,0.1,0.1,20,200.0,200,1001.0,1001
12,18.55633076299184,0.21885582459537442,49,20.0,0.1,0.1,20,200.0,200,1001.0,1001
13,17.86771863299188,0.16819120118883263,51,20.0,0.1,0.1,20,200.0,200,1001.0,1001
14,18.58792767325723,0.16673911682906833,49,20.0,0.1,0.1,20,200.0,200,1001.0,1001
15,19.636006963763453,0.2170836759319063,46,20.0,0.1,0.1,20,200.0,200,1001.0,1001
16,17.590688376688984,0.187038443124087,52,20.0,0.1,0.1,20,200.0,200,1001.0,1001
17,15.994024153088326,0.1984155239310236,58,20.0,0.1,0.1,20,200.0,200,1001.0,1001
18,18.240209835302288,0.2246663962760126,50,20.0,0.1,0.1,20,200.0,200,1001.0,1001
19,18.926520598005858,0.2111051060932157,48,20.0,0.1,0.1,20,200.0,200,1001.0,1001
20,19.624042863327883,0.22889512520649688,46,20.0,0.1,0.1,20,200.0,200,1001.0,1001
1,15.232955844233071,0.22410058765687257,54,20.0,0.2,0.2,20,100.0,100,1001.0,1001
2,15.92863407319641,0.2315029620319692,51,20.0,0.2,0.2,20,100.0,100,1001.0,1001
3,17.302121346155843,0.22475169046061275,46,20.0,0.2,0.2,20,100.0,100,1001.0,1001
4,15.749597879772278,0.21297054577112434,52,20.0,0.2,0.2,20,100.0,100,1001.0,1001
5,16.011102857295278,0.2622732989908377,51,20.0,0.2,0.2,20,100.0,100,1001.0,1001
6,16.512485369413064,0.27229414298584576,49,20.0,0.2,0.2,20,100.0,100,1001.0,1001
7,17.124598988208895,0.2615972048331225,47,20.0,0.2,0.2,20,100.0,100,1001.0,1001
8,15.74605831536537,0.251930990562225,52,20.0,0.2,0.2,20,100.0,100,1001.0,1001
9,17.052177150231852,0.2664391445122507,47,20.0,0.2,0.2,20,100.0,100,1001.0,1001
10,14.029127169325852,0.2367048423193535,60,20.0,0.2,0.2,20,100.0,100,1001.0,1001
11,17.32362472850272,0.2947618230206752,46,20.0,0.2,0.2,20,100.0,100,1001.0,1001
12,16.768494605747986,0.25257086435073434,48,20.0,0.2,0.2,20,100.0,100,1001.0,1001
13,14.432261112678864,0.24044696915165717,58,20.0,0.2,0.2,20,100.0,100,1001.0,1001
14,14.810098367249397,0.22967254994237798,56,20.0,0.2,0.2,20,100.0,100,1001.0,1001
15,17.24674413892141,0.32405650027969624,46,20.0,0.2,0.2,20,100.0,100,1001.0,1001
16,20.43216847082112,0.3313643819840599,37,20.0,0.2,0.2,20,100.0,100,1001.0,1001
17,18.849466497034335,0.32819696753553407,41,20.0,0.2,0.2,20,100.0,100,1001.0,1001
18,14.217534173074952,0.2027192602303035,59,20.0,0.2,0.2,20,100.0,100,1001.0,1001
19,16.71604468505988,0.30556374481881193,48,20.0,0.2,0.2,20,100.0,100,1001.0,1001
20,15.57737126195792,0.21165300123346417,53,20.0,0.2,0.2,20,100.0,100,1001.0,1001
1,15.207523277544112,0.3196393129875169,45,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,1001.0,1001
2,14.154822979584276,0.2538734911416435,50,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,1001.0,1001
3,14.069718641842107,0.29397018151638465,51,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,1001.0,1001
4,13.3054718233674,0.2839599976635459,55,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,1001.0,1001
5,15.935278525499752,0.3008626770378471,42,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,1001.0,1001
6,12.844504770452108,0.2558088000916021,58,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,1001.0,1001
7,14.124488575702372,0.2964710392313504,51,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,1001.0,1001
8,13.381111160155369,0.3046572146632324,55,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,1001.0,1001
9,13.646194593839258,0.2955427598334477,53,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,1001.0,1001
10,15.55692913601588,0.3954083173781736,44,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,1001.0,1001
11,15.029180776728237,0.37181086133523095,46,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,1001.0,1001
12,14.650006327240238,0.2756699717952376,48,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,1001.0,1001
13,15.756480016866298,0.347313340805539,43,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,1001.0,1001
14,14.449482838003092,0.2868824472973335,49,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,1001.0,1001
15,14.063546782653793,0.2986426637586179,51,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,1001.0,1001
16,15.913444079978815,0.3303060283517584,42,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,1001.0,1001
17,14.040324461124543,0.3253858456096304,51,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,1001.0,1001
18,13.731410035591615,0.2711532872412982,53,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,1001.0,1001
19,14.21686049354059,0.3015966416564589,50,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,1001.0,1001
20,11.986655758974559,0.2673554638644387,64,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,1001.0,1001
1,12.743079236827624,0.3593431446233145,47,20.0,0.4,0.4,20,50.0,50,1001.0,1001
2,11.0953314180292,0.26988967904605454,59,20.0,0.4,0.4,20,50.0,50,1001.0,1001
3,12.25618418006357,0.31738183781993995,50,20.0,0.4,0.4,20,50.0,50,1001.0,1001
4,11.643501417403218,0.2507506994585167,54,20.0,0.4,0.4,20,50.0,50,1001.0,1001
5,11.711099863449919,0.304094614542232,54,20.0,0.4,0.4,20,50.0,50,1001.0,1001
6,11.755414523206532,0.2858524726931363,54,20.0,0.4,0.4,20,50.0,50,1001.0,1001
7,12.687811029920855,0.4087640063454262,47,20.0,0.4,0.4,20,50.0,50,1001.0,1001
8,12.324206227875653,0.3617102907928803,50,20.0,0.4,0.4,20,50.0,50,1001.0,1001
9,13.278889861188794,0.35289857784023737,43,20.0,0.4,0.4,20,50.0,50,1001.0,1001
10,12.69072434823667,0.3047272736613058,47,20.0,0.4,0.4,20,50.0,50,1001.0,1001
11,12.28590992266311,0.3148454272775085,50,20.0,0.4,0.4,20,50.0,50,1001.0,1001
12,13.192638871573195,0.28580121939487574,43,20.0,0.4,0.4,20,50.0,50,1001.0,1001
13,13.63411815240664,0.3347512404765849,41,20.0,0.4,0.4,20,50.0,50,1001.0,1001
14,13.29888994613578,0.3407682752360631,43,20.0,0.4,0.4,20,50.0,50,1001.0,1001
15,11.651161842085687,0.2896079217683412,55,20.0,0.4,0.4,20,50.0,50,1001.0,1001
16,10.980213357578169,0.2590556460182487,60,20.0,0.4,0.4,20,50.0,50,1001.0,1001
17,12.89539460927105,0.330900882453686,46,20.0,0.4,0.4,20,50.0,50,1001.0,1001
18,12.479440675250201,0.342787514583866,48,20.0,0.4,0.4,20,50.0,50,1001.0,1001
19,11.277170813879271,0.35956957010949964,57,20.0,0.4,0.4,20,50.0,50,1001.0,1001
20,11.78859127195177,0.30993862774521763,53,20.0,0.4,0.4,20,50.0,50,1001.0,1001
1,10.89306296401141,0.36276578715531965,44,20.0,0.5,0.5,20,40.0,40,1001.0,1001
2,9.61727157771931,0.3154997326704996,57,20.0,0.5,0.5,20,40.0,40,1001.0,1001
3,10.41225662796996,0.2936962595278769,48,20.0,0.5,0.5,20,40.0,40,1001.0,1001
4,10.346387474277536,0.3056614787529189,49,20.0,0.5,0.5,20,40.0,40,1001.0,1001
5,10.576568721574917,0.39202039852597115,47,20.0,0.5,0.5,20,40.0,40,1001.0,1001
6,10.283586985824721,0.31929794157786334,49,20.0,0.5,0.5,20,40.0,40,1001.0,1001
7,9.91251840640962,0.2884656266167733,54,20.0,0.5,0.5,20,40.0,40,1001.0,1001
8,10.987318865837942,0.278445951487612,43,20.0,0.5,0.5,20,40.0,40,1001.0,1001
9,9.760998996731667,0.2591985926838468,55,20.0,0.5,0.5,20,40.0,40,1001.0,1001
10,10.947661434903184,0.32771408569094923,43,20.0,0.5,0.5,20,40.0,40,1001.0,1001
11,10.424409379664379,0.26955621233718247,48,20.0,0.5,0.5,20,40.0,40,1001.0,1001
12,9.949990997004532,0.3111430098594291,53,20.0,0.5,0.5,20,40.0,40,1001.0,1001
13,10.674603767177542,0.3706554899538522,45,20.0,0.5,0.5,20,40.0,40,1001.0,1001
14,10.232958146348828,0.371172405547491,50,20.0,0.5,0.5,20,40.0,40,1001.0,1001
15,10.23278576894336,0.3076741132172519,51,20.0,0.5,0.5,20,40.0,40,1001.0,1001
16,9.961530059270935,0.2998913205520741,52,20.0,0.5,0.5,20,40.0,40,1001.0,1001
17,10.275247445169335,0.34284571880199216,50,20.0,0.5,0.5,20,40.0,40,1001.0,1001
18,10.415910682861892,0.31973928944512287,48,20.0,0.5,0.5,20,40.0,40,1001.0,1001
19,9.767375579421095,0.30657823141330137,55,20.0,0.5,0.5,20,40.0,40,1001.0,1001
20,9.377335332165925,0.27859381040708747,60,20.0,0.5,0.5,20,40.0,40,1001.0,1001
1,8.230203956939325,0.29501496576703307,50,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,1001.0,1001
2,7.939558944619535,0.3153636023320198,55,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,1001.0,1001
3,8.06836895734342,0.28004989173256506,53,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,1001.0,1001
4,8.010149568707327,0.34429981401871784,54,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,1001.0,1001
5,8.51954322412083,0.3459573539509578,45,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,1001.0,1001
6,8.184590208493681,0.3440049510394309,51,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,1001.0,1001
7,8.086695071317429,0.2889905559712245,53,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,1001.0,1001
8,8.197529728065268,0.32172565082193944,50,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,1001.0,1001
9,8.562107986909487,0.3118756615018198,45,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,1001.0,1001
10,8.093257130090072,0.30049829007226175,53,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,1001.0,1001
11,7.921271239487011,0.35121470227628443,55,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,1001.0,1001
12,8.666793319770761,0.27786972444445274,43,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,1001.0,1001
13,8.814088120801967,0.37009835830733123,41,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,1001.0,1001
14,8.80999204205166,0.3017492718031899,40,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,1001.0,1001
15,8.035536229311814,0.259730485250941,53,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,1001.0,1001
16,7.751807093297863,0.3268926745583786,59,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,1001.0,1001
17,7.7074788084577515,0.24044244787697003,60,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,1001.0,1001
18,8.170192299482771,0.33962891718128035,51,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,1001.0,1001
19,8.761614979117367,0.2959715374269748,41,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,1001.0,1001
20,8.320997673510725,0.33330952276227904,49,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,1001.0,1001
1,6.357590429914929,0.2955820623066418,46,20.0,0.7,0.7,20,28.571428571428573,28.5714285714286,1001.0,1001
2,6.364461561741478,0.34293913067479515,44,20.0,0.7,0.7,20,28.571428571428573,28.5714285714286,1001.0,1001
3,6.434751881998454,0.34021340139457645,42,20.0,0.7,0.7,20,28.571428571428573,28.5714285714286,1001.0,1001
4,5.865702611392975,0.26783337524620565,61,20.0,0.7,0.7,20,28.571428571428573,28.5714285714286,1001.0,1001
5,6.540676513879298,0.30422652609100537,40,20.0,0.7,0.7,20,28.571428571428573,28.5714285714286,1001.0,1001
