value,m,s,n,n_arms,eps,f_eps,f_n_arms,scaled_1,f_scaled_1,n_users,f_n_users
25,31.400446428571417,1.305554300405198,8,30.0,0.8,0.8,30,37.5,37.5,201.0,201
26,35.9967202935953,3.5919543857274245,4,30.0,0.8,0.8,30,37.5,37.5,201.0,201
27,30.416845110227456,2.0782646797886435,9,30.0,0.8,0.8,30,37.5,37.5,201.0,201
28,30.332706386750488,1.2004053749627626,8,30.0,0.8,0.8,30,37.5,37.5,201.0,201
29,30.900813075813065,1.7558691997118925,9,30.0,0.8,0.8,30,37.5,37.5,201.0,201
30,34.612048368298375,1.905537451507411,4,30.0,0.8,0.8,30,37.5,37.5,201.0,201
1,15.878890207015196,3.0868748817848712,4,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
2,16.09616876179375,1.6980094090268725,12,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
3,16.39953538524966,1.7807218940212748,7,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
4,16.56948162714968,2.035069569217409,7,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
5,15.979996854996843,1.1379370109294829,9,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
6,15.794647829022818,1.4319866300544717,12,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
7,17.06375522625521,0.9290116511772035,6,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
8,16.35887876012875,1.2156516659900212,10,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
9,17.057388907388894,0.8861252617232199,6,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
10,16.747272172272158,1.8931232547974877,3,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
11,18.26619409464803,1.9598450583967602,4,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
12,16.109205300871956,1.437544046301608,9,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
13,18.170214393449676,1.0204174345067991,5,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
14,15.515417989615838,1.6945198846386635,11,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
15,16.099267487686596,2.0201124460191426,12,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
16,16.513013970156816,1.469165205640936,7,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
17,15.718846168355961,0.8359111685367203,9,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
18,17.093098171669585,1.398495273712186,7,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
19,16.45057130369629,1.1414412103665912,4,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
20,15.23485403485402,0.6227665001649015,2,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
21,16.084214991357836,0.9990658330868445,7,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
22,16.646990336052824,1.1902792201838286,8,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
23,16.018203786953773,1.6615354724379998,6,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
24,15.770776168276159,1.9553467747285531,5,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
25,17.266826229326217,2.0143464843685956,4,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
26,16.64005254005253,1.7223791270165787,6,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
27,17.546889684389672,0.9269093031845446,3,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
28,16.378154484404476,2.186642976707991,6,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
29,17.57880619380618,1.1332617796748357,5,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
30,16.88775502275501,2.96223817333275,5,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,201.0,201
1,293.7675925925926,1.7036743677434079,3,40.0,0.1,0.1,40,400.0,400,201.0,201
2,184.99880952380815,1.315933447786066,5,40.0,0.1,0.1,40,400.0,400,201.0,201
3,135.43771387342795,1.7674954918604995,7,40.0,0.1,0.1,40,400.0,400,201.0,201
4,413.0277472527461,3.3818094097295535,2,40.0,0.1,0.1,40,400.0,400,201.0,201
5,225.4824585137076,0.791322134898659,4,40.0,0.1,0.1,40,400.0,400,201.0,201
6,226.44117965367906,2.1074646554290695,4,40.0,0.1,0.1,40,400.0,400,201.0,201
7,155.5908730158725,1.1364125780248187,6,40.0,0.1,0.1,40,400.0,400,201.0,201
8,156.67857142857073,3.4058069584231996,6,40.0,0.1,0.1,40,400.0,400,201.0,201
9,184.23563492063352,1.2570508937522682,5,40.0,0.1,0.1,40,400.0,400,201.0,201
10,291.45714285714274,3.760354374613469,3,40.0,0.1,0.1,40,400.0,400,201.0,201
11,156.96838624338582,1.9309402733631786,6,40.0,0.1,0.1,40,400.0,400,201.0,201
12,107.25097217597259,1.2879038582690763,9,40.0,0.1,0.1,40,400.0,400,201.0,201
13,156.63035714285644,1.267936710373027,6,40.0,0.1,0.1,40,400.0,400,201.0,201
14,156.48505291005236,1.4770164881920136,6,40.0,0.1,0.1,40,400.0,400,201.0,201
15,294.735582010582,0.9855764362283093,3,40.0,0.1,0.1,40,400.0,400,201.0,201
16,227.72857142857077,1.9090673342865285,4,40.0,0.1,0.1,40,400.0,400,201.0,201
17,120.03635461760484,1.8234596866849944,8,40.0,0.1,0.1,40,400.0,400,201.0,201
18,107.84357371024099,0.6140673951220477,9,40.0,0.1,0.1,40,400.0,400,201.0,201
19,295.7625457875458,2.963861741082489,3,40.0,0.1,0.1,40,400.0,400,201.0,201
20,296.91428571428577,6.7276491371480525,3,40.0,0.1,0.1,40,400.0,400,201.0,201
21,184.93668109667993,4.148555312834858,5,40.0,0.1,0.1,40,400.0,400,201.0,201
22,184.97921356421202,2.0773539959128438,5,40.0,0.1,0.1,40,400.0,400,201.0,201
23,294.57196969696986,3.96970741305202,3,40.0,0.1,0.1,40,400.0,400,201.0,201
24,294.9517195767198,2.329529290787402,3,40.0,0.1,0.1,40,400.0,400,201.0,201
25,226.4615079365073,1.842330160172507,4,40.0,0.1,0.1,40,400.0,400,201.0,201
26,135.91984642341762,2.3296731994473947,7,40.0,0.1,0.1,40,400.0,400,201.0,201
27,186.24643578643443,4.63318634132399,5,40.0,0.1,0.1,40,400.0,400,201.0,201
28,298.0420634920634,7.0271491589647805,3,40.0,0.1,0.1,40,400.0,400,201.0,201
29,420.10021645021504,14.402785590908502,2,40.0,0.1,0.1,40,400.0,400,201.0,201
30,120.28610660173173,1.6221585551901783,8,40.0,0.1,0.1,40,400.0,400,201.0,201
31,155.80374579124532,1.7762218393336913,6,40.0,0.1,0.1,40,400.0,400,201.0,201
32,120.24241071428592,2.172405635890599,8,40.0,0.1,0.1,40,400.0,400,201.0,201
33,184.97928571428452,3.578132139040398,5,40.0,0.1,0.1,40,400.0,400,201.0,201
34,155.98797498797447,1.6413118155736897,6,40.0,0.1,0.1,40,400.0,400,201.0,201
35,120.11357774170284,1.7544194610890942,8,40.0,0.1,0.1,40,400.0,400,201.0,201
36,415.39345238095075,8.95584410124242,2,40.0,0.1,0.1,40,400.0,400,201.0,201
38,184.47802308802187,1.8290074614460912,5,40.0,0.1,0.1,40,400.0,400,201.0,201
39,107.53936094769485,1.8426638658374643,9,40.0,0.1,0.1,40,400.0,400,201.0,201
40,226.60327380952322,1.863249394228734,4,40.0,0.1,0.1,40,400.0,400,201.0,201
1,92.0970202020206,1.4777277520174084,10,40.0,0.2,0.2,40,200.0,200,201.0,201
2,126.47762832405724,2.506371857895773,7,40.0,0.2,0.2,40,200.0,200,201.0,201
3,124.96658420944176,1.9796204490611282,7,40.0,0.2,0.2,40,200.0,200,201.0,201
4,143.03564398564419,3.74299215356938,6,40.0,0.2,0.2,40,200.0,200,201.0,201
5,125.49448051948086,2.0772966522769694,7,40.0,0.2,0.2,40,200.0,200,201.0,201
6,200.7811507936502,7.134177563845042,4,40.0,0.2,0.2,40,200.0,200,201.0,201
7,249.26269841269874,1.891013169575592,3,40.0,0.2,0.2,40,200.0,200,201.0,201
8,331.0279761904755,4.2788378199657755,2,40.0,0.2,0.2,40,200.0,200,201.0,201
9,253.7555555555559,7.180193524121817,3,40.0,0.2,0.2,40,200.0,200,201.0,201
10,100.84207120040486,2.0496611165240286,9,40.0,0.2,0.2,40,200.0,200,201.0,201
11,112.24464493839527,2.569640253375482,8,40.0,0.2,0.2,40,200.0,200,201.0,201
12,199.60484584859546,3.5345807660351944,4,40.0,0.2,0.2,40,200.0,200,201.0,201
13,249.46614959114987,3.3131500675273737,3,40.0,0.2,0.2,40,200.0,200,201.0,201
14,167.23199855699798,4.394618063564413,5,40.0,0.2,0.2,40,200.0,200,201.0,201
15,142.985588023088,4.808419220867368,6,40.0,0.2,0.2,40,200.0,200,201.0,201
16,246.6370370370371,1.7288990942762634,3,40.0,0.2,0.2,40,200.0,200,201.0,201
17,126.51286332714949,3.038536541509555,7,40.0,0.2,0.2,40,200.0,200,201.0,201
18,167.2321428571423,3.105682508185193,5,40.0,0.2,0.2,40,200.0,200,201.0,201
19,199.40715187590106,3.9714543720535174,4,40.0,0.2,0.2,40,200.0,200,201.0,201
20,167.78302308802265,2.7845498493320835,5,40.0,0.2,0.2,40,200.0,200,201.0,201
21,111.32628586691112,2.206360760105299,8,40.0,0.2,0.2,40,200.0,200,201.0,201
22,167.74266233766187,3.0615917627513056,5,40.0,0.2,0.2,40,200.0,200,201.0,201
23,251.03465608465663,9.741201432241011,3,40.0,0.2,0.2,40,200.0,200,201.0,201
24,142.69275493025492,2.7205055515512875,6,40.0,0.2,0.2,40,200.0,200,201.0,201
25,336.1607142857136,1.0488750587600562,2,40.0,0.2,0.2,40,200.0,200,201.0,201
26,125.75441661513139,1.8269413816856048,7,40.0,0.2,0.2,40,200.0,200,201.0,201
27,200.00248015872967,7.095570731101372,4,40.0,0.2,0.2,40,200.0,200,201.0,201
28,257.3087301587306,4.264195443491862,3,40.0,0.2,0.2,40,200.0,200,201.0,201
29,141.80695646945645,2.3226147621717788,6,40.0,0.2,0.2,40,200.0,200,201.0,201
30,252.33240740740797,5.303411097602922,3,40.0,0.2,0.2,40,200.0,200,201.0,201
31,166.04691919191885,2.5177825213701057,5,40.0,0.2,0.2,40,200.0,200,201.0,201
32,167.2380158730152,4.289984712864158,5,40.0,0.2,0.2,40,200.0,200,201.0,201
33,250.6234126984129,0.7067770017189366,3,40.0,0.2,0.2,40,200.0,200,201.0,201
34,336.73712121212066,0.09790316833310521,2,40.0,0.2,0.2,40,200.0,200,201.0,201
35,143.4477712102714,2.169922821272607,6,40.0,0.2,0.2,40,200.0,200,201.0,201
36,200.2373106060599,7.866249754587103,4,40.0,0.2,0.2,40,200.0,200,201.0,201
37,251.75291005291047,9.26115180299665,3,40.0,0.2,0.2,40,200.0,200,201.0,201
38,101.16367274700636,1.4189946957022994,9,40.0,0.2,0.2,40,200.0,200,201.0,201
39,200.39604076478997,4.308641326924299,4,40.0,0.2,0.2,40,200.0,200,201.0,201
40,167.7816738816733,5.812076424689977,5,40.0,0.2,0.2,40,200.0,200,201.0,201
1,170.19682539682503,3.904290484834857,4,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
2,210.88505291005296,3.345866327434784,3,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
3,103.24021429958965,2.2098621807990844,8,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
4,129.07975172975208,0.9662780663909828,6,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
5,147.11811688311673,3.3576735819916785,5,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
6,172.35431096681071,3.136193478864979,4,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
7,174.6728535353533,4.352117750918908,4,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
8,92.96347973014666,2.282556315997447,9,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
9,171.0913690476185,5.198631284783919,4,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
10,175.08005952380907,4.237599603112607,4,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
11,148.81298923298925,5.134922042163446,5,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
12,168.62158189033144,4.380406618005004,4,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
13,127.06297498797544,4.004811119636521,6,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
14,148.27718614718617,1.2784714268226065,5,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
15,128.87523448773499,2.1805018588936824,6,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
16,128.09504569504614,2.419929153124115,6,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
17,103.00114746364788,1.5807460115690966,8,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
18,149.86698412698408,5.477208335069346,5,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
19,128.41005892255927,0.9374222737055465,6,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
20,127.72602397602452,2.20398377744865,6,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
21,145.4444366744366,3.5181250489456954,5,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
22,149.1962193362193,3.8980949606028017,5,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
23,128.51074434824483,2.7451742472487553,6,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
24,209.65542328042318,9.87306200970866,3,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
25,147.23033910533914,4.46663442675934,5,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
26,146.13176767676765,2.057225615466125,5,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
27,130.33620731120772,2.8401581375988463,6,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
28,211.18293650793643,8.741242702247163,3,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
29,271.83131868131875,14.657356590364556,2,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
30,101.9248151154404,2.7707294313737654,8,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
31,209.39457671957675,3.731258414677388,3,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
32,129.21982323232356,3.1306597376522856,6,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
33,103.36538045288076,2.8168918092105937,8,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
34,169.3464285714282,5.411126680286887,4,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
35,173.54646464646427,4.026538019119783,4,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
36,212.89629629629619,6.65654295970772,3,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
37,172.78631854256832,1.6613405760242717,4,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
38,146.08711399711387,2.8674144293258736,5,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
39,129.51513949013994,3.6798938029385675,6,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
40,268.5400793650796,21.144176345051783,2,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,201.0,201
1,112.86468855218901,3.3593334984529313,6,40.0,0.4,0.4,40,100.0,100,201.0,201
2,126.59715950715976,1.867021976502743,5,40.0,0.4,0.4,40,100.0,100,201.0,201
4,86.04650842984212,2.7474637025725954,9,40.0,0.4,0.4,40,100.0,100,201.0,201
5,144.80159632034636,7.373943785731797,4,40.0,0.4,0.4,40,100.0,100,201.0,201
6,104.23209924995662,2.951439747516092,7,40.0,0.4,0.4,40,100.0,100,201.0,201
7,124.96143578643606,7.30876668003221,5,40.0,0.4,0.4,40,100.0,100,201.0,201
8,92.17335858585889,0.9660089243384927,8,40.0,0.4,0.4,40,100.0,100,201.0,201
9,125.75841269841308,2.3210108359968955,5,40.0,0.4,0.4,40,100.0,100,201.0,201
11,126.94536796536819,1.9701483325719957,5,40.0,0.4,0.4,40,100.0,100,201.0,201
12,145.86071428571432,2.0248590234473247,4,40.0,0.4,0.4,40,100.0,100,201.0,201
13,102.49680914323804,2.969643627390929,7,40.0,0.4,0.4,40,100.0,100,201.0,201
14,115.98346329596365,2.6975398847965106,6,40.0,0.4,0.4,40,100.0,100,201.0,201
15,85.64734771401474,2.5080575815474884,9,40.0,0.4,0.4,40,100.0,100,201.0,201
16,200.31507936507938,3.248201626593503,2,40.0,0.4,0.4,40,100.0,100,201.0,201
17,144.8598845598846,5.822280237296236,4,40.0,0.4,0.4,40,100.0,100,201.0,201
18,209.8806096681095,4.310468859239515,2,40.0,0.4,0.4,40,100.0,100,201.0,201
19,127.43227994228018,3.977497421478392,5,40.0,0.4,0.4,40,100.0,100,201.0,201
20,126.0269624819628,1.4292153106799221,5,40.0,0.4,0.4,40,100.0,100,201.0,201
21,126.31749639249674,6.47271302231426,5,40.0,0.4,0.4,40,100.0,100,201.0,201
22,206.65061327561332,1.4184480402114614,2,40.0,0.4,0.4,40,100.0,100,201.0,201
23,79.01296106671145,2.1663227665722955,10,40.0,0.4,0.4,40,100.0,100,201.0,201
24,173.04830447330426,3.5990169708949042,3,40.0,0.4,0.4,40,100.0,100,201.0,201
25,112.76841029341054,1.5654839500050521,6,40.0,0.4,0.4,40,100.0,100,201.0,201
26,113.79870129870164,1.8983818250218436,6,40.0,0.4,0.4,40,100.0,100,201.0,201
27,113.83266594516624,1.421354484794079,6,40.0,0.4,0.4,40,100.0,100,201.0,201
29,167.33244348244338,3.472135213829562,3,40.0,0.4,0.4,40,100.0,100,201.0,201
30,131.5570079920083,3.32815755461119,5,40.0,0.4,0.4,40,100.0,100,201.0,201
31,144.23496572871568,4.091317647159532,4,40.0,0.4,0.4,40,100.0,100,201.0,201
32,199.98035714285706,6.809269944069059,2,40.0,0.4,0.4,40,100.0,100,201.0,201
33,127.00881340881374,4.80167519323099,5,40.0,0.4,0.4,40,100.0,100,201.0,201
34,202.98396464646459,1.5272945277771768,2,40.0,0.4,0.4,40,100.0,100,201.0,201
35,130.11821289821316,5.045838221386434,5,40.0,0.4,0.4,40,100.0,100,201.0,201
36,115.00138888888925,2.215289380403112,6,40.0,0.4,0.4,40,100.0,100,201.0,201
37,84.75285701952404,1.7297749066585295,9,40.0,0.4,0.4,40,100.0,100,201.0,201
38,86.17460749127444,2.22186518487595,9,40.0,0.4,0.4,40,100.0,100,201.0,201
39,126.73958874458904,5.095576962664807,5,40.0,0.4,0.4,40,100.0,100,201.0,201
40,101.73466057751808,3.2381531833522823,7,40.0,0.4,0.4,40,100.0,100,201.0,201
1,81.3850971944724,1.6956935250419782,8,40.0,0.5,0.5,40,80.0,80,201.0,201
2,107.87052669552696,2.0576205167680808,5,40.0,0.5,0.5,40,80.0,80,201.0,201
3,105.94984126984153,2.4927082748033897,5,40.0,0.5,0.5,40,80.0,80,201.0,201
4,120.33039321789342,1.0076206389756162,4,40.0,0.5,0.5,40,80.0,80,201.0,201
5,159.50517676767672,5.512040209203947,2,40.0,0.5,0.5,40,80.0,80,201.0,201
6,88.43085485942653,2.8061876160252575,7,40.0,0.5,0.5,40,80.0,80,201.0,201
7,138.38809523809533,5.2390349535861445,3,40.0,0.5,0.5,40,80.0,80,201.0,201
8,155.5089826839826,8.925565033808526,2,40.0,0.5,0.5,40,80.0,80,201.0,201
9,117.25939754689773,4.139855790511073,4,40.0,0.5,0.5,40,80.0,80,201.0,201
10,96.25999787249816,4.132355202225899,6,40.0,0.5,0.5,40,80.0,80,201.0,201
11,120.242685786436,5.38593628139124,4,40.0,0.5,0.5,40,80.0,80,201.0,201
12,88.44610429253312,1.2741400680974242,7,40.0,0.5,0.5,40,80.0,80,201.0,201
13,75.09107647980228,1.685814103941715,9,40.0,0.5,0.5,40,80.0,80,201.0,201
14,135.76010101010098,3.1810915261424393,3,40.0,0.5,0.5,40,80.0,80,201.0,201
15,155.35340909090908,12.934161539203824,2,40.0,0.5,0.5,40,80.0,80,201.0,201
16,116.77450396825415,1.5430090536061292,4,40.0,0.5,0.5,40,80.0,80,201.0,201
17,119.41775793650812,2.5877439078647035,4,40.0,0.5,0.5,40,80.0,80,201.0,201
18,82.45795315795337,3.4862970975390697,8,40.0,0.5,0.5,40,80.0,80,201.0,201
19,70.9655250305253,3.1587979764246987,10,40.0,0.5,0.5,40,80.0,80,201.0,201
20,130.91535594035608,4.690416257357491,3,40.0,0.5,0.5,40,80.0,80,201.0,201
21,118.9066551504054,6.685523349657881,4,40.0,0.5,0.5,40,80.0,80,201.0,201
22,82.10522706460233,2.5465324603236903,8,40.0,0.5,0.5,40,80.0,80,201.0,201
23,133.22822270322268,3.5351324520303904,3,40.0,0.5,0.5,40,80.0,80,201.0,201
24,88.6905915513061,2.884052133963656,7,40.0,0.5,0.5,40,80.0,80,201.0,201
25,117.96733405483427,6.925118161283762,4,40.0,0.5,0.5,40,80.0,80,201.0,201
26,115.50327380952402,4.007164486297831,4,40.0,0.5,0.5,40,80.0,80,201.0,201
27,95.24703583453608,4.8225483083116725,6,40.0,0.5,0.5,40,80.0,80,201.0,201
28,106.00050505050538,2.452953803799834,5,40.0,0.5,0.5,40,80.0,80,201.0,201
29,150.59146825396817,7.745905831212047,2,40.0,0.5,0.5,40,80.0,80,201.0,201
30,118.93312590187608,6.197154557902828,4,40.0,0.5,0.5,40,80.0,80,201.0,201
31,106.41054834054857,2.7382758538312597,5,40.0,0.5,0.5,40,80.0,80,201.0,201
32,114.69793470418486,3.5877854532183635,4,40.0,0.5,0.5,40,80.0,80,201.0,201
33,104.92015817515846,5.7357874360269445,5,40.0,0.5,0.5,40,80.0,80,201.0,201
34,87.26431227502674,2.46377854240873,7,40.0,0.5,0.5,40,80.0,80,201.0,201
35,96.63492988493009,3.6669964528206425,6,40.0,0.5,0.5,40,80.0,80,201.0,201
36,82.26993076368099,2.56755729444852,8,40.0,0.5,0.5,40,80.0,80,201.0,201
37,95.86576247826264,2.573230829823428,6,40.0,0.5,0.5,40,80.0,80,201.0,201
38,106.15642302142327,3.654945840606816,5,40.0,0.5,0.5,40,80.0,80,201.0,201
39,134.17614237614245,4.422964765389618,3,40.0,0.5,0.5,40,80.0,80,201.0,201
40,108.68502886002905,4.944302082145878,5,40.0,0.5,0.5,40,80.0,80,201.0,201
1,73.0324611896042,2.631097264479783,7,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
3,74.2829717901148,4.06797266774904,7,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
4,95.64948593073615,6.796937924061507,4,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
5,77.23002183002198,2.647733894979405,6,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
6,100.16945646945659,11.322554454895094,3,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
7,92.82548701298714,4.875115522481725,4,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
8,64.9113921572257,3.2733250793639312,9,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
9,94.60701035076058,5.490819840711191,4,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
10,98.32109187109204,3.503972053550617,3,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
11,64.95025406692093,1.4830811717183094,9,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
12,79.98262987013004,2.910507361971956,6,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
13,79.92176064676082,3.4366426358575834,6,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
14,100.08691678691689,5.579730738505141,3,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
15,84.48499833499854,5.31147316765851,5,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
16,113.7524170274171,7.5918575681679865,2,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
17,87.5631493506495,4.3342481398195725,4,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
18,78.74101731601746,2.047864150997888,6,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
19,95.61310980686001,5.58103076958136,4,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
20,68.28399517149538,1.9377972530223442,8,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
21,72.93582370010964,2.5490894611908455,7,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
22,82.52813852813873,2.4352418485250595,6,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
23,80.50785557035577,3.77073597917927,6,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
24,85.8185064935067,2.7016249706126523,5,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
25,73.01252596609763,4.778985234903325,7,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
26,111.58650793650801,1.2054487031656114,2,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
27,77.89850797350817,2.358447059819289,6,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
28,79.20799062049079,3.4851715830452092,6,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
29,102.75348725348734,2.0300195869883138,3,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
30,107.89009740259752,2.6117800146229238,2,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
31,78.35258399008418,1.3909922634279728,6,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
32,93.5328012265514,2.935054697436466,4,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
34,111.6182900432902,1.2739145978520268,2,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
35,57.75123159668638,2.9556260687140417,11,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
36,79.81043771043791,5.52221032711305,6,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
37,84.66252469752486,4.507107415102759,5,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
38,73.52621862264745,2.7676288705646632,7,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
39,85.89299422799438,4.292487785783611,5,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
40,90.89150571650586,2.5079113451168222,4,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,201.0,201
1,70.93161375661388,3.389186984902047,3,40.0,0.7,0.7,40,57.142857142857146,57.1428571428571,201.0,201
2,55.30035832223347,3.457233052530722,8,40.0,0.7,0.7,40,57.142857142857146,57.1428571428571,201.0,201
3,70.08126503126518,2.2613638824845443,3,40.0,0.7,0.7,40,57.142857142857146,57.1428571428571,201.0,201
4,68.67232142857152,1.6084760416872188,4,40.0,0.7,0.7,40,57.142857142857146,57.1428571428571,201.0,201
5,71.5229307729309,6.91559066730189,3,40.0,0.7,0.7,40,57.142857142857146,57.1428571428571,201.0,201
