value,m,s,n,arms,epsilon,scaled_1,players,repeat,m_per_player,best_arm_mean
13.0,5377.592712896766,1536.7634029645765,8.0,20.0,0.2,100.0,101.0,1.0,53.24349220689867,97.87459977152317
14.0,5282.080655531167,1294.8722357906574,11.0,20.0,0.2,100.0,101.0,1.0,52.29782827258582,97.87459977152317
15.0,6015.003652870772,1871.1012500117704,7.0,20.0,0.2,100.0,101.0,1.0,59.554491612581906,97.87459977152317
16.0,6016.373970322833,864.661161000142,7.0,20.0,0.2,100.0,101.0,1.0,59.56805911210726,97.87459977152317
17.0,5918.991955428021,1235.7166978419054,9.0,20.0,0.2,100.0,101.0,1.0,58.603880746812095,97.87459977152317
18.0,8469.125396998026,834.9949123202749,2.0,20.0,0.2,100.0,101.0,1.0,83.85272670295076,97.87459977152317
19.0,7034.660091034955,611.4798845347549,5.0,20.0,0.2,100.0,101.0,1.0,69.65009991123718,97.87459977152317
0.0,8276.009829111916,712.115794594619,6.0,20.0,0.2,100.0,101.0,2.0,81.9406913773457,98.74006116830573
2.0,8499.546576495637,708.9657449615735,4.0,20.0,0.2,100.0,101.0,2.0,84.1539264999568,98.74006116830573
4.0,7155.855739391135,635.6673083293016,7.0,20.0,0.2,100.0,101.0,2.0,70.8500568256548,98.74006116830573
5.0,6746.8656140309495,1780.9823973009093,7.0,20.0,0.2,100.0,101.0,2.0,66.80064964387078,98.74006116830573
6.0,6720.050907177863,1141.5262862877582,9.0,20.0,0.2,100.0,101.0,2.0,66.53515749681053,98.74006116830573
7.0,6999.937382845166,1810.5591336529126,6.0,20.0,0.2,100.0,101.0,2.0,69.30631072123927,98.74006116830573
8.0,6502.1033050936985,2612.783807963266,6.0,20.0,0.2,100.0,101.0,2.0,64.37726044647226,98.74006116830573
9.0,7341.789602480147,412.50537402993547,5.0,20.0,0.2,100.0,101.0,2.0,72.69098616316977,98.74006116830573
10.0,7205.151895826028,1182.6706476746228,7.0,20.0,0.2,100.0,101.0,2.0,71.33813758243592,98.74006116830573
11.0,6552.0390874691075,1596.1694549976294,10.0,20.0,0.2,100.0,101.0,2.0,64.8716741333575,98.74006116830573
12.0,9113.152953740524,1579.2166436574907,2.0,20.0,0.2,100.0,101.0,2.0,90.22923716574776,98.74006116830573
13.0,7949.255496984314,1259.1864369043149,2.0,20.0,0.2,100.0,101.0,2.0,78.70549997014173,98.74006116830573
14.0,6662.269701187374,0.0,1.0,20.0,0.2,100.0,101.0,2.0,65.96306634838984,98.74006116830573
15.0,9607.296515273563,700.07888968073,2.0,20.0,0.2,100.0,101.0,2.0,95.12174767597587,98.74006116830573
16.0,6935.601524835532,1435.1779392471853,7.0,20.0,0.2,100.0,101.0,2.0,68.66932202807457,98.74006116830573
17.0,6830.951737885465,2524.9376727662343,6.0,20.0,0.2,100.0,101.0,2.0,67.63318552361847,98.74006116830573
18.0,7906.99099246463,327.7778582561706,6.0,20.0,0.2,100.0,101.0,2.0,78.28703952935277,98.74006116830573
19.0,7078.977912277376,1104.648089504707,8.0,20.0,0.2,100.0,101.0,2.0,70.08889022056808,98.74006116830573
0.0,5549.875911304928,642.868898476403,6.0,20.0,0.4,50.0,101.0,0.0,54.94926644856365,93.86175445777157
2.0,4905.352828273398,1186.1339065482825,8.0,20.0,0.4,50.0,101.0,0.0,48.56784978488513,93.86175445777157
3.0,4882.749352578156,1195.97649823176,10.0,20.0,0.4,50.0,101.0,0.0,48.344052995823326,93.86175445777157
4.0,7311.263156105369,626.5324844810787,3.0,20.0,0.4,50.0,101.0,0.0,72.38874411985513,93.86175445777157
5.0,4596.9317029627455,1526.0966875025254,7.0,20.0,0.4,50.0,101.0,0.0,45.514175276858865,93.86175445777157
6.0,4979.585486414722,1827.1520322806834,7.0,20.0,0.4,50.0,101.0,0.0,49.30282659816557,93.86175445777157
7.0,6285.315890738686,1578.2003616018894,4.0,20.0,0.4,50.0,101.0,0.0,62.23085040335333,93.86175445777157
8.0,5462.279897729186,1079.6575258262255,8.0,20.0,0.4,50.0,101.0,0.0,54.08197918543748,93.86175445777157
9.0,4960.726725611961,2860.205525333282,3.0,20.0,0.4,50.0,101.0,0.0,49.11610619417783,93.86175445777157
10.0,5186.739292839617,1094.4836639250727,6.0,20.0,0.4,50.0,101.0,0.0,51.35385438455066,93.86175445777157
11.0,6680.113181626448,518.186756147107,5.0,20.0,0.4,50.0,101.0,0.0,66.13973447154899,93.86175445777157
13.0,5135.536606523429,1258.433934635727,6.0,20.0,0.4,50.0,101.0,0.0,50.84689709429138,93.86175445777157
14.0,4952.158527530046,1622.325250533279,9.0,20.0,0.4,50.0,101.0,0.0,49.03127254980243,93.86175445777157
16.0,8169.099109082763,0.0,1.0,20.0,0.4,50.0,101.0,0.0,80.88216939685904,93.86175445777157
18.0,5040.268789188601,1571.331138027077,9.0,20.0,0.4,50.0,101.0,0.0,49.90365137810496,93.86175445777157
19.0,4925.499940434665,1431.1146334241093,9.0,20.0,0.4,50.0,101.0,0.0,48.767326142917476,93.86175445777157
1.0,5232.756966974857,1568.7127476598048,6.0,20.0,0.4,50.0,101.0,1.0,51.80947492054314,97.68740665446515
2.0,4836.636575670609,1393.5325145248996,7.0,20.0,0.4,50.0,101.0,1.0,47.887490848223855,97.68740665446515
4.0,6383.516661680271,0.0,1.0,20.0,0.4,50.0,101.0,1.0,63.2031352641611,97.68740665446515
5.0,4342.702433585189,1249.9408195920682,15.0,20.0,0.4,50.0,101.0,1.0,42.997053797873164,97.68740665446515
6.0,4426.848761929569,1215.9842841430964,6.0,20.0,0.4,50.0,101.0,1.0,43.830185761678905,97.68740665446515
7.0,4851.862643056443,1676.8140681806985,6.0,20.0,0.4,50.0,101.0,1.0,48.03824399065785,97.68740665446515
8.0,4769.472041035095,1084.8405525559963,5.0,20.0,0.4,50.0,101.0,1.0,47.222495455793016,97.68740665446515
9.0,4885.604545766945,771.8255969212111,5.0,20.0,0.4,50.0,101.0,1.0,48.37232223531629,97.68740665446515
10.0,6672.748700269099,0.0,1.0,20.0,0.4,50.0,101.0,1.0,66.06681881454553,97.68740665446515
11.0,6519.639310106162,1094.0354165107053,2.0,20.0,0.4,50.0,101.0,1.0,64.55088425847686,97.68740665446515
12.0,4974.770121688157,827.498309845339,7.0,20.0,0.4,50.0,101.0,1.0,49.255149719684724,97.68740665446515
13.0,4478.043070532453,1107.607777348748,12.0,20.0,0.4,50.0,101.0,1.0,44.33706010428172,97.68740665446515
14.0,5019.190507839469,2741.4671234296434,2.0,20.0,0.4,50.0,101.0,1.0,49.69495552316306,97.68740665446515
15.0,5246.95845341179,1074.8571255816187,2.0,20.0,0.4,50.0,101.0,1.0,51.95008369714644,97.68740665446515
16.0,4770.962411956372,1154.7074167177009,5.0,20.0,0.4,50.0,101.0,1.0,47.23725160352844,97.68740665446515
17.0,5203.516055503622,491.09383694355347,5.0,20.0,0.4,50.0,101.0,1.0,51.519960945580415,97.68740665446515
18.0,5340.863153889508,574.4339308052362,5.0,20.0,0.4,50.0,101.0,1.0,52.87983320682681,97.68740665446515
19.0,4668.591051680309,1330.2421243105505,9.0,20.0,0.4,50.0,101.0,1.0,46.223673779012955,97.68740665446515
0.0,5787.155504874882,476.0255739114808,3.0,20.0,0.4,50.0,101.0,2.0,57.298569355196854,86.43965046768699
2.0,5075.343553184048,873.6475031378861,7.0,20.0,0.4,50.0,101.0,2.0,50.25092626914899,86.43965046768699
3.0,5459.229224036004,1641.675008671668,4.0,20.0,0.4,50.0,101.0,2.0,54.05177449540598,86.43965046768699
4.0,3994.610262981087,798.612833465722,12.0,20.0,0.4,50.0,101.0,2.0,39.55059666317908,86.43965046768699
7.0,4293.21368913414,1209.9956019651318,9.0,20.0,0.4,50.0,101.0,2.0,42.507066229050885,86.43965046768699
9.0,4916.47101713679,743.4034929282,4.0,20.0,0.4,50.0,101.0,2.0,48.67793086274049,86.43965046768699
10.0,4264.1970767587845,1150.845084513034,9.0,20.0,0.4,50.0,101.0,2.0,42.21977303721569,86.43965046768699
11.0,3694.1997230862044,1486.6755469701804,9.0,20.0,0.4,50.0,101.0,2.0,36.576234882041625,86.43965046768699
13.0,5682.785326781644,1593.4722704593712,4.0,20.0,0.4,50.0,101.0,2.0,56.2652012552638,86.43965046768699
14.0,4202.425780804972,944.2509772819353,10.0,20.0,0.4,50.0,101.0,2.0,41.608176047573984,86.43965046768699
15.0,4024.424786684406,750.2082881133091,6.0,20.0,0.4,50.0,101.0,2.0,39.84578996717234,86.43965046768699
16.0,5994.678961612673,642.8682743517695,2.0,20.0,0.4,50.0,101.0,2.0,59.353257045670034,86.43965046768699
17.0,4000.8151250914616,1230.7421144522832,10.0,20.0,0.4,50.0,101.0,2.0,39.61203094149962,86.43965046768699
18.0,4218.115537500217,1152.5889334777826,7.0,20.0,0.4,50.0,101.0,2.0,41.76352017326948,86.43965046768699
19.0,4866.154369408409,1590.7196692359155,5.0,20.0,0.4,50.0,101.0,2.0,48.17974623176643,86.43965046768699
0.0,2197.0467168363034,91.10465915866065,2.0,20.0,0.8,25.0,101.0,0.0,21.75293779045845,95.54477027911224
3.0,2307.3359700186743,651.6452536401215,14.0,20.0,0.8,25.0,101.0,0.0,22.8449105942443,95.54477027911224
4.0,2207.5187945295193,511.43002730685345,15.0,20.0,0.8,25.0,101.0,0.0,21.856621728015043,95.54477027911224
7.0,2114.033813781885,618.3160974170764,6.0,20.0,0.8,25.0,101.0,0.0,20.93102785922658,95.54477027911224
8.0,2258.1360709429982,514.3793501887857,9.0,20.0,0.8,25.0,101.0,0.0,22.357782880623745,95.54477027911224
9.0,2100.191432919325,337.6664006813666,10.0,20.0,0.8,25.0,101.0,0.0,20.793974583359653,95.54477027911224
12.0,2380.7068328416335,488.1383823244985,6.0,20.0,0.8,25.0,101.0,0.0,23.571354780610232,95.54477027911224
14.0,2225.6311085646353,579.0580417305719,14.0,20.0,0.8,25.0,101.0,0.0,22.035951569946885,95.54477027911224
15.0,2197.1945400876184,491.8632824907932,17.0,20.0,0.8,25.0,101.0,0.0,21.754401387006123,95.54477027911224
17.0,2287.1222822747536,702.4848220065975,8.0,20.0,0.8,25.0,101.0,0.0,22.644775072027265,95.54477027911224
0.0,2192.7077261948975,595.6717697147212,7.0,20.0,0.8,25.0,101.0,1.0,21.709977487078195,96.70678193573539
1.0,1444.789000510966,336.07179662895976,2.0,20.0,0.8,25.0,101.0,1.0,14.304841589217485,96.70678193573539
2.0,2399.1703022084635,438.505595648807,12.0,20.0,0.8,25.0,101.0,1.0,23.754161408004588,96.70678193573539
4.0,2529.6446427826236,674.4803098472953,6.0,20.0,0.8,25.0,101.0,1.0,25.045986562204195,96.70678193573539
5.0,2298.4489966327815,700.2742948730695,15.0,20.0,0.8,25.0,101.0,1.0,22.75692075874041,96.70678193573539
6.0,2452.2073547165987,670.6889152837367,6.0,20.0,0.8,25.0,101.0,1.0,24.279280739768303,96.70678193573539
8.0,2264.1190174851977,569.3976919907418,5.0,20.0,0.8,25.0,101.0,1.0,22.417019975100967,96.70678193573539
9.0,2256.687665777621,463.61493489707834,6.0,20.0,0.8,25.0,101.0,1.0,22.343442235421993,96.70678193573539
12.0,2409.1515227796817,608.6455303974136,14.0,20.0,0.8,25.0,101.0,1.0,23.852985374056253,96.70678193573539
13.0,1967.9821913052106,381.90709771881103,6.0,20.0,0.8,25.0,101.0,1.0,19.4849721911407,96.70678193573539
15.0,2258.717424692169,425.9425262645572,18.0,20.0,0.8,25.0,101.0,1.0,22.36353885833831,96.70678193573539
17.0,2030.5893751713934,363.0797441954759,4.0,20.0,0.8,25.0,101.0,1.0,20.104845298726666,96.70678193573539
1.0,2020.8420251732953,325.87755861159724,5.0,20.0,0.8,25.0,101.0,2.0,20.008336882903915,92.36666097257267
2.0,2091.86011771041,592.7767530905647,13.0,20.0,0.8,25.0,101.0,2.0,20.711486313964457,92.36666097257267
3.0,1639.332388879457,287.40694536856773,5.0,20.0,0.8,25.0,101.0,2.0,16.231013751281754,92.36666097257267
4.0,1767.3609971160586,245.88873227243383,5.0,20.0,0.8,25.0,101.0,2.0,17.498623733822363,92.36666097257267
5.0,1714.8400335383103,301.6164592910352,4.0,20.0,0.8,25.0,101.0,2.0,16.978614193448617,92.36666097257267
6.0,1860.2552492753493,406.9798491563958,14.0,20.0,0.8,25.0,101.0,2.0,18.41836880470643,92.36666097257267
7.0,1706.3756482064382,495.54146927211235,14.0,20.0,0.8,25.0,101.0,2.0,16.894808398083548,92.36666097257267
10.0,2377.4789445008028,589.9994002479219,4.0,20.0,0.8,25.0,101.0,2.0,23.53939549010696,92.36666097257267
12.0,2106.4217372249377,516.6172940384175,16.0,20.0,0.8,25.0,101.0,2.0,20.855660764603343,92.36666097257267
13.0,2177.768199472901,765.8520149998343,5.0,20.0,0.8,25.0,101.0,2.0,21.56206138091981,92.36666097257267
15.0,2058.0199971519846,502.714808100922,16.0,20.0,0.8,25.0,101.0,2.0,20.376435615366184,92.36666097257267
0.0,22098.97015942254,1962.5930007953818,2.0,40.0,0.1,400.0,101.0,0.0,218.80168474675784,99.25737007769101
1.0,12567.903715921879,7202.682079755355,4.0,40.0,0.1,400.0,101.0,0.0,124.43469025665226,99.25737007769101
2.0,7972.518208333356,7107.3519954075555,7.0,40.0,0.1,400.0,101.0,0.0,78.93582384488471,99.25737007769101
3.0,13706.734868330488,9866.044738664588,3.0,40.0,0.1,400.0,101.0,0.0,135.71024622109394,99.25737007769101
4.0,18062.723002454084,1951.4538590991087,3.0,40.0,0.1,400.0,101.0,0.0,178.83884160845628,99.25737007769101
6.0,8693.610571580179,7007.613076766341,7.0,40.0,0.1,400.0,101.0,0.0,86.07535219386315,99.25737007769101
7.0,14555.084434304312,10871.899019219443,3.0,40.0,0.1,400.0,101.0,0.0,144.10974687430013,99.25737007769101
8.0,14029.669951008314,4492.264349564638,4.0,40.0,0.1,400.0,101.0,0.0,138.90762327731005,99.25737007769101
10.0,16017.484655562612,5692.82457893511,3.0,40.0,0.1,400.0,101.0,0.0,158.58895698576845,99.25737007769101
11.0,10383.902467050917,8019.923968310923,5.0,40.0,0.1,400.0,101.0,0.0,102.81091551535562,99.25737007769101
12.0,21474.406478466673,1625.6758313412047,2.0,40.0,0.1,400.0,101.0,0.0,212.61788592541262,99.25737007769101
13.0,19160.40763858441,4109.356121075534,2.0,40.0,0.1,400.0,101.0,0.0,189.7070063226179,99.25737007769101
14.0,20137.157445415323,5123.384072275305,2.0,40.0,0.1,400.0,101.0,0.0,199.37779648926062,99.25737007769101
15.0,11014.439842315302,7818.0912197102525,5.0,40.0,0.1,400.0,101.0,0.0,109.05385982490398,99.25737007769101
16.0,17862.368494224655,0.0,1.0,40.0,0.1,400.0,101.0,0.0,176.8551336061847,99.25737007769101
17.0,14662.07405572082,14142.7674169886,2.0,40.0,0.1,400.0,101.0,0.0,145.16905005664177,99.25737007769101
18.0,9875.038230899065,0.0,1.0,40.0,0.1,400.0,101.0,0.0,97.7726557514759,99.25737007769101
19.0,11418.989267211278,7311.879920403045,4.0,40.0,0.1,400.0,101.0,0.0,113.05929967535918,99.25737007769101
20.0,16319.044951225236,2238.4250293715754,3.0,40.0,0.1,400.0,101.0,0.0,161.57470248737857,99.25737007769101
21.0,12109.6061101957,8148.138223176246,4.0,40.0,0.1,400.0,101.0,0.0,119.89709019995743,99.25737007769101
22.0,15998.357994744214,0.0,1.0,40.0,0.1,400.0,101.0,0.0,158.39958410637837,99.25737007769101
23.0,22337.643395218198,0.0,1.0,40.0,0.1,400.0,101.0,0.0,221.1647860912693,99.25737007769101
24.0,16502.80937542568,5511.169116546289,3.0,40.0,0.1,400.0,101.0,0.0,163.39415223193743,99.25737007769101
25.0,16656.697163512617,2077.812539031973,3.0,40.0,0.1,400.0,101.0,0.0,164.91779369814472,99.25737007769101
27.0,21851.659222801914,1226.043452529919,2.0,40.0,0.1,400.0,101.0,0.0,216.35306161190013,99.25737007769101
29.0,11839.215583231033,7674.5787427472405,5.0,40.0,0.1,400.0,101.0,0.0,117.21995626961419,99.25737007769101
30.0,21140.159825082686,222.49072086822403,2.0,40.0,0.1,400.0,101.0,0.0,209.30851311963056,99.25737007769101
34.0,11123.857284207026,7782.3700407737815,5.0,40.0,0.1,400.0,101.0,0.0,110.13720083373293,99.25737007769101
36.0,11407.534094409488,7610.6643094874535,4.0,40.0,0.1,400.0,101.0,0.0,112.94588212286621,99.25737007769101
37.0,12513.247053818952,8257.10088478196,4.0,40.0,0.1,400.0,101.0,0.0,123.89353518632626,99.25737007769101
38.0,21255.136286042543,694.671454960059,2.0,40.0,0.1,400.0,101.0,0.0,210.4468939212133,99.25737007769101
39.0,20719.505001744117,4061.601798032141,2.0,40.0,0.1,400.0,101.0,0.0,205.14361387865463,99.25737007769101
0.0,15129.168073432644,1412.8787146056393,3.0,40.0,0.1,400.0,101.0,1.0,149.7937433013133,99.9724813678083
1.0,14490.265102192821,1872.3554980338815,3.0,40.0,0.1,400.0,101.0,1.0,143.46797130883982,99.9724813678083
2.0,19258.11281712227,1321.4634913590191,2.0,40.0,0.1,400.0,101.0,1.0,190.67438432794327,99.9724813678083
4.0,11316.403235184811,6193.730073594152,5.0,40.0,0.1,400.0,101.0,1.0,112.04359638796842,99.9724813678083
6.0,17279.80672401977,4970.156770179232,2.0,40.0,0.1,400.0,101.0,1.0,171.08719528732445,99.9724813678083
7.0,8184.6613000528505,6153.736692187698,6.0,40.0,0.1,400.0,101.0,1.0,81.03625049557277,99.9724813678083
9.0,12115.795367727824,5623.562076241024,4.0,40.0,0.1,400.0,101.0,1.0,119.95836997750321,99.9724813678083
10.0,19546.785876845257,614.487963766168,2.0,40.0,0.1,400.0,101.0,1.0,193.53253343411146,99.9724813678083
11.0,9704.244817041706,5572.683986697335,5.0,40.0,0.1,400.0,101.0,1.0,96.08163185189808,99.9724813678083
13.0,12042.913626063095,6149.775290497228,4.0,40.0,0.1,400.0,101.0,1.0,119.23676857488212,99.9724813678083
14.0,12340.844949459315,0.0,1.0,40.0,0.1,400.0,101.0,1.0,122.18658365801302,99.9724813678083
16.0,11532.971455099429,12997.305558808248,2.0,40.0,0.1,400.0,101.0,1.0,114.18783618910325,99.9724813678083
17.0,15890.76231312478,709.5407504963636,3.0,40.0,0.1,400.0,101.0,1.0,157.33428032796812,99.9724813678083
19.0,7529.470526714694,5874.385731137374,7.0,40.0,0.1,400.0,101.0,1.0,74.54921313578905,99.9724813678083
20.0,20271.817854691875,0.0,1.0,40.0,0.1,400.0,101.0,1.0,200.7110678682364,99.9724813678083
22.0,15846.933711459671,2848.7151363569606,3.0,40.0,0.1,400.0,101.0,1.0,156.90033377682843,99.9724813678083
23.0,24262.233210330847,0.0,1.0,40.0,0.1,400.0,101.0,1.0,240.22013079535492,99.9724813678083
24.0,23051.188297762423,0.0,1.0,40.0,0.1,400.0,101.0,1.0,228.22958710655865,99.9724813678083
25.0,7987.840013171379,5951.356525414737,6.0,40.0,0.1,400.0,101.0,1.0,79.08752488288494,99.9724813678083
26.0,20129.10522562868,705.377897421556,2.0,40.0,0.1,400.0,101.0,1.0,199.298071540878,99.9724813678083
27.0,19113.477465575656,2111.7501953477818,2.0,40.0,0.1,400.0,101.0,1.0,189.24235114431343,99.9724813678083
28.0,13578.032810046387,12728.98760917925,2.0,40.0,0.1,400.0,101.0,1.0,134.43596841630085,99.9724813678083
29.0,19608.78175218698,754.7889941963833,2.0,40.0,0.1,400.0,101.0,1.0,194.1463539820493,99.9724813678083
30.0,5353.630956250501,0.0,1.0,40.0,0.1,400.0,101.0,1.0,53.006247091589124,99.9724813678083
31.0,12883.063333173366,14567.68429966429,2.0,40.0,0.1,400.0,101.0,1.0,127.55508250666699,99.9724813678083
32.0,10021.626214626971,6701.085370288906,5.0,40.0,0.1,400.0,101.0,1.0,99.22402192699971,99.9724813678083
33.0,12612.491180080924,5790.828799040016,3.0,40.0,0.1,400.0,101.0,1.0,124.87615029783093,99.9724813678083
34.0,24288.79715924106,0.0,1.0,40.0,0.1,400.0,101.0,1.0,240.48314019050557,99.9724813678083
36.0,12663.679405011402,5613.328651196186,4.0,40.0,0.1,400.0,101.0,1.0,125.38296440605349,99.9724813678083
37.0,6625.542555957869,5136.896186889475,8.0,40.0,0.1,400.0,101.0,1.0,65.59943124710762,99.9724813678083
38.0,13166.649578736953,8545.800874279517,3.0,40.0,0.1,400.0,101.0,1.0,130.36286711620747,99.9724813678083
39.0,10478.293075454083,5314.840853619113,5.0,40.0,0.1,400.0,101.0,1.0,103.74547599459488,99.9724813678083
0.0,7602.4733572363175,5591.891414019471,6.0,40.0,0.1,400.0,101.0,2.0,75.27201343798335,98.17471666489737
2.0,16488.681777922484,8833.885906364036,2.0,40.0,0.1,400.0,101.0,2.0,163.2542750289355,98.17471666489737
4.0,16549.38220069425,9786.973467834427,2.0,40.0,0.1,400.0,101.0,2.0,163.85526931380446,98.17471666489737
5.0,18057.38301738686,5969.191011608104,2.0,40.0,0.1,400.0,101.0,2.0,178.78597046917682,98.17471666489737
6.0,20044.189207382446,69.4557382664525,2.0,40.0,0.1,400.0,101.0,2.0,198.4573188849747,98.17471666489737
7.0,9954.602564297118,7011.101930608347,6.0,40.0,0.1,400.0,101.0,2.0,98.56042142868434,98.17471666489737
8.0,13915.500670066836,3081.701682713705,4.0,40.0,0.1,400.0,101.0,2.0,137.7772343570974,98.17471666489737
9.0,8302.087166999821,6552.762227319316,6.0,40.0,0.1,400.0,101.0,2.0,82.19888284158239,98.17471666489737
10.0,26855.79371689689,0.0,1.0,40.0,0.1,400.0,101.0,2.0,265.8989476920484,98.17471666489737
11.0,16389.41119351534,1353.7923005333334,3.0,40.0,0.1,400.0,101.0,2.0,162.27139795559745,98.17471666489737
12.0,10364.09866433659,6311.103394936855,5.0,40.0,0.1,400.0,101.0,2.0,102.61483826075832,98.17471666489737
13.0,13291.867353914786,9618.72059317281,3.0,40.0,0.1,400.0,101.0,2.0,131.60264706846323,98.17471666489737
14.0,20280.708334963252,318.32830305837507,2.0,40.0,0.1,400.0,101.0,2.0,200.79909242537875,98.17471666489737
16.0,14348.937191684654,0.0,1.0,40.0,0.1,400.0,101.0,2.0,142.06868506618468,98.17471666489737
17.0,17889.943130894935,6698.492463885502,2.0,40.0,0.1,400.0,101.0,2.0,177.12814981084094,98.17471666489737
18.0,10211.999604021623,5966.872104105415,6.0,40.0,0.1,400.0,101.0,2.0,101.10890697051111,98.17471666489737
19.0,13750.30474429861,5314.844847895308,3.0,40.0,0.1,400.0,101.0,2.0,136.1416311316694,98.17471666489737
21.0,24955.803657750403,0.0,1.0,40.0,0.1,400.0,101.0,2.0,247.0871649282218,98.17471666489737
22.0,14154.613828595344,4967.264477941483,4.0,40.0,0.1,400.0,101.0,2.0,140.14469137223114,98.17471666489737
23.0,14964.147228242464,5106.054606535947,3.0,40.0,0.1,400.0,101.0,2.0,148.15987354695508,98.17471666489737
25.0,14044.20368764682,7990.47314874614,3.0,40.0,0.1,400.0,101.0,2.0,139.0515216598695,98.17471666489737
26.0,8418.73260447975,6534.1945575475,7.0,40.0,0.1,400.0,101.0,2.0,83.35378816316585,98.17471666489737
28.0,14474.65954778046,15434.56319756647,2.0,40.0,0.1,400.0,101.0,2.0,143.31346086911347,98.17471666489737
29.0,11099.913330889027,6529.959876643388,5.0,40.0,0.1,400.0,101.0,2.0,109.90013198900027,98.17471666489737
30.0,23775.378645890367,0.0,1.0,40.0,0.1,400.0,101.0,2.0,235.39978857317195,98.17471666489737
31.0,20669.020663904557,866.3463815370727,2.0,40.0,0.1,400.0,101.0,2.0,204.64376894955006,98.17471666489737
33.0,10154.20978294666,5830.076528766635,5.0,40.0,0.1,400.0,101.0,2.0,100.53673052422435,98.17471666489737
34.0,19827.25995847261,1396.1343265540704,2.0,40.0,0.1,400.0,101.0,2.0,196.30950453933275,98.17471666489737
35.0,16210.400575532189,967.2152521553785,3.0,40.0,0.1,400.0,101.0,2.0,160.4990155993286,98.17471666489737
36.0,11308.954240586483,6908.169967573364,4.0,40.0,0.1,400.0,101.0,2.0,111.9698439662028,98.17471666489737
39.0,15579.58324245152,637.3649021973054,3.0,40.0,0.1,400.0,101.0,2.0,154.25329943021308,98.17471666489737
1.0,20496.14269027738,0.0,1.0,40.0,0.2,200.0,101.0,0.0,202.93210584433047,99.63504956544712
2.0,8787.070302686723,5694.901982384714,6.0,40.0,0.2,200.0,101.0,0.0,87.00069606620518,99.63504956544712
3.0,10534.072259528053,7445.375127506282,4.0,40.0,0.2,200.0,101.0,0.0,104.2977451438421,99.63504956544712
4.0,15628.43122428464,0.0,1.0,40.0,0.2,200.0,101.0,0.0,154.7369428146994,99.63504956544712
6.0,8661.624849883534,5506.2092604772315,6.0,40.0,0.2,200.0,101.0,0.0,85.75866188003499,99.63504956544712
7.0,6661.633769330254,4620.129400531428,8.0,40.0,0.2,200.0,101.0,0.0,65.95676999336885,99.63504956544712
8.0,14021.106167822982,5342.592659995014,3.0,40.0,0.2,200.0,101.0,0.0,138.822833344782,99.63504956544712
9.0,11532.230663889706,7462.69558842934,4.0,40.0,0.2,200.0,101.0,0.0,114.18050162267036,99.63504956544712
10.0,13016.486512873204,3791.099476630541,4.0,40.0,0.2,200.0,101.0,0.0,128.8761040878535,99.63504956544712
13.0,10383.919568011095,7689.139929694603,4.0,40.0,0.2,200.0,101.0,0.0,102.81108483179302,99.63504956544712
15.0,13305.80706652909,8744.182146406214,3.0,40.0,0.2,200.0,101.0,0.0,131.7406640250405,99.63504956544712
16.0,8932.633968389253,5936.590519550938,5.0,40.0,0.2,200.0,101.0,0.0,88.44192047910151,99.63504956544712
17.0,9260.551394518505,9552.296868913365,3.0,40.0,0.2,200.0,101.0,0.0,91.68862766850005,99.63504956544712
18.0,17674.60665221753,5120.017412665632,2.0,40.0,0.2,200.0,101.0,0.0,174.9961054675003,99.63504956544712
19.0,10447.604349335941,5607.592452202941,4.0,40.0,0.2,200.0,101.0,0.0,103.44162722114793,99.63504956544712
21.0,9085.976215727906,6202.913533244026,5.0,40.0,0.2,200.0,101.0,0.0,89.96016055176145,99.63504956544712
22.0,10036.142550491231,5601.189907357836,4.0,40.0,0.2,200.0,101.0,0.0,99.36774802466566,99.63504956544712
23.0,14234.813323510703,2120.2017299759245,3.0,40.0,0.2,200.0,101.0,0.0,140.9387457773337,99.63504956544712
24.0,10862.59590281621,0.0,1.0,40.0,0.2,200.0,101.0,0.0,107.55045448332882,99.63504956544712
25.0,11732.883155643274,5432.410388933138,4.0,40.0,0.2,200.0,101.0,0.0,116.1671599568641,99.63504956544712
26.0,9403.139560574231,0.0,1.0,40.0,0.2,200.0,101.0,0.0,93.10039168885378,99.63504956544712
28.0,15081.316699249825,1426.8670127997716,3.0,40.0,0.2,200.0,101.0,0.0,149.3199673193052,99.63504956544712
30.0,12749.703834286833,5805.48555705229,3.0,40.0,0.2,200.0,101.0,0.0,126.23469142858251,99.63504956544712
31.0,18625.20721170351,3652.6715360231647,2.0,40.0,0.2,200.0,101.0,0.0,184.40799219508426,99.63504956544712
32.0,9175.230058723455,6122.03989813205,6.0,40.0,0.2,200.0,101.0,0.0,90.84386196755896,99.63504956544712
33.0,22669.046030531426,0.0,1.0,40.0,0.2,200.0,101.0,0.0,224.44600030229134,99.63504956544712
34.0,18847.660937694385,1645.3948720811409,2.0,40.0,0.2,200.0,101.0,0.0,186.61050433360776,99.63504956544712
35.0,14897.21929530176,3707.9332718869687,3.0,40.0,0.2,200.0,101.0,0.0,147.49722074556198,99.63504956544712
36.0,12770.125765528117,1857.883115638425,4.0,40.0,0.2,200.0,101.0,0.0,126.43688876760511,99.63504956544712
39.0,14358.120422351056,0.0,1.0,40.0,0.2,200.0,101.0,0.0,142.15960814208967,99.63504956544712
0.0,8029.627890505454,0.0,1.0,40.0,0.2,200.0,101.0,1.0,79.50126624262826,99.59650732958221
