step,mean_player_reward,mean_player_regret,system_reward,oracle_reward,oracle_mean_expected,best_arm_index,efficiency,occupancy_variance,player_reward_variance,cumulative_system_regret
41.0,9.067146146264621,3375.4504938311507,2720.1438438793866,91.24409893464608,91.40776823049084,46.0,0.09937241149982749,0.0,31.299726469241836,1012635.1481493454
42.0,9.072423164536241,3457.9365896087243,2721.7269493608724,91.55851894211004,91.40776823049084,46.0,0.09908879336801513,0.0,31.375213442620286,1037380.9768826176
43.0,9.071048049318952,3540.0317400407944,2721.3144147956855,91.16619848138889,91.40776823049084,46.0,0.09950012395406352,0.0,31.27492315421697,1062009.5220122386
44.0,9.072959032941904,3622.4045698044274,2721.8877098825715,91.44578879657499,91.40776823049084,46.0,0.09921680541380734,0.0,31.36860011174263,1086721.3709413286
45.0,9.06953544878018,3704.66689126963,2720.860634634054,91.33185691398249,91.40776823049084,46.0,0.09930308826767842,0.0,31.293771663829517,1111400.0673808893
46.0,9.071861973266962,3787.2114059883156,2721.5585919800887,91.61637669195268,91.40776823049084,46.0,0.09902009117616424,0.0,31.33149986186256,1136163.421796495
47.0,9.072128276831311,3869.3101014269523,2721.638483049393,91.17082371546832,91.40776823049084,46.0,0.09950692455235662,0.0,31.276034000736093,1160793.0304280862
48.0,9.073429343655306,3951.4496967970717,2722.0288030965917,91.21302471377459,91.40776823049084,46.0,0.09947515031025034,0.0,31.303023304213706,1185434.909039122
49.0,9.076556982097824,4033.7523524880426,2722.9670946293472,91.37921267306845,91.40776823049084,46.0,0.09932846559503015,0.0,31.234616148692737,1210125.7057464132
50.0,9.07350469697766,4116.240601011871,2722.051409093298,91.5617532208062,91.40776823049084,46.0,0.09909710526289732,0.0,31.347221649136067,1234872.1803035617
51.0,9.071307784907995,4198.496993251961,2721.392335472399,91.32770002499709,91.40776823049084,46.0,0.09932701450299426,0.0,31.22264156868305,1259549.0979755884
52.0,9.07581507969903,4280.842153815672,2722.7445239097087,91.4209756434103,91.40776823049084,46.0,0.09927497508995597,0.0,31.260181920472462,1284252.6461447019
53.0,9.071102309311485,4363.157067235216,2721.3306927934455,91.38601572885663,91.40776823049084,46.0,0.09926138301319044,0.0,31.310686254783544,1308947.1201705653
54.0,9.065274456776558,4445.692420614116,2719.5823370329676,91.60062783567543,91.40776823049084,46.0,0.09896520003158682,0.0,31.39769473185168,1333707.726184235
55.0,9.075697236628773,4528.137526066778,2722.7091709886317,91.52080268929173,91.40776823049084,46.0,0.0991654025089824,0.0,31.291984695790873,1358441.257820034
56.0,9.073363192469046,4610.225398882457,2722.008957740714,91.1612360081477,91.40776823049084,46.0,0.09953093650088397,0.0,31.26071413290259,1383067.6196647375
57.0,9.0767740356075,4692.690939364504,2723.03221068225,91.54231451765412,91.40776823049084,46.0,0.09915386216127434,0.0,31.341668514644905,1407807.2818093514
58.0,9.072789590178457,4774.827577274745,2721.836877053537,91.20942750042025,91.40776823049084,46.0,0.09947205940018267,0.0,31.32044334543547,1432448.273182424
59.0,9.078400729745011,4857.001791754135,2723.5202189235033,91.25261520913514,91.40776823049084,46.0,0.09948647180071381,0.0,31.257379009868195,1457100.537526241
60.0,9.069219881125143,4939.140870797427,2720.7659643375428,91.2082989244176,91.40776823049084,46.0,0.09943415224354325,0.0,31.30893840854987,1481742.2612392288
61.0,9.074390697290816,5021.686579614402,2722.3172091872448,91.6200995142652,91.40776823049084,46.0,0.0990436677694062,0.0,31.32473280601464,1506505.973884321
62.0,9.073133812536433,5103.939414404517,2721.94014376093,91.32596860265228,91.40776823049084,46.0,0.09934889223034128,0.0,31.360906338162742,1531181.824321356
63.0,9.071717895826495,5186.441308667056,2721.5153687479483,91.57361215836492,91.40776823049084,46.0,0.09906475983647027,0.0,31.39171758997476,1555932.3926001175
64.0,9.07005441178874,5268.621831319449,2721.016323536622,91.25057706418114,91.40776823049084,46.0,0.09939722798037007,0.0,31.223812030498866,1580586.5493958353
65.0,9.07599785009622,5351.079920786361,2722.799355028866,91.53408731700932,91.40776823049084,46.0,0.09915429449428369,0.0,31.276297104046733,1605323.9762359092
66.0,9.070519559798583,5433.403272273801,2721.155867939575,91.39387104723804,91.40776823049084,46.0,0.09924647523804277,0.0,31.308949844804406,1630020.981682141
67.0,9.07949473542072,5515.739779742002,2723.8484206262165,91.41600220362088,91.40776823049084,46.0,0.099320627861159,0.0,31.245279899708706,1654721.9339226012
68.0,9.067734164531366,5598.1589349199785,2720.3202493594094,91.48688934250809,91.40776823049084,46.0,0.0991151216277956,0.0,31.326685111770907,1679447.6804759942
69.0,9.078233740497435,5680.518965335807,2723.4701221492305,91.43826415632635,91.40776823049084,46.0,0.09928265616434864,0.0,31.32200857713091,1704155.689600743
70.0,9.070410224766968,5762.728950150208,2721.1230674300905,91.28039503916764,91.40776823049084,46.0,0.09936865655407091,0.0,31.295791878126202,1728818.685045063
71.0,9.071535895910777,5844.979818967849,2721.460768773233,91.32240471355136,91.40776823049084,46.0,0.09933527182475353,0.0,31.287963725903627,1753493.9456903553
72.0,9.080809490121347,5927.423041089039,2724.242847036404,91.52403161131147,91.40776823049084,46.0,0.09921776095579085,0.0,31.282447959035157,1778226.9123267124
73.0,9.068508591999906,6009.656547535465,2720.552577599972,91.30201503842507,91.40776823049084,46.0,0.0993242984635483,0.0,31.318479929773236,1802896.9642606399
74.0,9.073838653083385,6091.855015599263,2722.1515959250155,91.27230671688271,91.40776823049084,46.0,0.09941502498922808,0.0,31.30323576846914,1827556.5046797798
75.0,9.072466448795625,6174.1862636266715,2721.739934638688,91.40371447620372,91.40776823049084,46.0,0.0992570870974568,0.0,31.253458336436935,1852255.8790880023
76.0,9.070850458576246,6256.268481417059,2721.2551375728735,91.1530682489637,91.40776823049084,46.0,0.09951228886559581,0.0,31.277994023874406,1876880.5444251185
77.0,9.078967798599209,6338.373885396809,2723.690339579762,91.18437177834909,91.40776823049084,46.0,0.09956714754440989,0.0,31.302823640575173,1901512.1656190434
78.0,9.067492439003733,6420.941674854359,2720.2477317011194,91.63528189655372,91.40776823049084,46.0,0.09895197844472117,0.0,31.346986220894745,1926282.5024563083
79.0,9.07775913590319,6503.085580436154,2723.3277407709566,91.22166471769727,91.40776823049084,46.0,0.09951319309942475,0.0,31.284005385832366,1950925.6741308465
80.0,9.077082563379447,6585.580678031543,2723.124769013834,91.57218015876936,91.40776823049084,46.0,0.09912489303674382,0.0,31.29809737705064,1975674.2034094634
81.0,9.067756559389451,6667.912582152744,2720.3269678168353,91.39966068059076,91.40776823049084,46.0,0.09920995867892803,0.0,31.338828940708694,2000373.7746458238
82.0,9.078000288353612,6750.347649527207,2723.400086506084,91.51306766281631,91.40776823049084,46.0,0.09919895070944272,0.0,31.298008340799132,2025104.2948581625
83.0,9.080993423739487,6832.518440033301,2724.298027121846,91.2517839298333,91.40776823049084,46.0,0.09951579062522418,0.0,31.323260287629186,2049755.5320099907
84.0,9.07013606494499,6914.856744015897,2721.0408194834968,91.40844004754095,91.40776823049084,46.0,0.09922646158525043,0.0,31.346201972574487,2074457.0232047695
85.0,9.068949991875778,6997.253330318873,2720.6849975627333,91.46553629485109,91.40776823049084,46.0,0.09915155324340781,0.0,31.291371481158382,2099175.999095662
86.0,9.078293573829134,7079.497241819915,2723.4880721487402,91.32220507487216,91.40776823049084,46.0,0.09940948717112263,0.0,31.359394524863642,2123849.172545975
87.0,9.070595041024362,7161.592902942873,2721.178512307308,91.16625616398161,91.40776823049084,46.0,0.09949509196373048,0.0,31.310303050285288,2148477.8708828622
88.0,9.079835880013263,7243.8253447086445,2723.9507640039787,91.31227764578496,91.40776823049084,46.0,0.09943718538305889,0.0,31.253285946318126,2173147.6034125937
89.0,9.07590013316984,7326.231636605165,2722.7700399509517,91.48219202969062,91.40776823049084,46.0,0.09920947379818194,0.0,31.302231003512013,2197869.49098155
90.0,9.072792905698703,7408.785578194594,2721.8378717096107,91.62673449512715,91.40776823049084,46.0,0.09901905765485082,0.0,31.28262297250496,2222635.6734583783
91.0,9.081507496980102,7491.171584618519,2724.4522490940303,91.46751392090492,91.40776823049084,46.0,0.09928669871614955,0.0,31.308470052826237,2247351.4753855555
92.0,9.070602024240184,7573.685218445842,2721.1806072720556,91.58423585156335,91.40776823049084,46.0,0.09904108430780065,0.0,31.34495130518426,2272105.5655337526
93.0,9.071207620655496,7656.235281103199,2721.362286196649,91.62127027801263,91.40776823049084,46.0,0.09900766048244164,0.0,31.358477875347845,2296870.5843309597
94.0,9.080822616388483,7738.451944344449,2724.246784916545,91.29748585763866,91.40776823049084,46.0,0.0994641038697202,0.0,31.319356004494097,2321535.5833033347
95.0,9.077179487923067,7820.691540079467,2723.1538463769202,91.31677522294245,91.40776823049084,46.0,0.09940319799688363,0.0,31.27581779223054,2346207.4620238403
96.0,9.06351457654625,7903.273386694727,2719.0543729638753,91.64536119180639,91.40776823049084,46.0,0.09889769060516922,0.0,31.286749488216735,2370982.0160084185
97.0,9.074322524219356,7985.383086240042,2722.296757265807,91.18402206953367,91.40776823049084,46.0,0.09951658545287247,0.0,31.331180683167627,2395614.925872013
98.0,9.082316349680383,8067.501894793987,2724.694904904115,91.20112490362678,91.40776823049084,46.0,0.09958557374459762,0.0,31.268597813969343,2420250.568438197
99.0,9.066156937666586,8149.592706229093,2719.847081299976,91.15696837277169,91.40776823049084,46.0,0.09945654292266502,0.0,31.350735231197856,2444877.8118687286
100.0,9.077653439563981,8232.014574153669,2723.2960318691944,91.49952136414042,91.40776823049084,46.0,0.09920984617436047,0.0,31.372601370901428,2469604.3722461015
101.0,9.075408476534331,8314.591674305675,2722.6225429602996,91.65250862854172,91.40776823049084,46.0,0.09901974983921102,0.0,31.21065924248265,2494377.5022917036
102.0,9.080412734797473,8396.745240133168,2724.123820439242,91.23397856228944,91.40776823049084,46.0,0.09952884745235437,0.0,31.209747235347912,2519023.572039951
103.0,9.07497174441719,8479.2975385532,2722.4915233251572,91.62727016445109,91.40776823049084,46.0,0.0990422581413763,0.0,31.37330071961708,2543789.2615659614
104.0,9.072174894851681,8561.51929619455,2721.6524684555047,91.29393253620029,91.40776823049084,46.0,0.0993732512426753,0.0,31.31001804191295,2568455.788858366
105.0,9.074671341066482,8644.10710232465,2722.4014023199443,91.66247747116613,91.40776823049084,46.0,0.09900093900386953,0.0,31.310259256513795,2593232.130697396
106.0,9.075676316513555,8726.257349664651,2722.7028949540663,91.22592365651542,91.40776823049084,46.0,0.0994857158222411,0.0,31.276487861036962,2617877.2048993967
107.0,9.072468813871328,8808.455006881233,2721.7406441613984,91.27012603045388,91.40776823049084,46.0,0.09940239165270945,0.0,31.32190854053258,2642536.5020643715
108.0,9.076119464465167,8890.687549288832,2722.83583933955,91.30866187206449,91.40776823049084,46.0,0.09940042136617894,0.0,31.277305360559506,2667206.2647866514
109.0,9.06669187885393,8973.03640445395,2720.0075636561787,91.41554704397022,91.40776823049084,46.0,0.09918107118576797,0.0,31.337992941768544,2691910.921336186
110.0,9.073638576831431,9055.49059816774,2722.0915730494294,91.52783229062162,91.40776823049084,46.0,0.09913529414769238,0.0,31.292534737789083,2716647.1794503233
111.0,9.070404617919808,9137.636417395699,2721.1213853759423,91.21622384587832,91.40776823049084,46.0,0.09943850156793858,0.0,31.28427209817885,2741290.9252187107
112.0,9.073381589864576,9219.952592574387,2722.014476959373,91.38955676855218,91.40776823049084,46.0,0.09928247724018718,0.0,31.285258348791608,2765985.777772317
113.0,9.074095976081118,9302.130124641946,2722.2287928243354,91.25162804364122,91.40776823049084,46.0,0.09944037351028322,0.0,31.268325298378798,2790639.037392585
114.0,9.083711491568579,9384.20268392414,2725.1134474705736,91.15627077376351,91.40776823049084,46.0,0.09964988052344767,0.0,31.23863017059997,2815260.8051772434
115.0,9.073542171931022,9466.63168244328,2722.062651579307,91.50254069107072,91.40776823049084,46.0,0.09916164188888434,0.0,31.268654495322224,2839989.5047329855
116.0,9.0730489496062,9548.901704620524,2721.91468488186,91.34307112685005,91.40776823049084,46.0,0.09932936168750299,0.0,31.292860283358586,2864670.511386159
117.0,9.072839108803963,9631.493590089536,2721.8517326411893,91.66472457781646,91.40776823049084,46.0,0.09897852364244879,0.0,31.427895118948154,2889448.0770268627
118.0,9.07095164600397,9713.767139333724,2721.285493801191,91.34450089019116,91.40776823049084,46.0,0.09930484657098866,0.0,31.32285828769126,2914130.1418001186
119.0,9.075542340750012,9795.870758512558,2722.6627022250036,91.17916151958401,91.40776823049084,46.0,0.09953526868966339,0.0,31.321897249967524,2938761.227553769
120.0,9.068860432321143,9878.408904955159,2720.6581296963427,91.60700687492319,91.40776823049084,46.0,0.09899745381598843,0.0,31.34349292289259,2963522.6714865495
121.0,9.077001116962323,9960.896769724113,2723.1003350886967,91.56486588591588,91.40776823049084,46.0,0.09913192171625852,0.0,31.346152891154823,2988269.0309172357
122.0,9.071169811287527,10043.124518871946,2721.350943386258,91.29891895912085,91.40776823049084,46.0,0.09935681511573154,0.0,31.278554629409637,3012937.3556615855
123.0,9.074115444684052,10125.223374437095,2722.234633405216,91.17297100983326,91.40776823049084,46.0,0.09952637655852395,0.0,31.32894369639355,3037567.0123311304
124.0,9.067537543367877,10207.778547485905,2720.2612630103627,91.62271059217683,91.40776823049084,46.0,0.09896604766179123,0.0,31.35821414927365,3062333.564245773
125.0,9.072993559159027,10289.865428624846,2721.898067747708,91.15987469809987,91.40776823049084,46.0,0.09952836803699713,0.0,31.355215852292183,3086959.6285874555
126.0,9.065266740212518,10372.120286587571,2719.5800220637557,91.32012470293928,91.40776823049084,46.0,0.09926910163232332,0.0,31.32696920478657,3111636.0859762738
127.0,9.071663578074029,10454.531210563282,2721.4990734222088,91.48258755378436,91.40776823049084,46.0,0.09916273490559747,0.0,31.300448151731086,3136359.363168987
128.0,9.073849036673586,10536.999322678414,2722.154711002076,91.54196115180379,91.40776823049084,46.0,0.09912229236193057,0.0,31.326753080666155,3161099.796803526
129.0,9.069417119561328,10619.162002745325,2720.825135868398,91.23209718647294,91.40776823049084,46.0,0.09941037638347809,0.0,31.280856868185936,3185748.6008235994
130.0,9.071462552715627,10701.738510481971,2721.438765814688,91.64797028936037,91.40776823049084,46.0,0.09898159800019875,0.0,31.311314640469018,3210521.553144593
131.0,9.064550929083559,10783.938174167222,2719.3652787250676,91.26421461433574,91.40776823049084,46.0,0.0993220723740245,0.0,31.311457760601872,3235181.4522501687
132.0,9.07052906325941,10866.502036077474,2721.158718977823,91.63439097351174,91.40776823049084,46.0,0.0989860789916897,0.0,31.349963252494007,3259950.6108232443
133.0,9.068835013422392,10948.613192498937,2720.650504026718,91.17999143488458,91.40776823049084,46.0,0.09946080133050707,0.0,31.33823700274051,3284583.957749683
134.0,9.07320303687502,11031.192863525785,2721.960911062506,91.65287406372185,91.40776823049084,46.0,0.09899529206871195,0.0,31.362630637687307,3309357.859057737
135.0,9.073497003786203,11113.32325873039,2722.049101135861,91.20389220839184,91.40776823049084,46.0,0.09948585289599443,0.0,31.333262078081315,3333996.9776191185
136.0,9.069714469680367,11195.504987060503,2720.91434090411,91.25144279979398,91.40776823049084,46.0,0.09939255962866643,0.0,31.36655542274264,3358651.4961181525
137.0,9.075314867962327,11277.929385627525,2722.594460388698,91.49971343498333,91.40776823049084,46.0,0.09918407967923248,0.0,31.261860022600683,3383378.815688259
138.0,9.073534005676901,11360.220524453594,2722.0602017030706,91.36467283174645,91.40776823049084,46.0,0.09931118587144028,0.0,31.314250941386245,3408066.15733608
139.0,9.073051835616988,11442.49197400639,2721.9155506850966,91.34450138841198,91.40776823049084,46.0,0.09932783799472358,0.0,31.373008028757194,3432747.5922019184
140.0,9.078549141624478,11524.922330065323,2723.5647424873437,91.50890520055604,91.40776823049084,46.0,0.09920946078119305,0.0,31.359271024327235,3457476.699019598
141.0,9.070706988867943,11607.430745585336,2721.2120966603834,91.57912250888226,91.40776823049084,46.0,0.09904776045422553,0.0,31.34379876857774,3482229.223675602
142.0,9.067951755720028,11689.705745397725,2720.385526716008,91.34295156810896,91.40776823049084,46.0,0.09927368888401422,0.0,31.334924251486687,3506911.7236193186
143.0,9.06319655186426,11771.865395019233,2718.958965559278,91.2228461733726,91.40776823049084,46.0,0.09935226680648945,0.0,31.332658870262044,3531559.6185057713
144.0,9.081010325590743,11854.157838494964,2724.303097677223,91.37345380132135,91.40776823049084,46.0,0.09938346366260944,0.0,31.334836383287527,3556247.3515484906
145.0,9.070319074764047,11936.511923811127,2721.0957224292138,91.42440439092738,91.40776823049084,46.0,0.09921113662364917,0.0,31.274770452714623,3580953.5771433394
146.0,9.069490790106112,12019.092308488714,2720.8472370318336,91.6498754676943,91.40776823049084,46.0,0.0989580263347223,0.0,31.382028958543756,3605727.692546616
147.0,9.07160486133743,12101.361538003737,2721.4814584012292,91.34083437635823,91.40776823049084,46.0,0.0993159841737272,0.0,31.31580318347875,3630408.461401122
148.0,9.075441930807658,12183.54952344748,2722.6325792422977,91.26342737455242,91.40776823049084,46.0,0.09944226501116725,0.0,31.304169010564213,3655064.8570342455
149.0,9.067708393999691,12265.991662917932,2720.3125181999076,91.50984786445048,91.40776823049084,46.0,0.09908997343576934,0.0,31.377862046758615,3679797.498875381
150.0,9.073380974414944,12348.223303654311,2722.014292324483,91.30502171079493,91.40776823049084,46.0,0.09937439151106629,0.0,31.347380018349625,3704466.991096295
151.0,9.076489310708842,12430.632736561553,2722.9467932126527,91.48592221794995,91.40776823049084,46.0,0.09921186878441932,0.0,31.313730955476007,3729189.8209684673
152.0,9.074171718459443,12513.201840291054,2722.251515537833,91.64327544796154,91.40776823049084,46.0,0.09901623085931814,0.0,31.32719941656865,3753960.5520873177
153.0,9.069084271523892,12595.371430065145,2720.725281457167,91.23867404561437,91.40776823049084,46.0,0.09939956237187142,0.0,31.234278605592188,3778611.4290195447
154.0,9.074007683956358,12677.614288720353,2722.202305186908,91.31686633916378,91.40776823049084,46.0,0.09936836476904724,0.0,31.30940752505438,3803284.286616107
155.0,9.070748317738568,12760.137372936364,2721.2244953215704,91.593832533751,91.40776823049084,46.0,0.09903230454295193,0.0,31.392834540602735,3828041.2118809107
156.0,9.070113469377356,12842.380088711352,2721.0340408132065,91.31282924436547,91.40776823049084,46.0,0.0993301110526814,0.0,31.24579913732522,3852714.0266134073
157.0,9.071287605013554,12924.815625678559,2721.386281504066,91.50682457221934,91.40776823049084,46.0,0.09913236141042442,0.0,31.300017611507823,3877444.687703569
158.0,9.076107719787,13007.143919114214,2722.8323159361003,91.40440115544244,91.40776823049084,46.0,0.09929617835745305,0.0,31.32817611057941,3902143.1757342657
159.0,9.073458447584624,13089.531483917985,2722.037534275387,91.46102325135489,91.40776823049084,46.0,0.09920573950554627,0.0,31.304843896642655,3926859.4451753967
160.0,9.075573423263922,13171.827588923243,2722.6720269791763,91.37167842852132,91.40776823049084,46.0,0.09932589156019067,0.0,31.314195009066957,3951548.276676974
161.0,9.070366770037861,13254.007143293435,2721.1100310113584,91.24992114023053,91.40776823049084,46.0,0.09940136557596313,0.0,31.35092450846582,3976202.1429880317
162.0,9.07416269521612,13336.477401009306,2722.248808564836,91.54442041108786,91.40776823049084,46.0,0.09912305582872048,0.0,31.21371415396502,4000943.220302793
163.0,9.067774269831997,13419.001180678259,2720.332280949599,91.59155393878459,91.40776823049084,46.0,0.09900229748140821,0.0,31.33225588221521,4025700.354203479
164.0,9.068524204338049,13501.216042486434,2720.5572613014147,91.28338601251433,91.40776823049084,46.0,0.09934473950270442,0.0,31.2778269041897,4050364.8127459316
165.0,9.06875893751422,13583.593826224484,2720.627681254266,91.44654267556247,91.40776823049084,46.0,0.09917005796149898,0.0,31.308848754405386,4075078.147867346
166.0,9.077885481391673,13666.010440446518,2723.3656444175017,91.49449970342796,91.40776823049084,46.0,0.09921782741931927,0.0,31.344280809768424,4099803.132133957
167.0,9.071252240220144,13748.345218339378,2721.375672066043,91.40603013307849,91.40776823049084,46.0,0.09924128886259762,0.0,31.253799521478694,4124503.5655018147
168.0,9.071288669746783,13830.849022462187,2721.386600924035,91.57509279255645,91.40776823049084,46.0,0.09905847095668059,0.0,31.257565378362646,4149254.706738658
169.0,9.070733724699588,13913.313633894222,2721.2201174098764,91.53534515673294,91.40776823049084,46.0,0.0990954227480988,0.0,31.346919694810882,4173994.090168268
170.0,9.074584182271069,13995.511872407476,2722.3752546813203,91.27282269552667,91.40776823049084,46.0,0.09942263112145232,0.0,31.28202085001645,4198653.561722245
171.0,9.074647157354338,14077.808314531128,2722.3941472063016,91.37108928100619,91.40776823049084,46.0,0.09931639459223054,0.0,31.33707576031718,4223342.4943593405
172.0,9.077338441099794,14160.00242607212,2723.201532329938,91.27144998209272,91.40776823049084,46.0,0.0994543029926746,0.0,31.326034859921425,4248000.727821639
173.0,9.075480197989878,14242.54154100574,2722.6440593969633,91.61459513160806,91.40776823049084,46.0,0.09906151072274658,0.0,31.362604296058944,4272762.462301725
174.0,9.075185987002962,14324.801220806343,2722.5557961008885,91.33486578760593,91.40776823049084,46.0,0.09936168306314473,0.0,31.32228529899523,4297440.366241906
175.0,9.064113278383518,14407.04382805415,2719.233983515055,91.3067205261894,91.40776823049084,46.0,0.09927104189207704,0.0,31.26983342696033,4322113.148416247
176.0,9.075132464993148,14489.59925988155,2722.5397394979445,91.63056429239509,91.40776823049084,46.0,0.09904045156847671,0.0,31.290907559407465,4346879.777964468
