player,arm,samples,estimated_mean,estimated_std
6.0,33.0,22.0,9.899587532410559,3.522105352516677
6.0,34.0,13.0,2.189963521224027,2.0007464394139722
6.0,35.0,27.0,10.014140109073265,5.300599281086404
6.0,36.0,47.0,10.014060595147416,5.974641264444185
6.0,37.0,11.0,7.676304569566585,0.69044836870387
6.0,38.0,10.0,0.1435893810460518,0.03120035736581079
6.0,39.0,25.0,9.869853293469326,3.5709841993050517
6.0,40.0,14.0,9.052240245323208,7.918780971986596
6.0,41.0,26.0,10.031124420862053,3.165269974972761
6.0,42.0,35.0,10.027733164133737,5.785650658515067
6.0,43.0,26.0,9.980785785080863,4.826091465421355
6.0,44.0,10.0,1.8250997682619055,0.035799688620043825
6.0,45.0,13.0,3.885138947784518,3.3795790224003737
6.0,46.0,36.0,10.024108000814467,5.752572219446402
6.0,47.0,28.0,10.043635858323476,4.84806025204904
6.0,48.0,11.0,7.672165501727404,3.0733893691845826
6.0,49.0,14.0,9.698556704890127,1.7932170212010499
6.0,50.0,479.0,10.091502185920909,5.029625667478949
6.0,51.0,12.0,9.231568382158251,7.868358439153614
6.0,52.0,11.0,1.002077943367811,0.9228737145234945
6.0,53.0,10.0,1.5505302553004274,0.03726168992983782
6.0,54.0,40.0,10.071935439949112,5.486857535679918
6.0,55.0,10.0,7.546037083355049,0.035858949865687495
6.0,56.0,30.0,9.988387277028405,5.038904093591453
6.0,57.0,11.0,2.0355044029579847,1.7891487481177397
6.0,58.0,10.0,5.385336335882583,0.028630866653721252
6.0,59.0,12.0,1.260294178756325,1.0094081096100123
7.0,0.0,35.0,9.299692590217258,5.261180986273095
7.0,1.0,13.0,6.364749637001339,2.8292097807467442
7.0,2.0,27.0,9.263345998478991,2.330984490242707
7.0,3.0,13.0,4.782931421691938,4.343663872405981
7.0,4.0,34.0,9.328452545711695,3.0663225241133634
7.0,5.0,22.0,9.218374781321657,2.9378186956876093
7.0,6.0,11.0,6.802868791450412,0.03339618546963869
7.0,7.0,11.0,4.2320243314359365,1.7150525505914627
7.0,8.0,70.0,9.316853963440705,4.78130745421093
7.0,9.0,57.0,9.36738592071811,4.770956452318425
7.0,10.0,10.0,8.78429479997359,0.025593739787678788
7.0,11.0,11.0,2.4690151913031424,2.1628846097383843
7.0,12.0,10.0,3.29050916076575,0.02743598859965145
7.0,13.0,67.0,9.322465143857881,5.057809983355699
7.0,14.0,16.0,9.208553120808517,2.412582182675699
7.0,15.0,10.0,6.787625820044613,0.016567374926842713
7.0,16.0,11.0,8.2062968395611,0.03340794292279882
7.0,17.0,10.0,6.370795101159539,0.02716525636506523
7.0,18.0,33.0,9.321746224723146,3.4948965640252436
7.0,19.0,22.0,9.148349045636156,3.291604058518191
7.0,20.0,11.0,6.779939907094613,1.2632972465897105
7.0,21.0,12.0,4.126880974864612,1.5972695659965372
7.0,22.0,11.0,2.079186112012189,0.4151201115032673
7.0,23.0,14.0,9.11568525719468,1.9526661903131408
7.0,24.0,10.0,6.950473047601193,0.020371927300208894
7.0,25.0,40.0,9.320123068199859,4.568831740332181
7.0,26.0,38.0,9.23404458758432,3.139938285263066
7.0,27.0,90.0,9.326422884617605,4.074827901794601
7.0,28.0,10.0,0.5340197679324103,0.0332568522948158
7.0,29.0,11.0,9.246129125881124,0.6704238897505564
7.0,30.0,100.0,9.305840608983816,3.960198175629691
7.0,31.0,11.0,8.219501015694068,0.609985496778949
7.0,32.0,10.0,6.720882377916846,0.029483713411628837
7.0,33.0,29.0,9.260686172555472,3.061134260603654
7.0,34.0,11.0,1.5414861715554133,1.3799126640615869
7.0,35.0,54.0,9.308374924710453,4.828633567752768
7.0,36.0,43.0,9.321891723101482,5.441956378792369
7.0,37.0,10.0,7.891530590262943,0.02656187285656976
7.0,38.0,12.0,0.20199764080023497,0.20213905185593156
7.0,39.0,49.0,9.318498740372574,4.803866630243272
7.0,40.0,10.0,4.21329183475874,0.031262515530860104
7.0,41.0,28.0,9.277183733023742,3.582187821198763
7.0,42.0,67.0,9.313101294261664,4.6415735552897175
7.0,43.0,38.0,9.306954195421401,4.477252492223615
7.0,44.0,10.0,1.8452013359595658,0.0282678108021591
7.0,45.0,10.0,2.2370824545470898,0.027599369678878053
7.0,46.0,46.0,9.330703354335954,5.448591379086727
7.0,47.0,45.0,9.334104686312159,4.070875872861401
7.0,48.0,11.0,6.891654878360313,0.4975863176436037
7.0,49.0,18.0,9.1739889909252,2.26101767593426
7.0,50.0,20.0,9.265457283979808,2.1374616716323858
7.0,51.0,12.0,7.1756659092470505,1.2946040798416119
7.0,52.0,12.0,1.1002300288480167,0.9368479431777459
7.0,53.0,10.0,1.5556656739993207,0.03241527998391111
7.0,54.0,52.0,9.332637917547684,4.954307779395241
7.0,55.0,12.0,7.987359021521732,1.4712477821040186
7.0,56.0,97.0,9.334522190256266,4.366522350266272
7.0,57.0,10.0,1.470496822348517,0.027831546162666202
7.0,58.0,12.0,5.977082101505295,1.405823245138425
7.0,59.0,11.0,1.1420909169175628,0.9621161744876311
8.0,0.0,33.0,9.28650426816638,5.602510552078213
8.0,1.0,11.0,5.2880642051881,1.022767423818728
8.0,2.0,21.0,9.19766560229644,2.777670731538401
