value,m,s,n,n_arms,eps,f_eps,f_n_arms,scaled_1,f_scaled_1,n_users,f_n_users
2,0.8614084453717827,0.00969964912529335,3,10.0,0.3,0.3,10,33.333333333333336,33.3333333333333,11.0,11
3,0.8635719898371153,0.028237289441395776,3,10.0,0.3,0.3,10,33.333333333333336,33.3333333333333,11.0,11
7,0.8617759805236086,0.007374833244430101,4,10.0,0.3,0.3,10,33.333333333333336,33.3333333333333,11.0,11
5,0.8223620129855311,0.0016261925433293128,2,10.0,0.4,0.4,10,25.0,25,11.0,11
6,0.8114640730513935,0.025544457850453547,7,10.0,0.4,0.4,10,25.0,25,11.0,11
1,0.7834848484834835,0.004499770425808714,2,10.0,0.5,0.5,10,20.0,20,11.0,11
5,0.7766776786250297,0.03857076950903045,3,10.0,0.5,0.5,10,20.0,20,11.0,11
6,0.8072209241635869,0.0351930174204777,4,10.0,0.5,0.5,10,20.0,20,11.0,11
10,0.7545399515726119,0.010415414654321612,2,10.0,0.5,0.5,10,20.0,20,11.0,11
2,0.7643977030118798,0.042969094578621005,5,10.0,0.6,0.6,10,16.666666666666668,16.6666666666667,11.0,11
3,0.7492990196067916,0.023521699103482157,2,10.0,0.6,0.6,10,16.666666666666668,16.6666666666667,11.0,11
9,0.7315219867841903,0.028611735863568837,3,10.0,0.6,0.6,10,16.666666666666668,16.6666666666667,11.0,11
3,0.7164681789387074,0.015260145499556626,3,10.0,0.7,0.7,10,14.285714285714286,14.2857142857143,11.0,11
5,0.7185616037450189,0.015344444783570726,2,10.0,0.7,0.7,10,14.285714285714286,14.2857142857143,11.0,11
9,0.7249764671410432,0.022856938071909236,5,10.0,0.7,0.7,10,14.285714285714286,14.2857142857143,11.0,11
2,0.6677272727267451,0.014356410406219152,2,10.0,0.8,0.8,10,12.5,12.5,11.0,11
4,0.6974979496913007,0.020948669141036505,6,10.0,0.8,0.8,10,12.5,12.5,11.0,11
6,0.6840204678355621,0.0029566160734142326,2,10.0,0.8,0.8,10,12.5,12.5,11.0,11
5,0.6761249805198173,0.004981406978630383,4,10.0,0.9,0.9,10,11.11111111111111,11.1111111111111,11.0,11
6,0.6701283846865604,0.007813827035779966,2,10.0,0.9,0.9,10,11.11111111111111,11.1111111111111,11.0,11
8,0.675624595169147,0.01883633359767777,2,10.0,0.9,0.9,10,11.11111111111111,11.1111111111111,11.0,11
8,0.9999999999845238,1.683610143446612e-12,2,20.0,0.1,0.1,20,200.0,200,11.0,11
13,0.9999999999892593,6.415003521775569e-13,2,20.0,0.1,0.1,20,200.0,200,11.0,11
8,0.9791666666591021,0.029462782550035774,2,20.0,0.2,0.2,20,100.0,100,11.0,11
15,0.9999999999918832,1.3775206208631913e-12,2,20.0,0.2,0.2,20,100.0,100,11.0,11
18,0.9791666666591021,0.029462782550035774,2,20.0,0.2,0.2,20,100.0,100,11.0,11
19,0.9776041666598231,0.015344708188373387,4,20.0,0.2,0.2,20,100.0,100,11.0,11
12,0.9520792722504459,0.006662149661322096,2,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,11.0,11
15,0.9629166666620883,0.020628156323753533,3,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,11.0,11
19,0.9695614035041586,0.00830651270191083,3,20.0,0.3,0.3,20,66.66666666666667,66.6666666666667,11.0,11
4,0.9434904601534818,0.015380179983248693,3,20.0,0.4,0.4,20,50.0,50,11.0,11
14,0.9458333333294701,0.01767766952948008,2,20.0,0.4,0.4,20,50.0,50,11.0,11
15,0.9337681159381326,0.008813214954112206,2,20.0,0.4,0.4,20,50.0,50,11.0,11
5,0.939277835825513,0.05281254304034978,3,20.0,0.5,0.5,20,40.0,40,11.0,11
10,0.9305779569864991,0.01029279451681487,3,20.0,0.5,0.5,20,40.0,40,11.0,11
11,0.9384469696935932,0.0013392173893601717,2,20.0,0.5,0.5,20,40.0,40,11.0,11
11,0.9041666666640311,0.005892556510403415,2,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,11.0,11
19,0.9145093795067795,0.028223873420864604,5,20.0,0.6,0.6,20,33.333333333333336,33.3333333333333,11.0,11
11,0.8557787698391599,0.014906764980802692,2,20.0,0.7,0.7,20,28.571428571428573,28.5714285714286,11.0,11
12,0.8870294359404046,0.01928759164513709,3,20.0,0.7,0.7,20,28.571428571428573,28.5714285714286,11.0,11
16,0.9023284313700963,0.014384770303792156,2,20.0,0.7,0.7,20,28.571428571428573,28.5714285714286,11.0,11
18,0.8752949106822241,0.007268876584570081,2,20.0,0.7,0.7,20,28.571428571428573,28.5714285714286,11.0,11
16,0.908841597189842,0.035525987909755086,2,20.0,0.8,0.8,20,25.0,25,11.0,11
17,0.8788377192963852,0.03489013722998858,2,20.0,0.8,0.8,20,25.0,25,11.0,11
19,0.8787683031850725,0.001218099537219543,2,20.0,0.8,0.8,20,25.0,25,11.0,11
1,0.8439534231182398,0.012835412347341162,3,20.0,0.9,0.9,20,22.22222222222222,22.2222222222222,11.0,11
15,0.8493055555540892,0.006874649261452404,2,20.0,0.9,0.9,20,22.22222222222222,22.2222222222222,11.0,11
6,0.9999999999866667,4.7140455979521665e-12,3,30.0,0.1,0.1,30,300.0,300,11.0,11
11,0.9999999999878473,6.944445048612636e-13,3,30.0,0.1,0.1,30,300.0,300,11.0,11
2,0.9999999999895833,2.9462784987201038e-12,2,30.0,0.2,0.2,30,150.0,150,11.0,11
20,0.9999999999930953,3.367063369165917e-13,2,30.0,0.2,0.2,30,150.0,150,11.0,11
6,0.9886363636302964,0.01607060866103247,2,30.0,0.3,0.3,30,100.0,100,11.0,11
8,0.9852941176386485,0.020797258266373016,2,30.0,0.3,0.3,30,100.0,100,11.0,11
29,0.9522727272658078,0.003214121736315551,2,30.0,0.3,0.3,30,100.0,100,11.0,11
1,0.9852941176400374,0.0207972582683372,1,30.0,0.4,0.4,30,75.0,75,11.0,11
13,0.9723484848438433,0.003749808687780097,2,30.0,0.4,0.4,30,75.0,75,11.0,11
27,0.9701754385915122,0.004962152850225853,2,30.0,0.4,0.4,30,75.0,75,11.0,11
5,0.9880952380899726,0.016835875741664442,2,30.0,0.5,0.5,30,60.0,60,11.0,11
8,0.9657608695607004,0.013066103564897126,2,30.0,0.5,0.5,30,60.0,60,11.0,11
18,0.95236354775352,0.017891943636514085,3,30.0,0.6,0.6,30,50.0,50,11.0,11
8,0.9536827551502678,0.010948679231629005,3,30.0,0.7,0.7,30,42.85714285714286,42.8571428571429,11.0,11
23,0.9588888888851369,9.62250448573057e-4,3,30.0,0.7,0.7,30,42.85714285714286,42.8571428571429,11.0,11
1,0.9294871794838395,0.018130943106945206,2,30.0,0.8,0.8,30,37.5,37.5,11.0,11
14,0.9303493201310096,0.029990738815095452,3,30.0,0.8,0.8,30,37.5,37.5,11.0,11
25,0.9461538461496589,0.005439282931408156,2,30.0,0.8,0.8,30,37.5,37.5,11.0,11
5,0.9192782526087047,6.715164106403618e-4,2,30.0,0.9,0.9,30,33.333333333333336,33.3333333333333,11.0,11
20,0.9999999999888889,0.0,2,40.0,0.1,0.1,40,400.0,400,11.0,11
37,0.9999999999908333,1.1785113994880416e-12,2,40.0,0.1,0.1,40,400.0,400,11.0,11
10,0.9999999999918832,1.3775206208631913e-12,2,40.0,0.2,0.2,40,200.0,200,11.0,11
36,0.9999999999906249,4.419339243457222e-12,2,40.0,0.2,0.2,40,200.0,200,11.0,11
27,0.9999999999915578,2.616055255851308e-12,2,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,11.0,11
34,0.9999999999933036,6.312556778953329e-13,3,40.0,0.3,0.3,40,133.33333333333334,133.333333333333,11.0,11
29,0.9999999999945588,6.238762433972596e-13,2,40.0,0.5,0.5,40,80.0,80,11.0,11
32,0.9999999999944407,8.970043646738665e-13,3,40.0,0.5,0.5,40,80.0,80,11.0,11
12,0.98958333332796,0.014731391272890608,2,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,11.0,11
19,0.982142857135567,0.025253813613236413,2,40.0,0.6,0.6,40,66.66666666666667,66.6666666666667,11.0,11
3,0.9791666666620384,0.02946278254854136,1,40.0,0.7,0.7,40,57.142857142857146,57.1428571428571,11.0,11
7,0.9695833333293733,0.01355287997257259,2,40.0,0.8,0.8,40,50.0,50,11.0,11
8,0.9649999999964566,0.02121320343506371,2,40.0,0.8,0.8,40,50.0,50,11.0,11
25,0.9565624999965907,0.004861359120048371,2,40.0,0.8,0.8,40,50.0,50,11.0,11
8,0.9999999999892045,2.4105629518171998e-12,1,50.0,0.1,0.1,50,500.0,500,11.0,11
41,0.9999999999894444,7.85674266325361e-13,2,50.0,0.1,0.1,50,500.0,500,11.0,11
14,0.999999999992262,8.418050753838777e-13,2,50.0,0.2,0.2,50,250.0,250,11.0,11
40,0.99999999999,0.0,1,50.0,0.2,0.2,50,250.0,250,11.0,11
8,0.9999999999923295,2.0087762916400217e-12,2,50.0,0.3,0.3,50,166.66666666666669,166.666666666667,11.0,11
44,0.9999999999935416,2.945493452490762e-13,2,50.0,0.3,0.3,50,166.66666666666669,166.666666666667,11.0,11
10,0.9999999999933333,0.0,1,50.0,0.5,0.5,50,100.0,100,11.0,11
13,0.9999999999936537,1.9036586031498618e-12,2,50.0,0.8,0.8,50,62.5,62.5,11.0,11
4,0.9787676091982359,0.0018024907687484411,3,50.0,0.9,0.9,50,55.55555555555556,55.5555555555556,11.0,11
48,0.9999999999933333,0.0,1,100.0,0.5,0.5,100,200.0,200,11.0,11
48,0.999999999994035,9.923769416162386e-13,2,100.0,0.7,0.7,100,142.85714285714286,142.857142857143,11.0,11
87,0.9999999999925824,3.8851938683266224e-13,2,200.0,0.2,0.2,200,1e3,1000,11.0,11
41,0.999999999992262,8.418050753838777e-13,1,200.0,0.3,0.3,200,666.6666666666667,666.666666666667,11.0,11
