value,m,s,n,n_arms,eps,f_eps,f_n_arms,scaled_1,f_scaled_1,n_users,f_n_users
16,0.7388304093534485,0.02106822034873494,3,40.0,0.7,0.7,40,57.142857142857146,57.1428571428571,51.0,51
22,0.7420235938544838,0.01982054300872072,4,40.0,0.7,0.7,40,57.142857142857146,57.1428571428571,51.0,51
28,0.724987899229288,0.052265496611317415,5,40.0,0.7,0.7,40,57.142857142857146,57.1428571428571,51.0,51
31,0.7494949494901171,0.004642620278480375,2,40.0,0.7,0.7,40,57.142857142857146,57.1428571428571,51.0,51
36,0.6870454545425153,0.019391867786737717,2,40.0,0.7,0.7,40,57.142857142857146,57.1428571428571,51.0,51
37,0.7112433862397507,0.021466505713409544,3,40.0,0.7,0.7,40,57.142857142857146,57.1428571428571,51.0,51
3,0.6925964912257745,0.0017863750268198126,2,40.0,0.8,0.8,40,50.0,50,51.0,51
6,0.7299739340136876,0.05750933550957547,4,40.0,0.8,0.8,40,50.0,50,51.0,51
13,0.7196024032690543,0.029569946715572185,3,40.0,0.8,0.8,40,50.0,50,51.0,51
14,0.7022144522115022,0.01401027421890789,2,40.0,0.8,0.8,40,50.0,50,51.0,51
15,0.6991695601827108,0.02049514686819016,4,40.0,0.8,0.8,40,50.0,50,51.0,51
16,0.7249853661095284,0.034814064032755956,3,40.0,0.8,0.8,40,50.0,50,51.0,51
20,0.7157534913970167,0.03655289879050602,6,40.0,0.8,0.8,40,50.0,50,51.0,51
22,0.6913287065732113,0.033569984138609024,4,40.0,0.8,0.8,40,50.0,50,51.0,51
24,0.7394793344038715,0.09686186288644821,2,40.0,0.8,0.8,40,50.0,50,51.0,51
28,0.7225637181382173,0.03845176156406031,3,40.0,0.8,0.8,40,50.0,50,51.0,51
29,0.7253134796209326,0.018656683621136327,2,40.0,0.8,0.8,40,50.0,50,51.0,51
30,0.7160153256675424,0.029706881171630235,3,40.0,0.8,0.8,40,50.0,50,51.0,51
34,0.6939244663353974,0.028795152993369183,2,40.0,0.8,0.8,40,50.0,50,51.0,51
37,0.7083805083775454,0.0410966234437184,6,40.0,0.8,0.8,40,50.0,50,51.0,51
11,0.7044633642901632,0.03958776354808263,2,40.0,0.9,0.9,40,44.44444444444444,44.4444444444444,51.0,51
12,0.7266750208826931,0.05416025796319683,3,40.0,0.9,0.9,40,44.44444444444444,44.4444444444444,51.0,51
15,0.7049673202583371,0.05432029250060553,4,40.0,0.9,0.9,40,44.44444444444444,44.4444444444444,51.0,51
18,0.6951038903599793,0.02480500578576052,2,40.0,0.9,0.9,40,44.44444444444444,44.4444444444444,51.0,51
22,0.6861111111083091,0.003928371006495042,2,40.0,0.9,0.9,40,44.44444444444444,44.4444444444444,51.0,51
27,0.7127314814783399,0.013291552982334264,3,40.0,0.9,0.9,40,44.44444444444444,44.4444444444444,51.0,51
28,0.6802469135772845,0.004364856673348572,2,40.0,0.9,0.9,40,44.44444444444444,44.4444444444444,51.0,51
29,0.7012372134012484,0.03049282783828809,3,40.0,0.9,0.9,40,44.44444444444444,44.4444444444444,51.0,51
31,0.6899272486745676,0.017751401603482948,5,40.0,0.9,0.9,40,44.44444444444444,44.4444444444444,51.0,51
32,0.6727777777753186,0.032212642254252855,2,40.0,0.9,0.9,40,44.44444444444444,44.4444444444444,51.0,51
35,0.6716859716833135,0.021486755332067703,3,40.0,0.9,0.9,40,44.44444444444444,44.4444444444444,51.0,51
36,0.6838888888858887,0.014927809824615498,2,40.0,0.9,0.9,40,44.44444444444444,44.4444444444444,51.0,51
39,0.6544526143767575,0.003523979872980796,2,40.0,0.9,0.9,40,44.44444444444444,44.4444444444444,51.0,51
1,0.949999999941,0.07071067806067201,2,50.0,0.1,0.1,50,500.0,500,51.0,51
2,0.9374999999390625,0.08838834759307568,2,50.0,0.1,0.1,50,500.0,500,51.0,51
4,0.9374999999640625,0.08838834762843102,2,50.0,0.1,0.1,50,500.0,500,51.0,51
5,0.921296296285423,0.00654728501181394,2,50.0,0.1,0.1,50,500.0,500,51.0,51
9,0.9642857142314626,0.06185895737723707,3,50.0,0.1,0.1,50,500.0,500,51.0,51
13,0.9249999999824722,0.06614378277418949,3,50.0,0.1,0.1,50,500.0,500,51.0,51
15,0.9386904761517866,0.07424029438612123,4,50.0,0.1,0.1,50,500.0,500,51.0,51
22,0.9259259259126749,0.06415002990411366,3,50.0,0.1,0.1,50,500.0,500,51.0,51
36,0.9083333333192407,0.011785113025301691,2,50.0,0.1,0.1,50,500.0,500,51.0,51
38,0.9652777777614004,0.06014065303286799,3,50.0,0.1,0.1,50,500.0,500,51.0,51
41,0.8708333333151737,0.005892556504633718,2,50.0,0.1,0.1,50,500.0,500,51.0,51
48,0.9245683183092648,0.03474484898311736,2,50.0,0.1,0.1,50,500.0,500,51.0,51
1,0.9212962962835133,0.006547285014514736,2,50.0,0.2,0.2,50,250.0,250,51.0,51
5,0.9687499999869977,0.04419417382234411,2,50.0,0.2,0.2,50,250.0,250,51.0,51
8,0.8796296296198559,0.0654728501091379,2,50.0,0.2,0.2,50,250.0,250,51.0,51
11,0.9329805996312877,0.0649271962327747,3,50.0,0.2,0.2,50,250.0,250,51.0,51
16,0.8652777777639884,0.013749298511637038,2,50.0,0.2,0.2,50,250.0,250,51.0,51
18,0.9469696969531336,0.07499617375027846,2,50.0,0.2,0.2,50,250.0,250,51.0,51
21,0.896464646454182,0.028681355279113138,3,50.0,0.2,0.2,50,250.0,250,51.0,51
24,0.9246031745914651,0.028059792905947227,3,50.0,0.2,0.2,50,250.0,250,51.0,51
28,0.9675925925693416,0.06481481480576129,4,50.0,0.2,0.2,50,250.0,250,51.0,51
31,0.9267676767512589,0.06055342832875005,5,50.0,0.2,0.2,50,250.0,250,51.0,51
37,0.9137642450015201,0.051366924719585774,8,50.0,0.2,0.2,50,250.0,250,51.0,51
40,0.9035714285605561,0.06565991539783465,2,50.0,0.2,0.2,50,250.0,250,51.0,51
45,0.9388888888666852,0.05357583755176246,3,50.0,0.2,0.2,50,250.0,250,51.0,51
3,0.878367003358139,0.011308946838299111,2,50.0,0.3,0.3,50,166.66666666666669,166.666666666667,51.0,51
5,0.8936475804791576,0.026015456488161032,4,50.0,0.3,0.3,50,166.66666666666669,166.666666666667,51.0,51
6,0.9001068375956691,0.047871713037548044,3,50.0,0.3,0.3,50,166.66666666666669,166.666666666667,51.0,51
8,0.8651515151430247,0.027272727272785537,4,50.0,0.3,0.3,50,166.66666666666669,166.666666666667,51.0,51
12,0.9108455882225164,0.07333426581756292,4,50.0,0.3,0.3,50,166.66666666666669,166.666666666667,51.0,51
13,0.9551282050997041,0.06345830084531168,2,50.0,0.3,0.3,50,166.66666666666669,166.666666666667,51.0,51
19,0.9173931623814795,0.02211272641949128,5,50.0,0.3,0.3,50,166.66666666666669,166.666666666667,51.0,51
24,0.9166666666573302,0.027777777777469148,3,50.0,0.3,0.3,50,166.66666666666669,166.666666666667,51.0,51
28,0.8737620404190054,0.029450869301290435,3,50.0,0.3,0.3,50,166.66666666666669,166.666666666667,51.0,51
30,0.9010416666574415,0.021474508463734866,5,50.0,0.3,0.3,50,166.66666666666669,166.666666666667,51.0,51
37,0.9211111111014492,0.06834010806121307,3,50.0,0.3,0.3,50,166.66666666666669,166.666666666667,51.0,51
38,0.8960317460255627,0.021325442607367837,2,50.0,0.3,0.3,50,166.66666666666669,166.666666666667,51.0,51
46,0.9629629629359876,0.06415002989172915,3,50.0,0.3,0.3,50,166.66666666666669,166.666666666667,51.0,51
1,0.8601190476115663,0.021044844673283207,2,50.0,0.4,0.4,50,125.0,125,51.0,51
3,0.8755816405718815,0.036539203841964664,6,50.0,0.4,0.4,50,125.0,125,51.0,51
4,0.9049783549689712,0.0656989698577311,5,50.0,0.4,0.4,50,125.0,125,51.0,51
17,0.8871082620999504,0.023670953503181116,2,50.0,0.4,0.4,50,125.0,125,51.0,51
18,0.9043209876438486,0.029764354200000852,3,50.0,0.4,0.4,50,125.0,125,51.0,51
23,0.8348484848361681,0.04499770425023134,2,50.0,0.4,0.4,50,125.0,125,51.0,51
27,0.8551587301521175,0.011223917162324253,2,50.0,0.4,0.4,50,125.0,125,51.0,51
37,0.8697667464047256,0.03464824910473527,4,50.0,0.4,0.4,50,125.0,125,51.0,51
39,0.892094017085272,0.033372598600906384,3,50.0,0.4,0.4,50,125.0,125,51.0,51
43,0.8834343434266371,0.03811985579419825,5,50.0,0.4,0.4,50,125.0,125,51.0,51
44,0.880853174596436,0.04642655757979319,5,50.0,0.4,0.4,50,125.0,125,51.0,51
46,0.8735191993399547,0.04748159528398575,4,50.0,0.4,0.4,50,125.0,125,51.0,51
47,0.9132959850515967,0.028040433705691835,5,50.0,0.4,0.4,50,125.0,125,51.0,51
2,0.8445566778827761,0.009864419660369286,3,50.0,0.5,0.5,50,100.0,100,51.0,51
5,0.8353828197889951,0.02131595096040262,5,50.0,0.5,0.5,50,100.0,100,51.0,51
7,0.8689874939807528,0.05034523088046802,6,50.0,0.5,0.5,50,100.0,100,51.0,51
8,0.8764204545386856,0.04620299990496069,2,50.0,0.5,0.5,50,100.0,100,51.0,51
11,0.8515624999940661,0.02147450846613763,3,50.0,0.5,0.5,50,100.0,100,51.0,51
14,0.8839285714199139,0.012626906810127009,2,50.0,0.5,0.5,50,100.0,100,51.0,51
20,0.8434329287221667,0.02112016817455231,3,50.0,0.5,0.5,50,100.0,100,51.0,51
23,0.8416666666603612,0.01178511302067926,2,50.0,0.5,0.5,50,100.0,100,51.0,51
25,0.8652777777712801,0.013749298521948936,2,50.0,0.5,0.5,50,100.0,100,51.0,51
30,0.874999999992725,0.01767766953054759,5,50.0,0.5,0.5,50,100.0,100,51.0,51
42,0.8611111111048032,0.039283710064364305,3,50.0,0.5,0.5,50,100.0,100,51.0,51
45,0.893830128198876,0.041361213962436416,2,50.0,0.5,0.5,50,100.0,100,51.0,51
46,0.86951121794232,0.04244133416604094,8,50.0,0.5,0.5,50,100.0,100,51.0,51
4,0.852052005006572,0.05589850007576169,5,50.0,0.6,0.6,50,83.33333333333334,83.3333333333333,51.0,51
12,0.8318123490288517,0.039187873495657846,4,50.0,0.6,0.6,50,83.33333333333334,83.3333333333333,51.0,51
20,0.8287443102190717,0.04155106083201859,4,50.0,0.6,0.6,50,83.33333333333334,83.3333333333333,51.0,51
26,0.832137161078526,0.023119121232548716,2,50.0,0.6,0.6,50,83.33333333333334,83.3333333333333,51.0,51
27,0.849462415953703,0.059173986961375755,7,50.0,0.6,0.6,50,83.33333333333334,83.3333333333333,51.0,51
28,0.8426650104223654,0.05542880378439814,5,50.0,0.6,0.6,50,83.33333333333334,83.3333333333333,51.0,51
30,0.8291666666611319,0.005892556507894328,2,50.0,0.6,0.6,50,83.33333333333334,83.3333333333333,51.0,51
32,0.8114583333280949,0.016204530402326056,2,50.0,0.6,0.6,50,83.33333333333334,83.3333333333333,51.0,51
33,0.8345238095179226,0.05438969434520882,4,50.0,0.6,0.6,50,83.33333333333334,83.3333333333333,51.0,51
36,0.834259966607066,0.0609224064858044,4,50.0,0.6,0.6,50,83.33333333333334,83.3333333333333,51.0,51
47,0.8451587301530765,0.03619212958984264,5,50.0,0.6,0.6,50,83.33333333333334,83.3333333333333,51.0,51
2,0.8156207827207254,0.043180272398712374,2,50.0,0.7,0.7,50,71.42857142857143,71.4285714285714,51.0,51
6,0.8714646464575915,0.06976418585621506,3,50.0,0.7,0.7,50,71.42857142857143,71.4285714285714,51.0,51
7,0.8112204176494713,0.04373211062556646,8,50.0,0.7,0.7,50,71.42857142857143,71.4285714285714,51.0,51
9,0.7875118708400939,0.03704616733107049,3,50.0,0.7,0.7,50,71.42857142857143,71.4285714285714,51.0,51
17,0.8185312314560115,0.016803294261199538,6,50.0,0.7,0.7,50,71.42857142857143,71.4285714285714,51.0,51
18,0.7724206349166554,0.023289628108699532,2,50.0,0.7,0.7,50,71.42857142857143,71.4285714285714,51.0,51
23,0.8059671236868274,0.03702010014197239,4,50.0,0.7,0.7,50,71.42857142857143,71.4285714285714,51.0,51
26,0.8341049382646673,0.057834350924724574,2,50.0,0.7,0.7,50,71.42857142857143,71.4285714285714,51.0,51
29,0.7988681688634284,0.024211692756682213,5,50.0,0.7,0.7,50,71.42857142857143,71.4285714285714,51.0,51
30,0.8027777777733219,0.037371177908858584,3,50.0,0.7,0.7,50,71.42857142857143,71.4285714285714,51.0,51
32,0.808681927969877,0.054002766497200386,4,50.0,0.7,0.7,50,71.42857142857143,71.4285714285714,51.0,51
48,0.7666666666623384,0.03535533905845083,2,50.0,0.7,0.7,50,71.42857142857143,71.4285714285714,51.0,51
11,0.7976124870195669,0.024241856734489323,7,50.0,0.8,0.8,50,62.5,62.5,51.0,51
15,0.7875242041875364,0.04272753356104199,4,50.0,0.8,0.8,50,62.5,62.5,51.0,51
16,0.8129807692255306,0.08317570150288066,2,50.0,0.8,0.8,50,62.5,62.5,51.0,51
21,0.7854349951093409,0.046311001308470066,2,50.0,0.8,0.8,50,62.5,62.5,51.0,51
23,0.8322368421009871,0.05737489233266977,2,50.0,0.8,0.8,50,62.5,62.5,51.0,51
25,0.7799242424205193,0.004821182598725375,2,50.0,0.8,0.8,50,62.5,62.5,51.0,51
29,0.8130979809193186,0.06454199915496044,5,50.0,0.8,0.8,50,62.5,62.5,51.0,51
31,0.7797123015826638,0.017927825279501857,4,50.0,0.8,0.8,50,62.5,62.5,51.0,51
35,0.7882361111078918,0.009762001951248326,2,50.0,0.8,0.8,50,62.5,62.5,51.0,51
39,0.8405797101412729,0.015371886547466825,2,50.0,0.8,0.8,50,62.5,62.5,51.0,51
40,0.8136507936472199,0.033447273141255,2,50.0,0.8,0.8,50,62.5,62.5,51.0,51
42,0.7664505414954946,0.022082190723493194,5,50.0,0.8,0.8,50,62.5,62.5,51.0,51
45,0.7744855967036898,0.05203280203741922,3,50.0,0.8,0.8,50,62.5,62.5,51.0,51
50,0.7872222222184684,0.013356461423214692,2,50.0,0.8,0.8,50,62.5,62.5,51.0,51
1,0.7682805234855548,0.027928419869695017,4,50.0,0.9,0.9,50,55.55555555555556,55.5555555555556,51.0,51
6,0.8190909090874094,0.0012856486933768656,2,50.0,0.9,0.9,50,55.55555555555556,55.5555555555556,51.0,51
8,0.7769047619013594,0.004377327693459012,2,50.0,0.9,0.9,50,55.55555555555556,55.5555555555556,51.0,51
14,0.7972222222177932,0.014404027024090339,2,50.0,0.9,0.9,50,55.55555555555556,55.5555555555556,51.0,51
15,0.7730392156817271,0.025649951866420023,2,50.0,0.9,0.9,50,55.55555555555556,55.5555555555556,51.0,51
17,0.7634920634885376,0.059486760955620804,2,50.0,0.9,0.9,50,55.55555555555556,55.5555555555556,51.0,51
19,0.7935130718908368,0.030005784254934168,4,50.0,0.9,0.9,50,55.55555555555556,55.5555555555556,51.0,51
24,0.7815772462787842,0.04521433609485424,5,50.0,0.9,0.9,50,55.55555555555556,55.5555555555556,51.0,51
25,0.7631528964833305,0.008114762523343326,3,50.0,0.9,0.9,50,55.55555555555556,55.5555555555556,51.0,51
27,0.7884615384583177,0.05439282932209892,2,50.0,0.9,0.9,50,55.55555555555556,55.5555555555556,51.0,51
29,0.7810606060568814,0.020356104307039262,2,50.0,0.9,0.9,50,55.55555555555556,55.5555555555556,51.0,51
32,0.7811996779349366,0.008255272404448802,2,50.0,0.9,0.9,50,55.55555555555556,55.5555555555556,51.0,51
33,0.7655476833073864,0.024997080810533975,4,50.0,0.9,0.9,50,55.55555555555556,55.5555555555556,51.0,51
50,0.7693387681115548,0.025521049519263844,4,50.0,0.9,0.9,50,55.55555555555556,55.5555555555556,51.0,51
1,0.9999999999845238,1.683610143446612e-12,2,100.0,0.1,0.1,100,1e3,1000,51.0,51
3,0.9999999999845238,1.683610143446612e-12,2,100.0,0.1,0.1,100,1e3,1000,51.0,51
16,0.99999999998,0.0,3,100.0,0.1,0.1,100,1e3,1000,51.0,51
19,0.9999999999816667,2.3570227989760833e-12,2,100.0,0.1,0.1,100,1e3,1000,51.0,51
39,0.9999999999833333,0.0,2,100.0,0.1,0.1,100,1e3,1000,51.0,51
42,0.9999999999833333,0.0,3,100.0,0.1,0.1,100,1e3,1000,51.0,51
57,0.99999999998,0.0,2,100.0,0.1,0.1,100,1e3,1000,51.0,51
59,0.9999999999863095,1.0309643959227539e-12,3,100.0,0.1,0.1,100,1e3,1000,51.0,51
70,0.9999999999816667,2.3570227989760833e-12,2,100.0,0.1,0.1,100,1e3,1000,51.0,51
85,0.9999999999813493,5.625983755042728e-12,3,100.0,0.1,0.1,100,1e3,1000,51.0,51
95,0.9999999999816667,2.3570227989760833e-12,1,100.0,0.1,0.1,100,1e3,1000,51.0,51
10,0.9999999999871527,2.6291244524828805e-12,5,100.0,0.2,0.2,100,500.0,500,51.0,51
47,0.9999999999816667,2.3570227989760833e-12,1,100.0,0.2,0.2,100,500.0,500,51.0,51
50,0.9999999999848678,4.504510582017831e-12,3,100.0,0.2,0.2,100,500.0,500,51.0,51
69,0.99999999998125,8.838835496160312e-12,1,100.0,0.2,0.2,100,500.0,500,51.0,51
70,0.9999999999878572,3.0304354545055542e-12,2,100.0,0.2,0.2,100,500.0,500,51.0,51
77,0.9999999999869444,3.367876848932174e-12,3,100.0,0.2,0.2,100,500.0,500,51.0,51
81,0.9999999999849206,1.3746619264866082e-12,3,100.0,0.2,0.2,100,500.0,500,51.0,51
82,0.9999999999881944,9.820928329067013e-13,2,100.0,0.2,0.2,100,500.0,500,51.0,51
90,0.9999999999878307,1.832839835708809e-12,3,100.0,0.2,0.2,100,500.0,500,51.0,51
91,0.9999999999866667,4.7140455979521665e-12,1,100.0,0.2,0.2,100,500.0,500,51.0,51
16,0.9999999999875794,2.200843312783184e-12,4,100.0,0.3,0.3,100,333.33333333333337,333.333333333333,51.0,51
17,0.9999999999838294,6.073510186620497e-12,2,100.0,0.3,0.3,100,333.33333333333337,333.333333333333,51.0,51
18,0.9999999999894444,7.85674266325361e-13,2,100.0,0.3,0.3,100,333.33333333333337,333.333333333333,51.0,51
26,0.9999999999881944,9.820928329067013e-13,2,100.0,0.3,0.3,100,333.33333333333337,333.333333333333,51.0,51
41,0.9999999999854167,2.9462784987201038e-12,2,100.0,0.3,0.3,100,333.33333333333337,333.333333333333,51.0,51
42,0.9999999999770833,1.473139249360052e-11,2,100.0,0.3,0.3,100,333.33333333333337,333.333333333333,51.0,51
53,0.9999999999859789,2.7872087131744554e-12,3,100.0,0.3,0.3,100,333.33333333333337,333.333333333333,51.0,51
57,0.9999999999845238,1.683610143446612e-12,1,100.0,0.3,0.3,100,333.33333333333337,333.333333333333,51.0,51
69,0.9999999999873016,2.2447611881801934e-12,1,100.0,0.3,0.3,100,333.33333333333337,333.333333333333,51.0,51
6,0.9999999999894444,7.85674266325361e-13,2,100.0,0.4,0.4,100,250.0,250,51.0,51
10,0.9999999999830159,2.8703550402673088e-12,3,100.0,0.4,0.4,100,250.0,250,51.0,51
11,0.99999999998875,1.7677670992320624e-12,2,100.0,0.4,0.4,100,250.0,250,51.0,51
12,0.9999999999878572,3.0304354545055542e-12,1,100.0,0.4,0.4,100,250.0,250,51.0,51
30,0.9999999999875,0.0,2,100.0,0.4,0.4,100,250.0,250,51.0,51
57,0.9999999999883333,1.443375792399503e-12,3,100.0,0.4,0.4,100,250.0,250,51.0,51
64,0.9999999999694444,2.7498599321387635e-11,2,100.0,0.4,0.4,100,250.0,250,51.0,51
79,0.9999999999803572,7.576167140886819e-12,2,100.0,0.4,0.4,100,250.0,250,51.0,51
80,0.9999999999880953,4.123921678711053e-12,3,100.0,0.4,0.4,100,250.0,250,51.0,51
85,0.9999999999892857,5.050751926327007e-12,2,100.0,0.4,0.4,100,250.0,250,51.0,51
91,0.9861111111003539,0.024056261213834525,3,100.0,0.4,0.4,100,250.0,250,51.0,51
93,0.9999999999881191,2.649163164209084e-12,4,100.0,0.4,0.4,100,250.0,250,51.0,51
99,0.9999999999878572,3.0304354545055542e-12,2,100.0,0.4,0.4,100,250.0,250,51.0,51
1,0.97499999999025,0.035355339058973825,2,100.0,0.5,0.5,100,200.0,200,51.0,51
5,0.9999999999904545,6.427958525851375e-13,2,100.0,0.5,0.5,100,200.0,200,51.0,51
25,0.9999999999882011,2.224093515331082e-12,3,100.0,0.5,0.5,100,200.0,200,51.0,51
40,0.9999999999861111,3.928371331626805e-12,2,100.0,0.5,0.5,100,200.0,200,51.0,51
60,0.9999999999881944,9.820928329067013e-13,2,100.0,0.5,0.5,100,200.0,200,51.0,51
81,0.9999999999855556,4.7140455979521665e-12,2,100.0,0.5,0.5,100,200.0,200,51.0,51
82,0.9999999999890993,1.7142390891105312e-12,2,100.0,0.5,0.5,100,200.0,200,51.0,51
87,0.9814814814682865,0.03207501495264,3,100.0,0.5,0.5,100,200.0,200,51.0,51
89,0.9999999999881944,9.820928329067013e-13,2,100.0,0.5,0.5,100,200.0,200,51.0,51
93,0.9999999999904545,6.427958525851375e-13,2,100.0,0.5,0.5,100,200.0,200,51.0,51
95,0.9999999999880953,4.236930223550547e-12,4,100.0,0.5,0.5,100,200.0,200,51.0,51
96,0.9772727272600551,0.03214121732101218,2,100.0,0.5,0.5,100,200.0,200,51.0,51
10,0.99999999998,0.0,2,100.0,0.6,0.6,100,166.66666666666669,166.666666666667,51.0,51
11,0.9529914529825079,0.012087295407088406,2,100.0,0.6,0.6,100,166.66666666666669,166.666666666667,51.0,51
13,0.99999999998875,1.7677670992320624e-12,2,100.0,0.6,0.6,100,166.66666666666669,166.666666666667,51.0,51
19,0.9999999999894696,1.7653140207967364e-12,3,100.0,0.6,0.6,100,166.66666666666669,166.666666666667,51.0,51
27,0.9791666666518403,0.024056261208335945,4,100.0,0.6,0.6,100,166.66666666666669,166.666666666667,51.0,51
28,0.9696969696864497,0.04285495643274819,2,100.0,0.6,0.6,100,166.66666666666669,166.666666666667,51.0,51
50,0.9861111111015046,0.024056261214831134,3,100.0,0.6,0.6,100,166.66666666666669,166.666666666667,51.0,51
61,0.9722222222107253,0.039283710064500744,2,100.0,0.6,0.6,100,166.66666666666669,166.666666666667,51.0,51
62,0.99999999998875,1.7677670992320624e-12,2,100.0,0.6,0.6,100,166.66666666666669,166.666666666667,51.0,51
75,0.99999999998875,1.7677670992320624e-12,2,100.0,0.6,0.6,100,166.66666666666669,166.666666666667,51.0,51
82,0.9999999999904545,6.427958525851375e-13,1,100.0,0.6,0.6,100,166.66666666666669,166.666666666667,51.0,51
85,0.9999999999816667,2.3570227989760833e-12,2,100.0,0.6,0.6,100,166.66666666666669,166.666666666667,51.0,51
86,0.9999999999854545,7.713864249513386e-12,2,100.0,0.6,0.6,100,166.66666666666669,166.666666666667,51.0,51
90,0.974999999989,0.03535533905720606,2,100.0,0.6,0.6,100,166.66666666666669,166.666666666667,51.0,51
8,0.9999999999916084,9.890012397249099e-13,2,100.0,0.7,0.7,100,142.85714285714286,142.857142857143,51.0,51
18,0.9722222222003086,0.039283710049769355,2,100.0,0.7,0.7,100,142.85714285714286,142.857142857143,51.0,51
36,0.9999999999844444,6.285394130602888e-12,2,100.0,0.7,0.7,100,142.85714285714286,142.857142857143,51.0,51
43,0.9841269841190022,0.02749286996038959,3,100.0,0.7,0.7,100,142.85714285714286,142.857142857143,51.0,51
61,0.9540719696896722,0.020757869525226014,2,100.0,0.7,0.7,100,142.85714285714286,142.857142857143,51.0,51
64,0.9999999999866072,1.2626683552734919e-12,1,100.0,0.7,0.7,100,142.85714285714286,142.857142857143,51.0,51
79,0.9821428571338577,0.025253813610818944,2,100.0,0.7,0.7,100,142.85714285714286,142.857142857143,51.0,51
87,0.9687499999841407,0.044194173818303484,3,100.0,0.7,0.7,100,142.85714285714286,142.857142857143,51.0,51
92,0.9807692307592826,0.02719641465741234,2,100.0,0.7,0.7,100,142.85714285714286,142.857142857143,51.0,51
22,0.9999999999833333,0.0,2,100.0,0.8,0.8,100,125.0,125,51.0,51
40,0.9749999999907045,0.03535533905961662,2,100.0,0.8,0.8,100,125.0,125,51.0,51
66,0.9722222222098325,0.039283710063238074,2,100.0,0.8,0.8,100,125.0,125,51.0,51
74,0.9772727272621384,0.032141217323958464,2,100.0,0.8,0.8,100,125.0,125,51.0,51
85,0.9687499999870703,0.04419417381416032,2,100.0,0.8,0.8,100,125.0,125,51.0,51
87,0.985294117640358,0.020797258268790485,2,100.0,0.8,0.8,100,125.0,125,51.0,51
90,0.98214285713108,0.02525381360689057,2,100.0,0.8,0.8,100,125.0,125,51.0,51
97,0.9880952380809052,0.02061965246461036,3,100.0,0.8,0.8,100,125.0,125,51.0,51
5,0.9365384615301613,0.01903749026101811,2,100.0,0.9,0.9,100,111.11111111111111,111.111111111111,51.0,51
16,0.946022727262529,0.012052956499648318,2,100.0,0.9,0.9,100,111.11111111111111,111.111111111111,51.0,51
44,0.9791666666535012,0.03608439182309867,3,100.0,0.9,0.9,100,111.11111111111111,111.111111111111,51.0,51
67,0.9674825174737876,0.022931266281958435,4,100.0,0.9,0.9,100,111.11111111111111,111.111111111111,51.0,51
72,0.9409722222140455,0.004910463754962877,2,100.0,0.9,0.9,100,111.11111111111111,111.111111111111,51.0,51
75,0.9814814814648883,0.032075014949697035,3,100.0,0.9,0.9,100,111.11111111111111,111.111111111111,51.0,51
78,0.9807692307555325,0.02719641465210904,2,100.0,0.9,0.9,100,111.11111111111111,111.111111111111,51.0,51
92,0.9538911380939472,0.04067842926971732,3,100.0,0.9,0.9,100,111.11111111111111,111.111111111111,51.0,51
2,0.9999999999888889,0.0,2,200.0,0.1,0.1,200,2e3,2000,51.0,51
6,0.9999999999881944,9.820928329067013e-13,2,200.0,0.1,0.1,200,2e3,2000,51.0,51
49,0.9999999999875,0.0,1,200.0,0.1,0.1,200,2e3,2000,51.0,51
72,0.9999999999888889,0.0,3,200.0,0.1,0.1,200,2e3,2000,51.0,51
84,0.9999999999881944,9.820928329067013e-13,2,200.0,0.1,0.1,200,2e3,2000,51.0,51
198,0.99999999998875,1.7677670992320624e-12,1,200.0,0.1,0.1,200,2e3,2000,51.0,51
15,0.99999999999,0.0,1,200.0,0.2,0.2,200,1e3,1000,51.0,51
24,0.9999999999892593,6.415003521775569e-13,3,200.0,0.2,0.2,200,1e3,1000,51.0,51
73,0.9999999999894444,7.85674266325361e-13,2,200.0,0.2,0.2,200,1e3,1000,51.0,51
148,0.9999999999894444,7.85674266325361e-13,2,200.0,0.2,0.2,200,1e3,1000,51.0,51
169,0.9999999999892593,6.415003521775569e-13,2,200.0,0.2,0.2,200,1e3,1000,51.0,51
180,0.99999999998875,1.7677670992320624e-12,1,200.0,0.2,0.2,200,1e3,1000,51.0,51
15,0.999999999989899,1.4284701189104986e-12,2,200.0,0.3,0.3,200,666.6666666666667,666.666666666667,51.0,51
16,0.9999999999894444,7.85674266325361e-13,2,200.0,0.3,0.3,200,666.6666666666667,666.666666666667,51.0,51
72,0.9999999999908333,1.1785113994880416e-12,2,200.0,0.3,0.3,200,666.6666666666667,666.666666666667,51.0,51
80,0.9999999999904545,6.427958525851375e-13,2,200.0,0.3,0.3,200,666.6666666666667,666.666666666667,51.0,51
87,0.9999999999904545,6.427958525851375e-13,2,200.0,0.3,0.3,200,666.6666666666667,666.666666666667,51.0,51
166,0.9999999999901852,1.3981176036938614e-12,1,200.0,0.3,0.3,200,666.6666666666667,666.666666666667,51.0,51
190,0.9999999999902778,1.9641856658134027e-12,2,200.0,0.3,0.3,200,666.6666666666667,666.666666666667,51.0,51
13,0.9999999999912879,5.35715546902904e-13,2,200.0,0.4,0.4,200,500.0,500,51.0,51
23,0.9999999999908333,1.1785113994880416e-12,1,200.0,0.4,0.4,200,500.0,500,51.0,51
105,0.999999999990909,0.0,2,200.0,0.4,0.4,200,500.0,500,51.0,51
113,0.9999999999923077,0.0,2,200.0,0.4,0.4,200,500.0,500,51.0,51
