n_arms,eps,rewards,avg_rewards
5.0,0.1,0.7295456089270487,0.1459091217854097
5.0,0.1,0.7453772005006151,0.14907544010012302
5.0,0.1,0.7875197000527947,0.15750394001055892
5.0,0.1,0.7342340637747005,0.1468468127549401
5.0,0.1,0.6949473504512208,0.13898947009024418
5.0,0.1,0.7741363110916855,0.1548272622183371
5.0,0.1,0.7789650872779514,0.1557930174555903
5.0,0.1,0.7278403964261866,0.14556807928523732
5.0,0.1,0.8263024100837753,0.16526048201675506
5.0,0.1,0.7554153878557742,0.15108307757115486
5.0,0.1,0.7384121097945482,0.14768242195890965
5.0,0.1,0.7686346707486817,0.15372693414973634
5.0,0.1,0.8019308805093328,0.16038617610186656
5.0,0.1,0.6844264958410737,0.13688529916821474
5.0,0.1,0.7240034924989792,0.14480069849979585
5.0,0.1,0.9933203758056666,0.19866407516113332
5.0,0.1,0.7504624364520768,0.15009248729041536
5.0,0.1,0.7412857959463317,0.14825715918926635
5.0,0.1,0.7343036177849966,0.14686072355699933
5.0,0.1,0.7763089160471832,0.15526178320943665
5.0,0.1,0.7426939386594509,0.14853878773189017
5.0,0.1,0.7650477866069091,0.15300955732138183
5.0,0.1,0.7097324574598196,0.14194649149196392
5.0,0.1,0.7367692566754248,0.14735385133508497
5.0,0.1,0.7132182153391584,0.1426436430678317
5.0,0.1,0.7594919117834822,0.15189838235669645
5.0,0.1,0.7833565799301354,0.15667131598602707
5.0,0.1,0.7807953306133293,0.15615906612266586
5.0,0.1,0.7265743689262132,0.14531487378524266
5.0,0.1,0.7630377732721916,0.15260755465443832
5.0,0.1,0.7094021860143439,0.14188043720286878
5.0,0.1,0.7611764105658526,0.15223528211317053
5.0,0.1,0.7410436671360152,0.14820873342720303
5.0,0.1,0.7993493485584234,0.15986986971168468
5.0,0.1,0.7131962904094842,0.14263925808189684
5.0,0.1,0.7875835039686323,0.15751670079372646
5.0,0.1,0.7089976218110768,0.14179952436221538
5.0,0.1,0.785824075826509,0.1571648151653018
5.0,0.1,0.7716640263507237,0.15433280527014476
5.0,0.1,0.7540249484130892,0.15080498968261785
5.0,0.1,0.8149062448687665,0.1629812489737533
5.0,0.1,0.7325345673782406,0.14650691347564812
5.0,0.1,0.7059838625077505,0.1411967725015501
5.0,0.1,0.7766824033547747,0.15533648067095493
5.0,0.1,0.7010832480608117,0.14021664961216235
5.0,0.1,0.7373931324839437,0.14747862649678872
5.0,0.1,0.7863433694261702,0.15726867388523405
5.0,0.1,0.7282134848712303,0.14564269697424606
5.0,0.1,0.72436788715992,0.144873577431984
5.0,0.1,0.7686546834601282,0.15373093669202564
5.0,0.1,0.7305170299946038,0.14610340599892074
5.0,0.2,0.5037442846189449,0.10074885692378899
5.0,0.2,0.49042421632047656,0.09808484326409532
5.0,0.2,0.49314593918504757,0.09862918783700952
5.0,0.2,0.4990045625376369,0.09980091250752739
5.0,0.2,0.5147635142498524,0.10295270284997049
5.0,0.2,0.48758446263068195,0.09751689252613639
